num; time; fix; lat; lon; alt; times; timems
192; 117399; 0; 55.910648; 37.805382; 200.000000; 0; 0;
193; 117998; 0; 55.910648; 37.805382; 200.000000; 0; 0;
194; 118537; 0; 55.910648; 37.805382; 200.000000; 0; 0;
195; 119171; 0; 55.910648; 37.805382; 200.000000; 0; 0;
196; 119747; 0; 55.910648; 37.805382; 200.000000; 0; 0;
197; 120378; 0; 55.910648; 37.805382; 200.000000; 0; 0;
198; 120983; 0; 55.910648; 37.805382; 200.000000; 0; 0;
199; 121464; 0; 55.910648; 37.805382; 200.000000; 0; 0;
200; 121985; 0; 55.910648; 37.805382; 200.000000; 0; 0;
201; 122607; 0; 55.910648; 37.805382; 200.000000; 0; 0;
202; 123127; 0; 55.910648; 37.805382; 200.000000; 0; 0;
203; 123703; 0; 55.910648; 37.805382; 200.000000; 0; 0;
204; 124331; 0; 55.910648; 37.805382; 200.000000; 0; 0;
205; 124960; 0; 55.910648; 37.805382; 200.000000; 0; 0;
206; 125601; 0; 55.910648; 37.805382; 200.000000; 0; 0;
207; 126098; 0; 55.910648; 37.805382; 200.000000; 0; 0;
208; 126729; 0; 55.910648; 37.805382; 200.000000; 0; 0;
209; 127267; 0; 55.910648; 37.805382; 200.000000; 0; 0;
210; 127801; 0; 55.910648; 37.805382; 200.000000; 0; 0;
211; 128322; 0; 55.910648; 37.805382; 200.000000; 0; 0;
212; 128939; 0; 55.910648; 37.805382; 200.000000; 0; 0;
213; 130217; 0; 55.910648; 37.805382; 200.000000; 0; 0;
214; 130859; 0; 55.910648; 37.805382; 200.000000; 0; 0;
215; 131338; 0; 55.910648; 37.805382; 200.000000; 0; 0;
216; 131887; 0; 55.910648; 37.805382; 200.000000; 0; 0;
217; 132681; 0; 55.910648; 37.805382; 200.000000; 0; 0;
218; 133148; 0; 55.910648; 37.805382; 200.000000; 0; 0;
219; 133766; 0; 55.910648; 37.805382; 200.000000; 0; 0;
220; 134315; 0; 55.910648; 37.805382; 200.000000; 0; 0;
221; 134850; 0; 55.910648; 37.805382; 200.000000; 0; 0;
222; 135481; 0; 55.910648; 37.805382; 200.000000; 0; 0;
223; 136032; 0; 55.910648; 37.805382; 200.000000; 0; 0;
224; 136554; 0; 55.910648; 37.805382; 200.000000; 0; 0;
225; 137241; 0; 55.910648; 37.805382; 200.000000; 0; 0;
226; 137854; 0; 55.910648; 37.805382; 200.000000; 0; 0;
227; 138385; 0; 55.910648; 37.805382; 200.000000; 0; 0;
228; 139047; 0; 55.910648; 37.805382; 200.000000; 0; 0;
229; 139520; 0; 55.910648; 37.805382; 200.000000; 0; 0;
230; 140164; 0; 55.910648; 37.805382; 200.000000; 0; 0;
231; 140743; 0; 55.910648; 37.805382; 200.000000; 0; 0;
232; 141224; 0; 55.910648; 37.805382; 200.000000; 0; 0;
233; 141801; 0; 55.910648; 37.805382; 200.000000; 0; 0;
234; 142487; 0; 55.910648; 37.805382; 200.000000; 0; 0;
235; 143021; 0; 55.910648; 37.805382; 200.000000; 0; 0;
236; 143574; 0; 55.910648; 37.805382; 200.000000; 0; 0;
237; 144262; 0; 55.910648; 37.805382; 200.000000; 0; 0;
238; 144920; 0; 55.910648; 37.805382; 200.000000; 0; 0;
239; 145387; 0; 55.910648; 37.805382; 200.000000; 0; 0;
240; 145927; 0; 55.910648; 37.805382; 200.000000; 0; 0;
241; 146524; 0; 55.910648; 37.805382; 200.000000; 0; 0;
242; 147158; 0; 55.910648; 37.805382; 200.000000; 0; 0;
243; 147695; 0; 55.910648; 37.805382; 200.000000; 0; 0;
244; 148229; 0; 55.910648; 37.805382; 200.000000; 0; 0;
