num; time; accl1; accl2; accl3; gyro1; gyro2; gyro3; mag1; mag2; mag3
478;73880;13;-26;-996;496;4757;3802;0;-19;-13
479;74024;15;-22;-992;495;4758;3802;0;-19;-13
480;74153;15;-27;-997;496;4757;3803;-19;0;0
481;74297;14;-28;-1000;495;4756;3803;-19;0;0
482;74413;13;-24;-996;498;4755;3801;-19;-19;-13
483;74614;17;-24;-991;496;4758;3803;0;-19;-13
484;74730;17;-26;-992;495;4757;3801;-19;0;0
485;74873;15;-27;-997;496;4757;3803;-19;0;0
486;74989;13;-27;-997;496;4757;3801;-19;-19;-13
487;75133;15;-26;-991;497;4756;3802;-19;-19;-13
488;75249;12;-25;-999;497;4755;3802;0;-19;-13
489;75453;14;-24;-999;497;4755;3801;0;-19;-13
490;75598;20;-43;-998;483;4763;3765;0;-19;-13
491;75748;25;-20;-1000;485;4764;3794;-19;0;0
492;75865;0;-6;-966;490;4758;3801;0;-19;-13
493;76022;12;-26;-988;496;4757;3802;-19;-19;-13
494;76138;10;-34;-978;472;4772;3798;0;-19;-13
495;76281;0;-7;-982;504;4751;3643;0;-19;-13
496;76397;23;-23;-1000;516;4711;2735;-19;0;0
497;76555;5;-67;-993;512;4723;3175;-19;0;0
498;76672;10;-39;-1006;493;4757;3799;-19;0;0
499;76816;17;-29;-997;492;4759;3802;-19;0;0
500;76933;8;-37;-992;500;4754;3804;0;-19;-13
501;77148;17;-36;-987;499;4758;3803;0;-19;-13
502;77263;21;-44;-998;499;4756;3803;-19;0;0
503;77408;11;-34;-1000;495;4753;3803;-19;0;0
504;77524;13;-38;-998;497;4756;3803;-19;-19;-13
505;77725;20;-55;-1045;495;4755;3802;0;-19;-13
506;77841;18;-34;-985;501;4756;3803;0;0;0
507;77984;6;-35;-1001;498;4756;3803;-19;0;0
508;78100;15;-34;-984;494;4758;3803;-19;-19;-13
509;78243;10;-40;-996;497;4756;3803;-19;-19;-13
510;78359;16;-36;-992;493;4758;3802;0;-19;-13
511;78503;11;-31;-990;494;4756;3803;0;-19;-13
512;78659;12;-40;-994;496;4756;3802;0;-19;-13
513;78804;16;-41;-996;497;4755;3802;0;-19;-13
514;78920;12;-39;-992;496;4756;3802;-19;0;0
515;79064;12;-36;-992;499;4754;3803;-19;0;0
516;79180;13;-36;-993;494;4757;3802;-19;-19;-13
517;79324;14;-35;-994;497;4755;3803;-19;-19;-13
518;79441;13;-36;-991;496;4756;3802;0;-19;-13
519;79642;15;-39;-997;496;4756;3801;0;0;0
520;79757;17;-35;-992;497;4757;3803;-19;0;0
521;79904;14;-34;-994;496;4757;3801;-19;0;0
522;80022;13;-36;-993;497;4754;3802;-19;0;0
523;80330;16;-35;-993;496;4756;3802;0;-19;-13
524;80447;15;-39;-998;495;4756;3803;0;-19;-13
525;80590;15;-37;-997;496;4757;3802;0;0;0
526;80801;18;-40;-999;495;4757;3802;-19;-19;-13
527;80945;14;-34;-993;495;4759;3802;-19;-19;-13
528;81061;13;-34;-993;497;4756;3802;0;-19;-13
529;81218;19;-37;-987;501;4753;3803;0;-19;-13
530;81334;10;-36;-991;492;4759;3802;0;0;0
531;81477;19;-47;-986;496;4759;3801;-19;0;0
532;81593;12;-37;-995;498;4756;3802;-19;-19;-13
533;81737;15;-25;-993;494;4757;3803;-19;-19;-13
534;81893;13;-32;-990;496;4756;3803;-19;-19;-13
535;82036;13;-30;-986;497;4757;3802;-19;-19;-13
536;82155;15;-37;-996;494;4757;3802;-19;-19;-13
537;82303;17;-33;-991;497;4757;3802;-19;0;0
538;82419;16;-33;-990;496;4757;3803;0;-19;-13
539;82570;17;-32;-996;496;4757;3803;0;0;0
540;82686;9;-37;-994;497;4756;3802;-19;0;0
541;82887;14;-28;-993;496;4756;3801;0;-19;-13
542;83003;16;-32;-993;495;4757;3802;0;0;0
543;83146;17;-31;-994;495;4754;3802;0;0;0
544;83262;15;-31;-988;495;4757;3802;-19;0;0
545;83465;17;-36;-1000;495;4758;3803;-19;-19;-13
546;83676;18;-35;-995;496;4758;3802;0;-19;-13
547;83822;16;-32;-996;495;4757;3802;0;-19;-13
548;83951;10;-36;-994;496;4756;3803;0;0;0
549;84095;17;-33;-990;495;4757;3803;0;0;0
550;84211;16;-31;-993;495;4758;3803;-19;0;0
551;84355;14;-32;-992;497;4756;3802;-19;0;0
552;84471;18;-32;-996;497;4756;3802;0;-19;-13
553;84616;17;-32;-994;496;4757;3803;0;-19;-13
554;84731;19;-35;-993;495;4756;3803;0;0;0
555;84888;15;-31;-996;496;4756;3802;0;-19;-13
556;85017;14;-33;-990;496;4756;3802;-19;0;0
557;85218;14;-33;-998;518;4743;3805;-19;-19;-13
558;85334;15;-31;-991;491;4758;3803;0;-19;-13
559;85478;8;-85;-991;543;4772;3896;0;-19;-13
560;85593;25;-21;-989;500;4753;3802;-19;0;0
561;85737;20;-35;-989;497;4759;3802;-19;0;0
562;85853;14;-32;-994;495;4757;3802;-19;-19;-13
563;86054;15;-35;-990;496;4757;3802;0;-19;-13
564;86170;12;-34;-993;499;4754;3802;-19;0;0
565;86315;14;-32;-995;496;4756;3802;-19;0;0
566;86432;14;-34;-991;497;4756;3802;-19;0;0
567;86632;10;-35;-994;496;4757;3803;0;-19;-13
568;87507;-6;-29;-991;522;4734;3807;0;-19;-13
569;87710;16;-32;-996;495;4756;3803;0;-19;-13
570;87839;19;-34;-993;496;4757;3802;-19;0;0
571;87996;19;-32;-992;496;4756;3801;-19;0;0
572;88112;16;-31;-995;496;4757;3804;-19;-19;-13
573;88255;16;-30;-992;496;4756;3802;-19;-19;-13
574;88372;16;-32;-994;496;4756;3802;0;-19;-13
575;88515;18;-32;-994;496;4756;3802;0;-19;-13
576;88631;16;-36;-990;495;4756;3803;-19;0;0
577;88788;16;-32;-993;496;4758;3801;-19;0;0
578;88917;14;-29;-993;497;4756;3803;-19;0;0
579;89060;19;-33;-994;496;4756;3802;-19;-19;-13
580;89189;18;-34;-994;495;4758;3802;0;-19;-13
581;89333;19;-35;-988;497;4755;3803;0;-19;-13
582;89449;15;-29;-992;497;4756;3803;-19;0;0
583;89596;19;-32;-995;495;4757;3802;0;-19;-13
584;89711;13;-31;-991;495;4757;3802;-19;0;0
585;89999;20;-36;-990;496;4757;3802;-19;0;0
586;90120;18;-30;-996;496;4757;3802;-19;0;0
587;90263;16;-31;-996;496;4756;3803;-19;0;0
588;90380;15;-29;-993;496;4757;3802;-19;-19;-13
589;90580;16;-32;-993;497;4756;3802;0;-19;-13
590;90696;15;-32;-994;496;4758;3803;-19;0;0
591;90898;15;-34;-994;497;4757;3802;-19;-19;-13
592;91027;17;-32;-993;496;4756;3803;0;-19;-13
593;91171;16;-30;-990;495;4755;3802;0;-19;-13
594;91289;18;-33;-991;495;4758;3803;0;-19;-13
595;91432;16;-33;-990;496;4756;3801;0;-19;-13
596;91548;14;-35;-996;496;4756;3802;-19;0;0
597;91692;16;-32;-994;496;4755;3801;-19;0;0
598;91808;16;-33;-996;496;4756;3802;0;-19;-13
599;92022;20;-37;-988;496;4754;3802;0;-19;-13
600;92138;15;-34;-994;496;4757;3802;-19;0;0
601;92282;15;-31;-993;495;4755;3803;-19;0;0
602;92411;18;-38;-992;496;4757;3804;-19;-19;0
603;92554;19;-30;-995;495;4756;3802;-19;-19;-13
604;92670;16;-34;-996;496;4756;3802;0;-19;-13
605;92908;18;-34;-990;494;4758;3802;0;0;0
606;93023;17;-31;-994;495;4757;3802;-19;0;0
607;93224;18;-37;-991;496;4754;3802;0;-19;-13
608;93340;17;-34;-992;497;4757;3804;0;0;0
609;93484;19;-33;-993;497;4756;3802;0;0;0
610;93695;19;-28;-1010;493;4751;3803;-19;-19;-13
611;93839;19;-30;-995;495;4757;3802;-19;-19;-13
612;93955;15;-31;-1001;494;4756;3803;0;-19;-13
613;94099;13;-36;-996;494;4756;3803;0;-19;-13
614;94241;16;-31;-996;496;4757;3801;0;-19;-13
615;94390;17;-33;-990;496;4756;3802;-19;-19;-13
616;94506;16;-31;-993;496;4757;3802;0;-19;-13
617;94650;14;-33;-994;495;4756;3802;0;-19;-13
618;94766;14;-32;-991;496;4757;3802;-19;0;0
619;94923;17;-31;-996;496;4756;3803;-19;0;0
620;95039;16;-35;-996;495;4758;3804;-19;-19;-13
621;95253;16;-32;-994;495;4757;3803;-19;-19;-13
622;95369;17;-33;-992;495;4756;3803;0;-19;-13
623;95512;16;-39;-1000;497;4757;3802;0;0;0
624;95628;15;-24;-990;496;4758;3803;-19;0;0
625;95829;19;-32;-991;495;4758;3801;-19;-19;-13
626;95945;18;-35;-996;497;4755;3802;0;0;0
627;96088;13;-35;-995;496;4755;3803;0;0;0
628;96204;18;-32;-999;496;4756;3802;-19;0;0
629;96405;17;-32;-994;497;4756;3802;-19;-19;-13
630;96525;17;-34;-990;496;4757;3804;0;-19;-13
631;96671;16;-35;-994;496;4756;3802;-19;-19;-13
632;96803;16;-39;-996;496;4757;3803;-19;-19;-13
633;96952;19;-33;-995;496;4756;3803;0;0;0
634;97068;17;-32;-995;494;4758;3803;-19;0;0
635;97212;15;-36;-994;495;4755;3801;-19;0;0
636;97436;18;-35;-990;497;4756;3803;0;-19;-13
637;97579;17;-30;-996;496;4755;3802;0;-19;-13
638;97696;13;-38;-994;496;4757;3802;0;0;0
639;97840;14;-34;-994;496;4757;3803;0;0;0
640;97956;15;-34;-995;495;4756;3804;-19;0;0
641;98114;16;-31;-992;496;4757;3804;-19;0;0
642;98231;16;-30;-996;495;4757;3803;-19;-19;-13
643;98528;17;-35;-991;496;4757;3802;0;-19;-13
644;98643;17;-33;-996;496;4755;3803;-19;0;0
645;98787;17;-30;-992;496;4758;3804;-19;0;0
646;98904;19;-33;-995;497;4756;3803;-19;0;0
647;99047;17;-30;-993;496;4756;3803;-19;-19;-13
648;99176;16;-35;-995;497;4755;3802;0;-19;-13
649;99320;15;-30;-994;495;4756;3802;0;-19;-13
650;99449;12;-35;-991;495;4757;3803;0;-19;-13
651;99593;14;-35;-996;497;4756;3803;0;0;0
652;99709;13;-32;-994;496;4756;3803;-19;0;0
653;99853;16;-36;-996;497;4756;3803;-19;0;0
654;99982;16;-31;-992;495;4757;3803;0;-19;-13
655;100126;16;-29;-997;496;4757;3802;0;-19;-13
656;100242;15;-33;-990;495;4757;3803;0;-19;-13
657;100400;16;-33;-996;496;4756;3802;0;-19;-13
658;100516;17;-34;-995;495;4756;3802;-19;0;0
659;100717;20;-36;-989;496;4757;3803;-19;0;0
660;100834;15;-31;-994;496;4756;3803;0;-19;-13
661;100979;17;-31;-994;496;4755;3802;-19;-19;-13
662;101098;15;-30;-994;496;4758;3803;0;-19;-13
663;101258;13;-31;-991;496;4756;3802;-19;0;0
664;101374;16;-33;-994;497;4755;3802;0;-19;-13
665;101588;18;-31;-993;495;4757;3803;0;-19;-13
666;101703;16;-32;-995;496;4757;3804;-19;0;0
667;101847;17;-31;-995;496;4756;3803;-19;0;0
668;101962;11;-35;-993;496;4755;3801;0;-19;-13
669;102106;19;-35;-991;497;4756;3802;0;-19;-13
670;102235;18;-35;-992;497;4757;3802;0;-19;-13
671;102379;17;-31;-995;496;4756;3803;0;-19;-13
672;102507;13;-38;-993;495;4756;3803;-19;0;0
673;102651;18;-35;-990;497;4757;3801;-19;0;0
674;102767;18;-32;-999;497;4757;3802;0;-19;-13
675;102967;18;-32;-993;496;4758;3802;0;0;0
676;103082;13;-38;-994;496;4757;3804;-19;0;0
677;103243;17;-34;-995;497;4755;3803;0;-19;-13
678;103359;17;-32;-996;495;4757;3803;-19;0;0
679;103519;17;-31;-996;495;4757;3803;0;0;0
680;103642;20;-33;-995;496;4756;3802;0;-19;-13
681;103843;13;-32;-996;496;4755;3802;0;0;0
682;103959;16;-34;-991;497;4755;3801;-19;0;0
683;104103;15;-38;-996;495;4755;3802;-19;0;0
684;104219;16;-33;-993;496;4757;3803;0;-19;-13
685;104363;14;-32;-993;496;4756;3802;0;-19;-13
686;104494;19;-32;-994;496;4756;3802;0;-19;-13
687;104696;17;-33;-989;495;4755;3802;-19;0;0
688;104812;16;-32;-991;496;4757;3802;-19;0;0
689;104957;16;-33;-994;496;4757;3803;-19;0;0
690;105073;17;-34;-992;496;4757;3803;0;-19;-13
691;105217;18;-33;-992;495;4756;3802;0;-19;-13
692;105347;17;-35;-997;496;4755;3804;0;-19;-13
693;105491;13;-37;-994;495;4758;3801;0;-19;-13
694;105621;16;-33;-996;497;4756;3803;0;0;0
695;105765;16;-35;-996;497;4756;3803;-19;0;0
696;105880;20;-36;-994;496;4754;3803;-19;-19;-13
697;106163;17;-33;-996;495;4756;3803;0;-19;-13
698;106278;19;-32;-996;496;4755;3802;-19;0;0
699;106422;14;-38;-995;496;4755;3802;-19;0;0
700;106538;19;-34;-991;494;4756;3802;0;-19;-13
701;106777;19;-33;-996;496;4755;3802;0;-19;-13
702;106893;16;-33;-994;496;4756;3801;0;0;0
703;107094;19;-39;-997;496;4756;3803;-19;0;0
704;107211;16;-33;-996;496;4756;3802;-19;-19;-13
705;107356;16;-33;-995;495;4756;3802;-19;-19;-13
706;107473;15;-31;-993;496;4757;3803;0;-19;-13
707;107675;15;-36;-996;495;4758;3801;0;-19;-13
708;107792;14;-38;-994;495;4757;3803;-19;0;0
709;108753;18;-31;-993;496;4757;3803;-19;0;0
710;108869;16;-32;-990;496;4756;3801;-19;-19;-13
711;109027;16;-30;-993;495;4756;3803;-19;0;0
712;109143;18;-31;-996;496;4757;3802;0;-19;-13
713;109301;18;-31;-993;494;4756;3803;-19;-19;-13
714;109430;18;-31;-992;497;4756;3802;0;-19;-13
715;109574;16;-32;-995;496;4757;3801;0;-19;-13
716;109703;17;-33;-994;496;4757;3801;0;0;0
717;109847;20;-36;-989;496;4757;3802;0;0;0
718;109976;16;-35;-997;496;4756;3803;-19;0;0
719;110120;16;-30;-992;497;4755;3802;-19;0;0
720;110235;15;-33;-994;495;4757;3803;0;-19;-13
721;110379;18;-31;-997;496;4756;3802;0;-19;-13
722;110495;16;-34;-995;495;4757;3802;0;0;0
723;110695;16;-31;-996;496;4756;3803;-19;0;0
724;110814;16;-33;-995;497;4756;3803;-19;-19;-13
725;110961;15;-34;-994;496;4756;3802;-19;0;0
726;111175;19;-32;-995;497;4756;3802;-19;-19;-13
727;111323;17;-32;-991;495;4756;3802;-19;0;0
728;111439;19;-36;-993;494;4757;3802;-19;-19;0
729;111640;14;-33;-994;495;4756;3803;0;-19;-13
730;111755;18;-32;-995;496;4756;3801;-19;0;0
731;111955;18;-32;-995;496;4757;3802;-19;-19;-13
732;112073;19;-32;-995;495;4756;3801;0;-19;-13
733;112216;16;-30;-992;494;4756;3803;0;-19;-13
734;112333;18;-34;-992;497;4757;3803;0;0;0
735;112478;17;-33;-993;496;4756;3803;0;-19;-13
736;112593;17;-35;-992;497;4757;3803;-19;0;0
737;112793;11;-37;-994;497;4755;3803;-19;-19;-13
738;112922;15;-29;-993;496;4755;3801;0;-19;-13
739;113122;13;-37;-994;495;4756;3803;-19;0;0
740;113239;17;-36;-996;496;4757;3803;-19;-19;-13
741;113382;14;-33;-996;496;4756;3802;-19;-19;-13
742;113498;19;-33;-995;496;4757;3803;0;-19;-13
743;113642;19;-34;-989;496;4757;3803;0;-19;-13
744;113758;16;-30;-992;495;4756;3802;-19;0;0
745;113958;14;-37;-996;497;4754;3803;-19;-19;-13
746;114074;15;-32;-993;495;4757;3803;0;-19;-13
747;114274;18;-33;-995;494;4756;3802;-19;0;0
748;114391;19;-31;-994;497;4756;3802;-19;-19;-13
749;114536;17;-30;-995;497;4754;3802;-19;-19;-13
750;114665;17;-32;-992;495;4754;3803;0;-19;-13
751;114809;11;-40;-994;497;4756;3802;0;-19;-13
752;114939;14;-31;-994;496;4756;3801;0;-19;-13
753;115097;18;-33;-993;495;4757;3802;0;-19;-13
754;115213;16;-32;-994;496;4757;3801;0;0;0
755;115455;17;-31;-995;495;4758;3802;0;-19;-13
756;115573;15;-35;-996;497;4756;3803;0;0;0
757;115717;12;-36;-994;495;4756;3802;0;0;0
758;115833;17;-34;-993;495;4756;3802;-19;0;0
759;116033;17;-32;-996;497;4756;3803;0;-19;-13
760;116244;16;-33;-996;496;4756;3803;-19;0;0
761;116445;16;-37;-995;496;4756;3803;-19;-19;-13
762;116561;15;-31;-996;496;4756;3802;0;-19;-13
763;116704;19;-31;-995;495;4756;3802;0;-19;-13
764;116820;16;-37;-998;496;4757;3802;-19;0;0
765;116964;15;-33;-992;495;4756;3802;-19;0;0
766;117080;16;-30;-993;496;4756;3802;-19;-19;-13
767;117280;16;-31;-993;495;4756;3803;0;-19;-13
768;117396;17;-33;-994;496;4758;3803;-19;0;0
769;117540;18;-35;-993;496;4756;3803;-19;0;0
770;117673;16;-34;-996;496;4755;3803;-19;0;0
771;117877;15;-32;-993;497;4756;3802;-19;0;0
772;117996;18;-31;-994;495;4756;3802;-19;0;0
773;118145;16;-34;-992;495;4756;3803;0;-19;-13
774;118275;13;-33;-995;494;4757;3802;0;0;0
775;118418;13;-34;-996;495;4757;3803;0;0;0
776;118534;18;-32;-993;496;4756;3803;-19;0;0
777;118678;16;-35;-996;496;4756;3802;-19;0;0
778;118794;17;-33;-995;497;4758;3802;0;-19;-13
779;118940;15;-30;-994;496;4755;3803;0;-19;-13
780;119057;15;-39;-998;496;4757;3803;0;-19;-13
781;119273;19;-31;-996;496;4755;3803;0;-19;-13
782;119484;18;-34;-991;495;4757;3802;-19;0;0
783;119628;20;-37;-990;496;4755;3803;-19;0;0
784;119744;18;-31;-993;496;4756;3802;0;-19;-13
785;119888;19;-32;-994;497;4755;3802;0;-19;-13
786;120005;17;-33;-996;496;4756;3802;0;0;0
787;120149;16;-36;-996;496;4757;3802;0;-19;-13
788;120265;13;-38;-995;495;4757;3802;-19;0;0
789;120479;16;-35;-993;496;4755;3802;-19;-19;-13
790;120596;18;-37;-996;496;4755;3802;0;-19;-13
791;120740;17;-31;-995;496;4757;3802;0;-19;-13
792;120870;17;-35;-996;497;4756;3802;0;-19;-13
793;121071;16;-30;-994;496;4756;3802;-19;0;0
794;121187;18;-33;-992;496;4755;3801;-19;-19;-13
795;121331;20;-33;-990;497;4754;3801;-19;-19;-13
796;121461;17;-33;-999;495;4756;3803;0;-19;-13
797;121606;13;-35;-994;496;4755;3803;-19;-19;-13
798;121722;17;-33;-996;496;4757;3803;0;-19;-13
799;121866;16;-34;-992;495;4755;3803;0;-19;-13
800;121983;18;-33;-994;495;4756;3803;-19;0;0
801;122127;14;-35;-996;496;4756;3800;-19;0;0
802;122245;17;-33;-993;496;4756;3802;-19;0;0
803;122489;20;-37;-989;495;4758;3803;-19;0;0
804;122605;18;-36;-986;497;4758;3802;-19;-19;-13
805;122748;18;-35;-990;497;4756;3803;-19;-19;-13
806;122864;9;-38;-993;497;4757;3803;0;-19;-13
807;123008;13;-38;-985;496;4759;3802;0;-19;-13
808;123124;16;-37;-997;496;4757;3803;-19;0;0
809;123268;18;-33;-992;496;4757;3803;-19;0;0
810;123384;13;-36;-994;495;4757;3801;-19;-19;-13
811;123585;14;-34;-994;496;4757;3802;0;-19;-13
812;123701;16;-30;-995;496;4756;3803;-19;0;0
813;123844;17;-33;-994;496;4755;3802;-19;0;0
814;124069;20;-35;-992;496;4757;3803;-19;-19;-13
815;124213;18;-36;-996;496;4756;3802;-19;-19;-13
816;124329;12;-38;-996;496;4755;3802;0;-19;-13
817;124476;16;-31;-995;496;4755;3803;-19;-19;-13
818;124690;14;-34;-994;495;4756;3804;0;-19;-13
819;124836;19;-34;-991;495;4756;3802;-19;-19;-13
820;124957;13;-34;-994;495;4757;3802;-19;-19;0
821;125101;13;-36;-992;496;4756;3803;-19;-19;-13
822;125217;20;-33;-996;496;4757;3802;0;-19;-13
823;125360;15;-34;-996;496;4756;3802;0;-19;-13
824;125476;17;-33;-992;496;4756;3802;-19;0;0
825;125718;14;-34;-995;495;4757;3802;0;0;0
826;125834;16;-30;-993;496;4756;3803;-19;0;0
827;125979;14;-33;-997;496;4757;3803;-19;0;0
828;126096;18;-33;-993;496;4757;3803;0;-19;-13
829;126241;16;-32;-995;496;4757;3802;-19;-19;-13
830;126357;16;-32;-994;495;4757;3802;0;-19;-13
831;126500;19;-31;-995;497;4755;3802;0;0;0
832;126616;16;-34;-996;496;4755;3802;-19;0;0
833;126818;14;-34;-994;496;4757;3802;-19;-19;-13
834;126934;17;-32;-994;495;4757;3801;0;-19;-13
835;127135;17;-34;-993;496;4756;3802;-19;0;0
836;127264;18;-34;-994;495;4756;3803;-19;0;0
837;127409;12;-37;-995;496;4756;3801;-19;0;0
838;127525;17;-32;-993;495;4756;3801;0;-19;-13
839;127669;16;-32;-995;495;4755;3801;0;-19;-13
840;127798;20;-35;-989;497;4756;3804;0;-19;-13
841;127943;13;-36;-996;495;4757;3803;0;-19;-13
842;128059;18;-32;-992;497;4756;3802;-19;0;0
843;128203;14;-31;-995;497;4755;3803;-19;0;0
844;128319;15;-32;-995;496;4755;3802;-19;-19;-13
845;128464;16;-31;-996;496;4756;3802;-19;-19;-13
846;128593;18;-33;-991;495;4756;3801;0;-19;-13
847;128820;15;-41;-998;495;4757;3802;0;-19;-13
848;128936;16;-35;-994;497;4756;3803;-19;0;0
849;129839;17;-31;-992;495;4755;3801;0;-19;-13
850;129955;15;-32;-992;495;4757;3803;-19;0;0
851;130099;17;-34;-992;495;4758;3802;-19;0;0
852;130214;19;-30;-993;496;4757;3803;0;-19;-13
853;130358;18;-33;-995;496;4756;3803;0;-19;-13
854;130487;16;-34;-995;495;4757;3801;0;0;0
855;130631;15;-33;-994;496;4755;3803;-19;0;0
856;130746;16;-31;-993;495;4756;3803;-19;-19;-13
857;130947;20;-34;-992;497;4755;3802;0;-19;-13
858;131076;17;-34;-995;495;4756;3804;0;0;0
859;131220;17;-30;-995;497;4756;3802;0;0;0
860;131335;15;-32;-992;498;4755;3803;-19;-19;-13
861;131492;16;-32;-993;496;4756;3802;-19;0;0
862;131621;18;-34;-996;497;4757;3803;0;-19;-13
863;131765;18;-31;-992;496;4756;3803;0;-19;-13
864;131885;19;-32;-996;496;4756;3802;0;-19;-13
865;132032;18;-33;-994;497;4756;3803;-19;0;0
866;132148;15;-35;-993;496;4756;3802;0;-19;-13
867;132439;16;-33;-994;495;4755;3802;-19;-19;-13
868;132555;18;-36;-988;495;4756;3803;0;-19;-13
869;132769;16;-33;-995;497;4755;3802;0;0;0
870;132885;18;-37;-996;495;4757;3803;-19;0;0
871;133029;19;-30;-998;496;4755;3803;-19;0;0
872;133146;14;-35;-993;495;4757;3802;0;-19;-13
873;133291;14;-34;-993;496;4756;3802;0;-19;-13
874;133406;19;-39;-998;496;4757;3802;0;0;0
875;133552;14;-32;-996;496;4756;3801;0;-19;-13
876;133764;19;-31;-994;495;4755;3802;-19;0;0
877;133909;15;-29;-990;496;4756;3801;-19;0;0
878;134039;10;-37;-993;495;4756;3803;-19;0;0
879;134182;11;-36;-991;496;4756;3802;-19;0;0
880;134312;12;-35;-995;495;4754;3803;-19;-19;-13
881;134458;19;-32;-994;495;4757;3803;-19;-19;-13
882;134574;16;-34;-991;496;4755;3803;0;-19;-13
883;134731;18;-34;-996;495;4755;3802;0;-19;-13
884;134848;16;-30;-991;496;4757;3802;0;0;0
885;134991;16;-29;-992;495;4756;3803;0;0;0
886;135107;10;-37;-994;496;4756;3803;-19;0;0
887;135251;12;-35;-993;496;4757;3801;-19;0;0
888;135367;14;-35;-995;497;4755;3803;0;-19;-13
889;135569;18;-33;-995;496;4755;3802;0;-19;-13
890;135685;17;-32;-993;497;4756;3801;-19;0;0
891;135913;15;-34;-994;495;4757;3803;-19;0;0
892;136029;18;-32;-995;495;4757;3802;-19;-19;-13
893;136173;15;-31;-996;495;4757;3802;-19;-19;-13
894;136289;19;-35;-991;494;4756;3802;0;-19;-13
895;136432;18;-34;-993;495;4756;3801;0;0;0
896;136552;13;-34;-992;496;4755;3801;0;0;0
897;136793;15;-32;-993;495;4756;3803;0;-19;-13
898;136922;16;-30;-993;496;4756;3802;-19;0;0
899;137123;12;-38;-995;497;4756;3802;-19;-19;-13
900;137238;17;-31;-995;496;4756;3802;0;-19;-13
901;137382;19;-34;-993;497;4755;3802;0;-19;-13
902;137592;15;-40;-997;495;4755;3802;-19;0;0
903;137735;13;-34;-993;495;4754;3803;-19;-19;-13
904;137851;18;-29;-995;495;4756;3802;0;-19;-13
905;138008;13;-36;-996;496;4757;3802;0;-19;-13
906;138124;15;-31;-990;496;4757;3803;-19;0;0
907;138267;16;-31;-994;497;4755;3802;-19;0;0
908;138383;14;-36;-997;497;4753;3802;-19;-19;-13
909;138526;18;-32;-995;495;4757;3802;-19;-19;-13
910;138655;11;-30;-988;497;4756;3802;0;-19;-13
911;138799;15;-31;-993;496;4756;3802;0;-19;-13
912;138918;16;-36;-999;495;4757;3802;0;-19;-13
913;139137;17;-39;-998;495;4755;3802;0;-19;-13
914;139258;15;-32;-991;493;4758;3803;0;-19;-13
915;139402;20;-31;-988;499;4755;3802;0;-19;-13
916;139517;7;-35;-998;498;4752;3803;0;0;0
917;139661;20;-33;-993;494;4759;3802;0;0;0
918;139777;13;-31;-985;494;4757;3801;-19;0;0
919;139921;9;-36;-996;495;4757;3803;-19;-19;0
920;140052;17;-37;-988;496;4756;3804;-19;-19;-13
921;140252;13;-35;-994;495;4757;3801;0;-19;-13
922;140370;18;-34;-996;495;4758;3803;0;0;0
923;140514;9;-37;-995;495;4755;3803;0;0;0
924;140630;16;-30;-991;495;4756;3802;-19;0;0
925;140831;13;-36;-996;496;4756;3803;-19;-19;-13
926;140947;13;-36;-993;495;4756;3802;0;-19;-13
927;141106;15;-35;-993;497;4756;3801;0;-19;-13
928;141222;10;-34;-993;496;4755;3802;0;0;0
929;141366;15;-30;-994;495;4757;3802;-19;0;0
930;141481;16;-34;-991;494;4757;3801;-19;-19;-13
931;141682;11;-36;-993;496;4756;3802;0;-19;-13
932;141798;13;-34;-985;493;4761;3802;0;0;0
933;141956;17;-38;-996;498;4757;3802;0;-19;-13
934;142072;17;-34;-989;497;4757;3801;-19;0;0
935;142354;11;-32;-998;496;4755;3803;0;-19;-13
936;142485;16;-33;-995;497;4754;3802;0;-19;-13
937;142628;17;-36;-991;495;4756;3802;0;-19;-13
938;142745;24;-33;-994;497;4755;3801;-19;0;0
939;142902;11;-31;-997;495;4755;3803;-19;0;0
940;143019;14;-34;-994;495;4754;3802;-19;0;0
941;143163;13;-35;-993;497;4756;3801;-19;0;0
942;143306;18;-35;-991;495;4757;3801;-19;0;0
943;143456;14;-29;-997;495;4755;3803;0;0;0
944;143571;16;-34;-1000;495;4757;3802;-19;0;0
945;143715;14;-30;-996;495;4755;3802;-19;0;0
946;143832;16;-33;-994;496;4754;3800;0;-19;-13
947;144033;18;-32;-993;496;4756;3802;0;-19;-13
948;144149;20;-33;-994;495;4756;3802;-19;0;0
949;144350;16;-33;-1000;495;4758;3801;-19;-19;-13
950;144466;10;-40;-995;495;4755;3803;0;-19;-13
951;144609;19;-33;-995;495;4755;3802;0;-19;-13
952;144725;16;-30;-996;496;4755;3801;-19;0;0
953;145008;12;-31;-991;496;4756;3803;0;-19;-13
954;145124;35;-48;-984;495;4751;3802;0;0;0
955;145268;13;-27;-991;494;4755;3804;0;0;0
956;145384;18;-29;-990;496;4759;3803;-19;0;0
957;145528;12;-31;-998;496;4757;3802;-19;0;0
958;145661;13;-34;-994;491;4754;3801;-19;0;0
959;145808;6;-25;-1001;499;4752;3802;0;0;0
960;145925;11;-23;-999;494;4752;3756;-19;0;0
961;146076;31;-62;-994;501;4760;3916;0;-19;-13
962;146192;70;5;-989;465;4807;5021;-19;0;0
963;146392;-27;-5;-999;492;4769;4023;-19;0;0
964;146522;24;-32;-999;499;4760;3801;0;-19;-13
