 nan, nan,-0.111234
 nan, nan,-0.111234
 nan, nan,-0.111234
 nan, nan,-0.074831
 nan, nan,-0.013965
 nan, nan,-0.013965
 nan, nan,0.155749
 nan, nan,0.097794
 nan, nan,0.097794
 nan, nan,0.097794
 nan, nan,0.093762
 nan, nan,-0.036440
 nan, nan,-0.075719
 nan, nan,0.162394
 nan, nan,0.081110
 nan, nan,0.045524
 nan, nan,0.045524
 nan, nan,0.099974
 nan, nan,0.130407
 nan, nan,0.117524
 nan, nan,0.117524
 nan, nan,0.067596
 nan, nan,0.013344
 nan, nan,-0.188890
 nan, nan,0.053596
 nan, nan,0.053596
 nan, nan,-0.007125
 nan, nan,-0.007125
 nan, nan,-0.147664
 37.805744, 55.910934,0.108335
 37.805744, 55.910934,0.108335
 37.805813, 55.910904,-0.026564
 37.805817, 55.910919,0.019534
 37.805817, 55.910919,-0.113336
 37.805843, 55.910908,-0.113336
 37.805843, 55.910908,-0.104978
 37.805836, 55.910908,0.077416
 37.805836, 55.910908,-0.105665
 37.805813, 55.910912,-0.105665
 37.805813, 55.910912,-0.105665
 37.805798, 55.910912,-0.118548
 37.805798, 55.910912,-0.118548
 37.805801, 55.910904,-0.159287
 37.805801, 55.910904,-0.139161
 37.805813, 55.910896,0.107315
 37.805805, 55.910889,-0.001194
 37.805805, 55.910889,-0.001194
 37.805805, 55.910889,-0.277808
 37.805805, 55.910889,-0.001826
 37.805801, 55.910881,-0.226277
 37.805801, 55.910881,-0.226277
 37.805798, 55.910873,-0.627757
 37.805798, 55.910873,-0.627757
 37.805801, 55.910885,-0.434232
 37.805801, 55.910885,-0.851497
 37.805813, 55.910877,-0.764867
 37.805813, 55.910877,-0.764867
 37.805805, 55.910877,-0.603730
 37.805779, 55.910866,-0.845367
 37.805779, 55.910866,-0.491334
 37.805779, 55.910866,-0.491334
 37.805756, 55.910843,-0.543354
 37.805737, 55.910854,-0.511595
 37.805737, 55.910854,-0.369118
 37.805721, 55.910870,-0.915337
 37.805721, 55.910870,-0.915337
 37.805721, 55.910870,-0.552469
 37.805721, 55.910870,-0.563887
 37.805714, 55.910858,-0.563887
 37.805714, 55.910858,-0.524614
 37.805702, 55.910847,-0.524614
 37.805702, 55.910847,-0.175731
 37.805691, 55.910835,-0.274757
 37.805691, 55.910835,-0.055466
 37.805687, 55.910831,-0.100245
 37.805687, 55.910831,-0.264451
 37.805679, 55.910824,-0.194467
 37.805679, 55.910820,-0.194467
 37.805679, 55.910820,-0.194467
 37.805676, 55.910805,-0.387017
 37.805676, 55.910805,-0.334371
 37.805683, 55.910809,0.008677
 37.805683, 55.910809,0.008677
 37.805691, 55.910789,-0.268074
 37.805691, 55.910789,-0.007269
 37.805687, 55.910786,-0.540706
 37.805687, 55.910786,-0.540706
 37.805683, 55.910778,-0.160600
 37.805683, 55.910778,-0.160600
 37.805679, 55.910767,-0.159142
 37.805695, 55.910759,-0.493840
 37.805695, 55.910759,-0.493840
 37.805691, 55.910748,-0.097159
 37.805691, 55.910748,0.019080
 37.805702, 55.910740,-0.120347
 37.805702, 55.910740,-0.079609
 37.805721, 55.910740,-0.079609
 37.805721, 55.910740,-0.407121
 37.805717, 55.910728,0.043537
 37.805717, 55.910728,0.043537
 37.805725, 55.910728,0.108735
 37.805725, 55.910728,0.108735
 37.805733, 55.910717,0.050781
 37.805733, 55.910717,-0.367841
 37.805721, 55.910706,-0.367841
 37.805721, 55.910706,-0.114750
 37.805721, 55.910698,0.011648
 37.805717, 55.910690,-0.051793
 37.805717, 55.910690,-0.260937
 37.805714, 55.910683,-0.260937
 37.805714, 55.910683,-0.208773
 37.805733, 55.910679,-0.208773
 37.805733, 55.910679,-0.268518
 37.805733, 55.910671,-0.268518
 37.805733, 55.910652,-0.232932
 37.805733, 55.910652,-0.232932
 37.805737, 55.910645,-0.309891
 37.805740, 55.910633,0.007131
 37.805740, 55.910633,0.007131
 37.805737, 55.910618,-0.209594
 37.805737, 55.910618,-0.422285
 37.805733, 55.910610,-0.150335
 37.805733, 55.910610,-0.145182
 37.805725, 55.910595,-0.276733
 37.805725, 55.910595,-0.276733
 37.805721, 55.910587,0.003585
 37.805721, 55.910587,-0.068223
 37.805721, 55.910580,-0.224568
 37.805717, 55.910572,-0.369486
 37.805717, 55.910572,-0.174191
 37.805717, 55.910564,-0.174191
 37.805717, 55.910564,-0.357908
 37.805725, 55.910553,-0.030572
 37.805725, 55.910553,-0.030572
 37.805717, 55.910542,-0.191434
 37.805717, 55.910542,-0.035897
 37.805710, 55.910526,-0.252783
 37.805706, 55.910519,-0.219134
 37.805706, 55.910519,-0.295614
 37.805706, 55.910519,-0.295614
 37.805698, 55.910500,-0.346657
 37.805698, 55.910484,-0.437955
 37.805698, 55.910484,-0.437955
 37.805698, 55.910469,-0.233468
 37.805698, 55.910469,-0.233468
 37.805691, 55.910458,-0.373390
 37.805691, 55.910458,-0.604452
 37.805691, 55.910442,-0.604452
 37.805691, 55.910442,-0.361487
 37.805683, 55.910427,-0.361487
 37.805683, 55.910427,-0.302071
 37.805679, 55.910416,-0.302071
