num; time; fix; lat; lon; alt; times; timems
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
0; 0; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
1; 3254; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
2; 5017; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
3; 6996; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
4; 8838; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
5; 10692; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
6; 12581; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
7; 14434; 0; 55.911194; 37.805721; 200.000000; 0; 0;
