"Number";"Time_ms";"VectorX";"VectorY";"VectorZ";"DeltaStep";"KsiServo";"crc"
512;118133;-0.0;0.0;0.0;26.254714965820312;-11.862256050109863;34906;
514;118529;-0.0;0.0;-0.0;21.19647789001465;-10.714852333068848;60010;
515;118742;0.0;0.0;-0.0;37.010643005371094;-10.434557914733887;17011;
519;119552;6.133635110927571e-07;1.0;-0.00022463931236416101;18.2297306060791;-9.894258499145508;57972;
521;119973;1.3965234669401101e-36;1.0;-7.125959741940405e-38;35.80385971069336;-12.39344310760498;58422;
523;120373;-7.135806612268425e-09;1.0;1.4641106939608177e-22;18.35545539855957;-13.799920082092285;6753;
527;121202;0.0;0.0;-0.0;28.10329246520996;-13.662568092346191;53221;
529;121627;1.7712269368211353e-13;0.00024267869594041258;-0.9999999403953552;33.722957611083984;-11.79869270324707;64921;
531;122646;-0.0;0.0;-0.0;26.221811294555664;-14.072096824645996;15373;
533;123051;-3.77803602235639e-31;1.9485072971647655e-19;-1.0;28.265607833862305;-15.078655242919922;55146;
535;123488;0.0;1.1767420466323418e-14;-1.0;43.05300521850586;-14.179707527160645;39868;
539;124303;4.0447530409437604e-06;1.0;1.494939141366558e-07;39.88608169555664;-18.68033218383789;23695;
541;124702;2.9714369853550693e-10;1.0;-3.1238809392876323e-30;40.848960876464844;-11.767313957214355;40429;
544;125321;0.0;0.0;0.0;30.815034866333008;-15.76721477508545;3399;
545;125526;-1.0;2.5464336670229454e-15;-1.0375497361049868e-31;42.637420654296875;-16.49078941345215;3676;
550;126557;0.0;9.008438092705795e-12;1.0;61.17151641845703;-15.088915824890137;20091;
551;126767;-2.988013132280336e-26;1.0;-8.06202985592814e-35;66.52943420410156;-15.827539443969727;435;
553;127175;1.9868737302518243e-35;1.0;2.2368392556194014e-25;51.206546783447266;-15.165740013122559;10776;
554;127402;0.0;0.0;0.0;63.77218246459961;-14.062503814697266;39562;
557;128017;1.6090097694370804e-23;0.005308300722390413;-0.9999858736991882;72.26104736328125;-13.358242988586426;35782;
559;129032;-0.9995447397232056;0.03017081320285797;0.0;70.00775146484375;-12.666497230529785;4052;
560;129236;0.0;0.0;0.0;56.61861038208008;-11.813230514526367;2962;
562;129653;0.0;0.0;0.0;56.698387145996094;-11.07433795928955;9682;
563;129875;0.0;0.0;-0.0;50.12246322631836;-11.121352195739746;36388;
569;131099;0.0;0.0;0.0;64.8956298828125;-12.254225730895996;24167;
570;131311;0.0;0.0;-0.0;79.49239349365234;-14.546040534973145;23286;
571;131510;1.0;2.474331850521594e-08;0.0;76.35484313964844;-12.461671829223633;12098;
572;131721;5.276141479271246e-08;3.8522587490806906e-14;-1.0;85.00325012207031;-13.838064193725586;59678;
574;132126;-1.0;4.752399052765236e-16;6.586943000885849e-38;59.86262893676758;-11.301474571228027;59115;
578;132946;-0.0;0.0;0.0;74.12175750732422;-12.002754211425781;39545;
579;133155;0.0;0.0;0.0;79.6708755493164;-13.212211608886719;14079;
580;133374;-1.473617256729636e-23;1.0;-8.01134746471652e-17;76.97743225097656;-14.269429206848145;20242;
581;133579;-0.0;0.0;0.0;74.36115264892578;-15.517502784729004;58356;
583;133983;0.0;0.0;0.0;75.72028350830078;-14.842729568481445;61936;
586;135196;0.11933363229036331;1.4488522026567807e-07;0.9928541779518127;86.51162719726562;-25.70989418029785;64566;
587;135412;-2.0521884948632944e-29;1.934802412506542e-06;1.0;98.03060150146484;-16.19688606262207;53377;
590;136048;0.0;0.0;0.0;90.99882507324219;-17.61133575439453;54149;
592;136465;-0.9999998211860657;0.0006062951288186014;0.0;92.08211517333984;-15.499628067016602;61367;
593;136664;0.0;0.0;-0.0;82.33056640625;-15.508600234985352;5182;
595;137072;0.013605293817818165;1.8320142223995223e-13;0.9999075531959534;98.59900665283203;-14.49868392944336;44753;
596;137269;-2.0720229996190702e-34;2.269639708174509e-06;-1.0;87.24141693115234;-18.671031951904297;38638;
599;137887;-1.2354923432987168e-19;1.0;-2.859966935855624e-15;92.32901000976562;-17.50528907775879;63183;
601;138290;0.0;0.0;-0.0;103.33710479736328;-16.156421661376953;53868;
604;138911;2.838237880907874e-30;4.687496571453842e-11;-1.0;111.608154296875;-13.686835289001465;50517;
605;139139;-1.0;3.1845446418765633e-13;-5.372747957947459e-30;112.3301773071289;-12.593838691711426;23778;
608;139778;0.0;0.0;0.0;111.09735870361328;-8.804638862609863;43281;
610;140179;-0.0;0.0;-0.0;85.7201919555664;-9.159372329711914;2499;
611;140383;-0.0;0.0;0.0;100.61337280273438;-14.10892105102539;41097;
613;141394;0.0;0.0;-0.0;68.2170181274414;-18.084714889526367;32278;
614;141602;4.4430926964584025e-29;9.964323055555724e-08;-1.0;78.7389907836914;-14.79958438873291;14661;
616;142105;-1.978052921458584e-08;1.0;4.208442927478018e-09;112.70579528808594;-11.244817733764648;31872;
619;142712;0.0;0.0;0.0;127.03873443603516;-10.24979019165039;38811;
620;142945;1.0;1.6664880604366772e-05;-3.536721749695899e-16;129.33004760742188;-11.000292778015137;8263;
621;143147;1.681879848923785e-24;1.083576717064716e-05;-1.0;136.64796447753906;-13.190771102905273;14141;
622;143372;-1.8709627624957648e-07;1.0;-4.875964085395883e-32;132.1044921875;-12.197322845458984;951;
623;143579;-4.6568143119429806e-08;2.1948343165057266e-19;1.0;135.4403839111328;-11.779382705688477;2638;
629;144838;1.0;1.82674953993784e-14;6.077340490047472e-22;145.0406036376953;-14.101025581359863;5114;
631;145243;-2.367758943875866e-20;2.2831005681389453e-14;-1.0;153.60765075683594;-12.991854667663574;27683;
634;145862;-2.0306474368680938e-07;7.740988405835481e-10;-1.0;134.10324096679688;-12.602897644042969;3940;
637;146481;1.2198546528452425e-07;1.0;-9.179733627938893e-18;151.08151245117188;-15.291845321655273;57910;
640;147084;0.0;0.0;-0.0;138.57974243164062;-8.99111270904541;15065;
641;147900;-8.250314749602694e-06;2.472404776199255e-05;-1.0;144.1067352294922;-26.53170394897461;18655;
643;148299;0.0;0.0;0.0;144.9338836669922;-13.877128601074219;17749;
644;148512;-0.0001227280154125765;0.9970011115074158;-0.07738751173019409;155.3389434814453;-11.360710144042969;57014;
647;149120;0.0;0.0;-0.0;156.71084594726562;-13.595922470092773;1546;
652;150168;-1.2771074887722722e-13;1.0;-4.378798558604697e-27;156.9618377685547;-12.420947074890137;37402;
658;151393;1.0;1.6069696300632236e-13;0.0;161.16470336914062;-13.418814659118652;56190;
659;151602;1.0;4.342528114875677e-09;-6.567898361066908e-33;158.88145446777344;-11.587456703186035;5882;
661;151996;0.0;0.0;0.0;165.20513916015625;-11.840835571289062;35397;
662;152223;-0.0;0.0;-0.0;171.0877227783203;-10.116159439086914;50224;
663;152425;-1.453194923011958e-30;1.0;-4.6459925901743334e-17;175.45960998535156;-12.338504791259766;14254;
665;152835;-1.1248080699392133e-24;1.0;-5.105414316874693e-20;166.93829345703125;-9.171788215637207;34843;
668;154050;0.02029823698103428;0.9997939467430115;-1.617840617029742e-08;166.4591522216797;-34.457618713378906;17028;
671;154692;-0.0;0.0;0.0;163.9181671142578;-20.777570724487305;58761;
512;152853;-0.0;0.0;-0.0;40.157875061035156;12.603769302368164;21513;
673;155102;-0.0;0.0;0.0;159.55259704589844;-10.523615837097168;17180;
674;155307;1.1206568492613289e-17;1.0;-6.24900196692646e-13;171.14373779296875;-10.963602066040039;58939;
676;155719;-0.0;0.0;0.0;167.71202087402344;-14.064984321594238;22247;
677;155924;0.004243138246238232;0.9999491572380066;0.009152999147772789;155.2299041748047;-13.539207458496094;3252;
679;156331;-0.0;0.0;0.0;159.10064697265625;-14.14069938659668;43706;
680;156531;-0.0;0.0;0.0;168.77784729003906;-13.363139152526855;65099;
682;156948;0.0;0.0;0.0;166.45924377441406;-12.62059211730957;11840;
683;157150;1.0;2.6081829838237036e-12;5.952257271082047e-20;173.1917266845703;-13.26353931427002;38602;
685;157551;-0.0;0.0;-0.0;164.3722686767578;-11.93230152130127;58441;
688;158157;-0.0;-0.0;0.0;-172.3502655029297;-12.750292778015137;42830;
691;158819;-7.649177291568776e-09;1.0;-1.5887820814450553e-16;179.9521484375;-11.9713134765625;40689;
694;159439;0.0;-0.0;-0.0;-177.39370727539062;-10.610457420349121;23101;
696;160455;9.95961000430791e-23;-7.068196250514802e-09;-1.0;-42.32907485961914;-19.127281188964844;7790;
697;160659;0.0;-0.0;0.0;-56.76346969604492;-23.092145919799805;46613;
698;160861;-7.556828354970454e-24;-1.0;-2.1729595656378737e-35;-69.3282699584961;-36.64874267578125;43265;
700;161273;-6.727699700810246e-35;-1.0;-1.3965428896596715e-31;-85.66616821289062;-43.05733871459961;1779;
701;161495;0.0;-9.482144886982513e-13;1.0;-86.8079833984375;-42.991390228271484;6080;
705;162316;-0.01010904647409916;-9.542198677081615e-05;-0.9999489188194275;-167.557373046875;-7.176427841186523;43383;
710;163350;-0.0;0.0;-0.0;169.1649627685547;-14.568793296813965;29194;
715;164406;-9.366643772741682e-19;-4.420176935582276e-08;1.0;-169.11065673828125;-11.382551193237305;43766;
716;164607;-0.0;-0.0;0.0;-167.76019287109375;-11.307467460632324;3074;
718;165034;0.9999999403953552;-0.0004645882290787995;-4.0493005613532866e-18;-164.20616149902344;-11.39007568359375;55778;
719;165234;0.9950621724128723;-0.09925328195095062;-5.049955245639559e-12;-173.19107055664062;-9.548286437988281;16876;
721;165639;0.0;-0.0;-0.0;-154.47975158691406;-11.267783164978027;61403;
722;165845;0.0;-0.0;-0.0;-149.0157928466797;-11.21562385559082;22180;
724;166857;2.2413648994695213e-34;-1.0;-6.031015205154752e-19;-177.39352416992188;-11.636115074157715;57113;
725;167062;0.0;-0.0;0.0;-162.317138671875;-12.797896385192871;50875;
727;167470;-1.9891070166086983e-38;-1.0;-1.5941588367379514e-25;-170.99252319335938;-11.506538391113281;7385;
728;167677;-0.0;-0.0;0.0;-160.06298828125;-9.503246307373047;63794;
729;167884;0.0;-0.0;-0.0;-157.77757263183594;-10.672274589538574;29502;
730;168083;5.946497461106759e-11;-1.0;-2.2377193090505898e-05;-158.306396484375;-13.423157691955566;3450;
731;168299;-2.3826174865536343e-13;-1.0;-1.5966642342247335e-29;-163.4833221435547;-13.950777053833008;26629;
734;168924;-0.0;-0.0;0.0;-158.74281311035156;-8.733064651489258;21671;
735;169124;-3.2833815666322153e-09;-1.0;-6.395831784042293e-22;-153.84046936035156;-11.435669898986816;4302;
736;169334;0.0;-0.0;-0.0;-158.92201232910156;-10.982251167297363;23368;
739;169953;0.0;-0.0;0.0;-160.64976501464844;-8.563055038452148;24134;
740;170154;-1.9034368961001746e-05;-1.0;1.0234421923055299e-25;-151.89918518066406;-7.006257057189941;51127;
742;170555;0.0;-1.87409865290347e-18;-1.0;-151.2621307373047;-11.407157897949219;15978;
745;171173;7.373702089544288e-32;-0.9997568130493164;-0.02205500937998295;-158.23704528808594;-7.3706440925598145;46474;
746;171399;0.0;-0.0;0.0;-147.265380859375;-9.49460220336914;34333;
749;171999;0.0;-0.0;0.0;-153.51905822753906;-9.666985511779785;29900;
751;173028;-0.0;-0.0;-0.0;-162.57855224609375;-16.818832397460938;26152;
752;173225;0.0;-0.0;-0.0;-160.76995849609375;-12.409204483032227;26808;
755;173859;-1.0;-5.3779525971409115e-11;0.0;-145.0059356689453;-11.457243919372559;29881;
757;174263;-0.941425085067749;-1.658167473533661e-15;0.3372221291065216;-156.51502990722656;-12.944110870361328;2074;
758;174465;0.0;-0.0;-0.0;-142.71200561523438;-11.344460487365723;37365;
760;174904;0.0;-0.0;-0.0;-157.71141052246094;-12.807082176208496;17403;
761;175101;-0.0;-0.0;-0.0;-166.2190399169922;-16.707429885864258;40046;
762;175309;0.0;-0.0;-0.0;-166.95877075195312;-16.091413497924805;29632;
763;175507;-1.0;-1.6978417249902122e-07;3.4478031568194323e-28;-160.06448364257812;-14.578993797302246;16177;
766;176124;-2.666041635914132e-22;-1.0;-2.885894772062076e-22;-154.2848358154297;-14.808687210083008;25034;
767;176329;-0.0;-0.0;-0.0;-159.87973022460938;-14.041379928588867;1559;
769;176728;0.0;-0.0;-0.0;-161.06410217285156;-13.440420150756836;54750;
770;176933;-0.0;-0.0;0.0;-159.19659423828125;-12.028120040893555;65100;
773;177564;7.638919587350469e-24;-1.0;-6.594239043700156e-12;-172.643310546875;-16.56321907043457;42653;
775;177990;-0.0;-0.0;-0.0;-161.03976440429688;-13.194602012634277;32049;
776;178191;-3.5485001378062125e-20;-0.06398507207632065;0.9979508519172668;-162.02110290527344;-13.540361404418945;7303;
778;178591;-0.0;-0.0;-0.0;-150.87139892578125;-14.375954627990723;24180;
781;179807;-0.0005916086956858635;-0.9999998211860657;-7.040669994717516e-14;-147.67494201660156;-16.7602481842041;53078;
782;180035;-1.0;-3.0455492350256463e-08;-4.420764643242592e-09;-147.07460021972656;-14.989728927612305;40561;
784;180432;-0.0;-0.0;-0.0;-151.01922607421875;-14.184083938598633;3242;
785;180641;1.3932798310634098e-06;-0.9999997019767761;0.0007905683014541864;-137.33749389648438;-14.00230884552002;10555;
786;180857;0.0;-1.8450686200589509e-19;-1.0;-134.18692016601562;-13.443648338317871;48336;
787;181056;1.0;-3.000185115705597e-18;0.0;-141.87039184570312;-13.417364120483398;62987;
788;181282;0.0;-0.0;0.0;-137.791015625;-13.316177368164062;17124;
791;181896;5.349744680784353e-29;-1.0;1.4756347321365562e-14;-110.59832763671875;-11.098702430725098;9170;
793;182312;0.0;-0.0;0.0;-113.77098083496094;-11.358748435974121;47491;
797;183128;-0.0;-0.0;-0.0;-111.13905334472656;-12.279850006103516;47554;
799;183527;0.0;-0.0;-0.0;-136.0585174560547;-9.065281867980957;40402;
800;183731;1.0;-1.800611786663555e-16;3.366450847521925e-25;-128.37351989746094;-9.568085670471191;3518;
802;184158;-0.0;-0.0;-0.0;-115.1570053100586;-11.803655624389648;56200;
805;184776;0.0;-0.0;0.0;-48.917842864990234;-13.439595222473145;15908;
808;186002;-0.0;-0.0;-0.0;-96.55106353759766;-13.271223068237305;18167;
812;186820;-0.04198666289448738;-4.031501248391578e-06;0.9991181492805481;-120.47756958007812;-12.720073699951172;54199;
815;187434;0.0;-1.7036074228743999e-19;-1.0;-129.47825622558594;-12.276323318481445;5932;
818;188062;0.0;-0.0;0.0;-108.38482666015625;-5.867177963256836;3807;
819;188274;-0.0;-0.0;0.0;-74.56739044189453;-4.615233421325684;19206;
824;189301;-0.0;-0.0;0.0;-107.81881713867188;-10.411665916442871;48679;
826;189699;0.0;-0.0;-0.0;-101.82931518554688;-14.081496238708496;52610;
827;189921;0.0;-0.0;-0.0;-99.31267547607422;-13.940171241760254;31264;
829;190337;-1.0;-9.638208977300431e-20;0.0;-104.9009780883789;-11.058235168457031;31269;
833;191901;-0.0;-0.0;0.0;-57.535614013671875;-18.576494216918945;63559;
836;193152;0.0;-0.0;-0.0;-54.10561752319336;-11.282039642333984;29020;
841;194175;-1.1665616518138013e-26;-1.0;-1.1714164198599629e-30;-38.04248809814453;-9.642389297485352;54861;
842;194377;-0.0;-0.0;0.0;-36.23042297363281;-12.652297019958496;18445;
844;194782;-0.0;-0.0;0.0;-40.329750061035156;-10.423358917236328;41142;
845;195001;0.0;-0.0;0.0;-27.087078094482422;-9.273150444030762;30247;
847;195416;0.0;-0.0;-0.0;-32.757484436035156;-11.835469245910645;47388;
848;195618;0.0;-0.0;0.0;-47.4635124206543;-10.094356536865234;47782;
852;196447;1.7180587644840688e-17;-1.0;-9.231870201562651e-19;-42.6753044128418;-6.865572929382324;40243;
853;196642;3.518824102339093e-15;-1.0;-7.827454504873155e-14;-42.147926330566406;-10.723444938659668;52935;
855;197150;1.2579870599438436e-05;-1.0;-8.594322475907745e-11;-41.14881134033203;-9.301065444946289;19058;
862;199188;0.0;-0.12200146913528442;-0.9925299286842346;-5.039797782897949;-15.248778343200684;24745;
863;199392;-0.0;-0.0;0.0;-30.80116081237793;-10.02352523803711;14794;
865;199806;-0.013336161151528358;-0.9999110698699951;1.7724516787002292e-14;-37.09878921508789;-7.672955513000488;36344;
866;200013;0.0;-0.0;0.0;-27.296947479248047;-10.921500205993652;18971;
868;200430;0.0;-0.0;-0.0;-42.14834976196289;-10.393675804138184;59857;
869;200634;-1.0;-9.20860988273766e-19;-9.196111347463745e-14;-38.05586624145508;-12.153336524963379;35708;
872;201255;1.0;-5.719785323308124e-16;-9.622314637187048e-30;-27.934276580810547;-12.369148254394531;44224;
875;201885;0.9972831010818481;-9.143981151282787e-05;0.0736643522977829;-38.9243278503418;-9.43803882598877;16658;
878;202512;-0.0;-0.0;-0.0;-24.815317153930664;-12.128891944885254;58079;
880;202917;0.0;-0.0;-0.0;-30.630512237548828;-10.117877006530762;40815;
881;203118;-0.0;-0.0;-0.0;-21.4788818359375;-8.32718276977539;18716;
884;203731;1.600153021000896e-35;-1.0;-7.408879554304804e-08;-15.812899589538574;-10.99229621887207;52559;
885;203934;-0.0;-0.0;-0.0;-20.22970962524414;-11.178019523620605;7081;
886;204151;0.9999788999557495;-0.006494662258774042;9.288290131465168e-16;-18.169864654541016;-8.345124244689941;10969;
887;204367;9.910560446946533e-29;-0.999999463558197;-0.0010678108083084226;-25.60738754272461;-8.735970497131348;6350;
889;205385;-0.05147155746817589;-3.0327859668055623e-10;-0.9986743927001953;-34.71438980102539;-9.745672225952148;59164;
892;205991;0.0;-0.0;-0.0;-13.568222999572754;-13.055209159851074;9251;
893;206192;0.0;-2.7065361791756004e-05;1.0;-9.814495086669922;-12.688382148742676;13244;
894;206418;-1.0;-1.8140231361485348e-07;7.66542473940035e-09;-20.544206619262695;-9.742605209350586;24339;
895;206619;7.767248182351892e-19;-3.4786799574249017e-07;-1.0;-23.76277732849121;-9.577093124389648;32708;
898;207241;0.0;-0.0;-0.0;-7.850412845611572;-12.706432342529297;39505;
901;207864;-9.074121053489833e-24;1.0;3.6434593766558803e-35;2.4666380882263184;-10.96407413482666;14551;
902;208071;1.672281723585911e-05;1.0;3.4103340811053595e-12;4.688546180725098;-12.753759384155273;61133;
907;209077;0.0;0.0;-0.0;6.103434085845947;-9.740723609924316;64241;
908;209285;-0.0;0.0;0.0;12.857726097106934;-10.106794357299805;55650;
911;209904;-1.6393065379575902e-18;-1.0;-5.543861376910986e-12;-5.770332336425781;-10.805542945861816;3105;
919;212168;-0.0;0.0;-0.0;7.799691677093506;-9.13420581817627;33501;
920;212384;-9.435762802746878e-16;-8.421286111115478e-06;1.0;-10.561362266540527;-9.896355628967285;41552;
924;213194;1.0;-5.980421236354005e-14;-5.690933447040661e-22;-19.692899703979492;-15.524457931518555;54724;
925;213392;-0.0;-0.0;-0.0;-11.348237991333008;-10.40636920928955;51003;
927;213799;0.09553170204162598;-1.0233048783336862e-11;0.9954264163970947;-2.0029194355010986;-11.98461627960205;9031;
932;214837;4.5998775374795526e-30;-4.685279074434501e-12;-1.0;-22.1279296875;-11.57931137084961;9359;
933;215045;5.394799480841762e-23;-1.0;1.2815014590436227e-27;-1.5856835583382194e-38;-12.627476692199707;42297;
937;215843;-1.1567838158720034e-13;-1.0;-4.826595613849349e-05;-8.392407417297363;-9.553484916687012;58228;
941;216696;0.0;-0.0;0.0;-3.2045297622680664;-12.32039737701416;10900;
943;217113;4.9799861246177935e-23;-2.4426871983451726e-11;1.0;-4.1389994621276855;-10.245134353637695;10444;
944;217928;-0.9999547004699707;-0.009526620618999004;-4.25243489103307e-15;-19.17386817932129;-29.51275634765625;40347;
946;218330;nan;nan;nan;3.057110071182251;-21.209178924560547;17876;
952;219545;0.0;0.0;-0.0;43.6962776184082;-12.7220458984375;18961;
953;219764;1.2975048591101768e-08;1.0;1.369671302269648e-27;41.71851348876953;-12.811559677124023;51025;
956;220387;-7.484787703561022e-25;8.960791364562987e-14;1.0;32.53911590576172;-9.96096420288086;24917;
961;221468;-3.665638581682293e-36;1.0;-1.789084649317374e-06;34.59087371826172;-8.75839614868164;38327;
962;221673;0.0;0.0;-0.0;46.85274124145508;-8.33939266204834;53592;
965;222282;0.0;0.0;-0.0;65.83192443847656;-10.56199836730957;46916;
967;222695;-1.0;4.036823306186044e-11;2.179735014918559e-22;53.01136779785156;-9.773473739624023;36436;
968;222899;1.008890526289787e-33;1.0;-0.0003829342022072524;58.28206253051758;-7.460690498352051;53853;
977;225355;-7.941684419462969e-13;7.45793197706214e-15;-1.0;54.08784103393555;-10.872928619384766;1095;
979;225757;0.0;0.0;0.0;53.56003189086914;-12.331080436706543;53890;
983;226579;-3.222057279266812e-35;1.0;-1.9638420867325693e-21;64.88487243652344;-11.089943885803223;14747;
986;227232;0.0;0.0;-0.0;51.75956726074219;-12.02618408203125;32768;
987;227434;-1.0;2.985896604599509e-19;-1.7168170225397962e-31;50.82346725463867;-7.618631362915039;23821;
988;227636;0.0;0.0;-0.0;57.39674758911133;-9.6886625289917;37778;
989;227841;-9.969039420918018e-36;0.44593146443367004;-0.8950671553611755;69.371826171875;-12.852910995483398;7697;
992;228441;-0.0010794640984386206;0.999999463558197;-1.3114694502144077e-16;57.992984771728516;-9.770711898803711;42859;
994;228853;1.0;4.467503840824283e-14;-2.646076446063267e-13;75.13996124267578;-9.285041809082031;62263;
995;229057;0.0;0.0;0.0;73.87938690185547;-11.201420783996582;31360;
996;229266;-5.986075467982898e-21;8.965009182064498e-13;1.0;72.3863754272461;-11.08627986907959;36575;
998;229668;3.0920973013338948e-24;1.0;-2.747816214812114e-28;59.41128158569336;-8.57944393157959;40321;
1003;231327;0.0;0.0;-0.0;62.0843391418457;-14.915388107299805;59335;
1006;231949;3.3426635898041825e-16;1.0;2.9757046218578343e-25;66.0022201538086;-9.422731399536133;14779;
1007;232154;0.0;0.0;-0.0;63.52281951904297;-9.666759490966797;15969;
1009;232558;1.785662925793558e-27;1.0;-2.931552570140106e-14;72.00816345214844;-13.023795127868652;63212;
1016;233993;-0.0;0.0;-0.0;73.22238159179688;-13.861454010009766;12419;
1024;235654;-8.740089815079122e-14;1.0;3.137105886708014e-05;62.3402099609375;-10.72546100616455;51918;
1025;235856;1.3021279738253933e-15;7.067878016187024e-08;1.0;90.97405242919922;-9.284806251525879;31892;
1027;236873;-1.0;-1.3119368858426584e-19;0.0;-108.71533203125;-7.080239772796631;45497;
1028;237107;7.349043698923197e-06;-0.23166610300540924;0.9727953672409058;-177.50079345703125;-4.100123882293701;7154;
1029;237305;-0.0;0.0;-0.0;92.41783142089844;-9.200152397155762;53259;
1034;238329;-0.0;0.0;-0.0;126.02806854248047;-12.15355396270752;30036;
1037;238933;1.0;2.077927890517528e-12;0.0;92.20033264160156;-10.095621109008789;25564;
1039;239353;0.0;0.0;0.0;129.8858642578125;-10.135284423828125;57836;
1043;240202;-1.3448829550011254e-10;1.0;1.1565857676032465e-06;104.85511779785156;-6.571224212646484;8681;
1048;241215;-1.0;8.489209769174666e-13;1.3493690785715417e-36;111.82240295410156;-7.707588195800781;46328;
1049;241431;-1.0;0.0001969432196347043;1.8683721236811834e-10;115.4063949584961;-5.895146369934082;13844;
1052;242052;-0.0;0.0;-0.0;130.0552978515625;-14.170888900756836;40264;
1063;244901;-0.22811275720596313;0.9736347198486328;2.4338026705095217e-08;80.32810974121094;-9.52840805053711;26695;
1064;245124;2.499790096284792e-21;1.05971993333287e-11;1.0;77.74372100830078;-6.062876224517822;11769;
1075;247383;-9.337723927416164e-10;1.0;3.586483917374649e-36;113.41107177734375;-7.984078407287598;58070;
1120;257862;1.0;9.49642315196779e-14;0.0;156.18849182128906;-8.269022941589355;3782;
1121;258102;0.0;0.0;-0.0;153.5873260498047;-6.000811576843262;25551;
1138;262203;-0.0;-0.0;0.0;-164.9945068359375;-11.891691207885742;41953;
1139;262410;1.0;-1.1416277345688286e-07;6.474471086711194e-37;-150.81170654296875;-9.042397499084473;32402;
1141;262841;4.5510300932314665e-38;-1.241731242433491e-15;-1.0;-154.4145965576172;-9.04102897644043;60418;
1142;263043;3.865714855432349e-19;-1.4077420928515494e-05;1.0;-165.06961059570312;-10.055737495422363;2618;
1145;263661;-0.0;-0.0;-0.0;-178.3212890625;-13.351141929626465;24319;
1157;266141;-4.07399818921065e-16;6.071372137678166e-12;1.0;157.47235107421875;-13.126008987426758;47340;
1159;266545;0.0;0.0;-0.0;146.0742950439453;-14.321879386901855;35565;
1167;268800;1.2596553140842293e-11;-1.0;5.9762835337350706e-34;-166.96731567382812;-23.67084312438965;20822;
1193;274784;1.3405182782180313e-21;-2.8192893353207182e-08;1.0;-22.213693618774414;-28.021902084350586;64993;
1198;275815;-2.7630861950456165e-05;-1.0;2.3120386963300785e-31;-136.49989318847656;-10.178955078125;63929;
1199;276038;-0.0;-0.0;-0.0;-124.92609405517578;-8.399833679199219;62327;
1203;276843;-1.3227598359501485e-23;-1.0;-2.6639294069263908e-12;-103.0801010131836;-14.60042953491211;25076;
1217;279763;-1.0;-2.7774868908585e-15;-0.0;-59.04330825805664;-13.297120094299316;6688;
1220;280366;-1.0;-4.851531798522046e-07;-2.076291369987531e-35;-24.43075180053711;-15.952703475952148;61961;
1223;281599;-0.0;0.0;-0.0;20.721508026123047;-84.00035095214844;37574;
1226;282233;0.0;0.0;-0.0;14.510509490966797;-53.68459701538086;39110;
1228;282635;-3.868677545392364e-30;1.0;-3.65630575059763e-33;6.518217086791992;-34.41995620727539;13940;
1231;283258;0.0;5.497773347684642e-10;-1.0;11.966446876525879;-15.58359146118164;39686;
1234;283873;-4.6905171302569215e-08;-1.0;-1.110052135728048e-15;-84.57716369628906;-10.551856994628906;42364;
1240;285124;0.0;-0.0;-0.0;-39.287776947021484;-14.33013916015625;33055;
1241;285321;-1.638467611380339e-17;-1.0;8.415179253123383e-26;-46.0727653503418;-12.635805130004883;52101;
1243;285733;-1.0;-1.9457390343022296e-13;-4.9018542046599944e-14;-44.488101959228516;-12.649993896484375;31264;
1246;286347;0.0;-0.0;-0.0;-46.29080581665039;-9.233598709106445;19934;
1252;288187;-2.7887986516449137e-13;-0.9999980926513672;-0.0019373145187273622;-9.611942291259766;-10.687122344970703;48579;
1253;288419;-0.0;0.0;-0.0;0.42638441920280457;-9.992514610290527;17926;
1255;288823;-0.0;-0.0;0.0;-10.923821449279785;-6.03756046295166;49568;
1256;289027;1.726404262603065e-11;2.2459980223315456e-18;-1.0;10.984551429748535;-2.607804298400879;24006;
1259;289633;-0.0;-0.0;-0.0;-11.019425392150879;-13.697351455688477;62715;
1262;290277;-0.0;-0.0;0.0;-54.375701904296875;-17.319971084594727;46342;
1264;290680;0.0;-0.0;-0.0;-88.51192474365234;-16.172914505004883;30343;
1265;290881;-0.0;-0.0;-0.0;-79.79293823242188;-12.20486068725586;14489;
1267;291303;-0.17906083166599274;-0.9838379621505737;2.7392238126654598e-33;-70.35206604003906;-11.960951805114746;42645;
1268;291504;-5.183599569136277e-06;-5.723952085645578e-07;1.0;-65.78430938720703;-10.040493965148926;23356;
1269;291708;9.882112944998102e-27;-0.011142435483634472;-0.9999379515647888;-52.774845123291016;-11.385798454284668;5222;
1271;292145;-5.540158175970644e-13;-1.0;0.0;-41.25968933105469;-9.972139358520508;62223;
1274;292753;-0.0;-0.0;-0.0;-47.064483642578125;-9.813176155090332;729;
1277;293971;0.9999978542327881;0.0020499692764133215;-5.796795992652195e-35;19.888917922973633;-64.64796447753906;13657;
1278;294172;2.3794806747671106e-19;9.791650048282877e-15;1.0;11.938881874084473;-45.49185562133789;17633;
1280;294585;-1.0;-1.816001531551592e-05;-3.199795998428678e-17;-30.87260627746582;-20.813884735107422;20182;
1282;295004;0.0005893827765248716;-0.9999998211860657;-8.718937219774978e-24;-34.92936706542969;-12.65192985534668;16703;
1283;295205;1.0149953827532194e-18;-5.850506568094715e-07;1.0;-46.15330123901367;-10.909028053283691;53523;
1285;295627;-3.274595757465031e-16;-6.030578120208574e-11;-1.0;-4.205611228942871;-12.138412475585938;47514;
