"Number";"Time_ms";"Temp BME";"Pressure";"Humidity";Height BME";"Lux";"State";"crc"
198;46645;3692;99833;40;-0.18305271863937378;826.0982666015625;0;31949;
199;46846;3692;99833;40;-0.18305271863937378;827.1529541015625;0;3507;
201;47249;3692;99827;40;0.2555912137031555;845.3336181640625;0;5299;
207;48482;3695;99828;40;0.2118697613477707;854.0563354492188;0;51868;
211;49319;3696;99830;40;0.03748474642634392;857.3554077148438;0;48388;
216;50369;3697;99827;40;0.28899821639060974;865.113525390625;0;2039;
219;50974;3698;99826;40;0.3803386092185974;857.3554077148438;0;58785;
222;51593;3698;99826;40;0.38982677459716797;862.8882446289062;0;41814;
225;52199;3700;99826;40;0.3778352737426758;858.45849609375;0;50848;
228;53443;3700;99829;40;0.1578577160835266;866.2288818359375;0;22333;
231;54062;3700;99827;40;0.2540833055973053;867.3458862304688;0;16759;
233;54464;3700;99827;40;0.2540833055973053;855.1542358398438;0;38154;
234;54681;3701;99831;40;-0.08288369327783585;858.45849609375;0;53954;
237;55283;3701;99826;40;0.35528895258903503;858.45849609375;0;34854;
243;56519;3702;99832;40;-0.1296956092119217;862.8882446289062;0;39570;
244;56718;3702;99832;40;-0.1296956092119217;859.5632934570312;0;13850;
246;57126;3701;99830;40;0.0049734762869775295;860.6697998046875;0;51980;
247;57337;3701;99830;40;0.0049734762869775295;861.7781372070312;0;18954;
249;57744;3701;99830;40;0.012091160751879215;859.5632934570312;0;27906;
252;58366;3700;99829;40;0.14273007214069366;857.3554077148438;0;63679;
255;59602;3700;99829;40;0.12540899217128754;861.7781372070312;0;10465;
264;61450;3700;99831;40;-0.06359419971704483;871.8316040039062;0;47313;
267;62078;3700;99826;40;0.37439247965812683;858.45849609375;0;9566;
269;62501;3701;99827;40;0.328652024269104;946.3850708007812;0;35940;
270;62703;3701;99827;40;0.328652024269104;952.6337890625;0;51792;
273;63326;3699;99829;40;0.0986001044511795;932.81640625;0;41909;
276;63939;3696;99829;40;0.11146905273199081;802.2794799804688;0;26172;
277;64143;3696;99830;40;0.018339458853006363;868.4645385742188;0;4432;
279;64564;3696;99830;40;0.018339458853006363;847.5042114257812;0;58319;
283;66015;3694;99831;40;-0.054573655128479004;828.2093505859375;0;37512;
285;66429;3692;99828;40;0.23408493399620056;904.0386962890625;0;61207;
288;67028;3689;99826;40;0.3569193184375763;845.3336181640625;0;48899;
291;67643;3690;99830;40;0.029073478654026985;786.1930541992188;0;22514;
294;68255;3692;99830;40;0.057132989168167114;730.9883422851562;0;3865;
299;69301;3690;99832;40;-0.13656926155090332;860.6697998046875;0;44066;
300;69505;3686;99830;40;0.065938301384449;871.8316040039062;0;27608;
303;70133;3684;99830;40;0.07891878485679626;883.17041015625;0;61318;
306;70742;3686;99831;40;-0.06744294613599777;878.6133422851562;0;63401;
309;71963;3687;99830;40;0.004149612504988909;871.8316040039062;0;38803;
310;72179;3687;99830;40;0.004149612504988909;894.6900024414062;0;59247;
312;72593;3689;99828;39;0.2058510035276413;876.3456420898438;0;42207;
315;73202;3688;99826;39;0.36093655228614807;875.2145385742188;0;61365;
320;74223;3689;99828;39;0.2034829705953598;950.1281127929688;0;53460;
321;74428;3689;99828;39;0.2034829705953598;926.7286376953125;0;19271;
324;75079;3690;99826;40;0.3547263741493225;878.6133422851562;0;64099;
330;76288;3681;99826;40;0.4113650321960449;422.13482666015625;0;33415;
332;76709;3683;99827;40;0.29287782311439514;308.4170227050781;0;12397;
334;77111;3684;99827;40;0.26059168577194214;293.2797546386719;0;21263;
336;77516;3684;99827;40;0.26059168577194214;290.7608337402344;0;49918;
342;79396;3676;99830;40;0.0043968576937913895;635.8077392578125;0;24482;
345;79998;3676;99831;40;-0.05429425835609436;297.64166259765625;0;40614;
346;80222;3676;99831;40;-0.05429425835609436;284.368896484375;0;26926;
348;80636;3677;99830;40;0.07830800861120224;230.15133666992188;0;50193;
351;81254;3679;99831;40;-0.046056099236011505;247.1922607421875;0;17518;
354;81872;3680;99831;40;-0.04189107567071915;219.4107208251953;0;18387;
357;82502;3680;99832;40;-0.1355530470609665;211.82070922851562;0;9395;
360;83132;3679;99832;40;-0.11476416885852814;184.1620330810547;0;11901;
366;84972;3678;99833;40;-0.17063267529010773;171.00772094726562;0;54158;
369;85600;3678;99831;40;-0.004665073938667774;401.41650390625;0;38768;
372;86206;3679;99830;40;0.057062096893787384;572.6668090820312;0;65394;
373;86413;3679;99830;40;0.057062096893787384;690.4014282226562;0;30829;
376;87019;3676;99826;40;0.3563649654388428;1146.134521484375;0;59988;
381;88068;3675;99827;40;0.27715757489204407;3479.084716796875;0;28826;
384;88677;3667;99829;40;0.14929677546024323;3633.70849609375;0;40881;
387;89295;3666;99827;40;0.260575532913208;3097.95751953125;0;5461;
393;91138;3661;99831;41;-0.021476592868566513;3583.737548828125;0;9534;
398;92174;3650;99822;41;0.6788731813430786;3745.802490234375;0;4449;
399;92373;3640;99824;41;0.5402587652206421;3684.77978515625;0;51097;
402;93001;3635;99824;41;0.5241066217422485;3863.4306640625;0;62595;
408;94244;3626;99826;41;0.37891682982444763;3424.695556640625;0;63500;
409;94443;3626;99826;41;0.37891682982444763;3349.26123046875;0;14295;
411;94851;3623;99823;41;0.6706185340881348;3409.398681640625;0;59715;
414;95465;3626;99829;41;0.15481358766555786;2307.704345703125;0;55241;
417;96105;3627;99829;41;0.11166218668222427;194.8833465576172;0;18694;
420;97321;3630;99828;41;0.19795629382133484;647.593017578125;0;49619;
423;97967;3629;99830;40;0.04340250790119171;283.6661376953125;0;15843;
426;98576;3626;99831;40;-0.02713693492114544;894.6900024414062;0;3645;
429;99183;3624;99830;40;0.0717763602733612;306.9107666015625;0;41713;
431;99582;3625;99829;40;0.10647279769182205;671.08251953125;0;22790;
