num; time; bmp_temp; bmp_press; bmp_humidity; bmp_height; photorez; state
6;2911;0;0;0;0.000000;8.761673;0
7;3368;0;0;0;0.000000;8.761673;0
num; time; bmp_temp; bmp_press; bmp_humidity; bmp_height; photorez; state
1;847;2563;99461;58;0.000000;25.420216;0
2;1337;2564;99460;57;0.139899;23.832020;0
3;1902;2566;99465;57;-0.342422;25.514677;0
4;2506;2566;99463;57;-0.186098;24.668697;0
5;2944;2566;99463;57;-0.186098;23.832020;0
6;3523;2566;99457;57;0.318140;23.832020;0
7;4010;2566;99458;57;0.265639;23.463175;0
8;4617;2566;99461;57;-0.022941;23.187750;0
9;5068;2566;99464;57;-0.239764;23.096172;0
10;5611;2566;99456;57;0.423472;22.822136;0
11;6213;2566;99461;57;-0.006273;23.555214;0
12;6653;2566;99460;57;0.121974;22.731018;0
13;7243;2566;99463;57;-0.122188;22.277176;0
14;7748;2567;99461;57;0.017474;14.847999;0
15;8248;2567;99461;57;0.017474;27.816208;0
16;8749;2567;99456;57;0.430559;36.181068;0
17;9314;2565;99454;57;0.574390;40.323021;0
18;9805;2566;99456;57;0.414808;37.470711;0
19;10419;2566;99455;57;0.493141;30.284092;0
20;10858;2567;99457;57;0.359393;37.470711;0
21;11432;2567;99456;57;0.467814;19.354492;0
22;12101;2567;99456;57;0.405562;22.913364;0
23;12540;2567;99460;57;0.118724;23.004713;0
24;13041;2567;99458;57;0.266142;22.186754;0
25;13593;2567;99455;57;0.556735;22.277176;0
26;14136;2567;99455;57;0.556735;17.476744;0
27;14739;2568;99460;57;0.098560;28.696354;0
28;15203;2568;99458;57;0.271561;17.729443;0
29;15690;2568;99458;57;0.238814;15.737773;0
30;16257;2568;99457;57;0.315147;20.667307;0
31;16846;2569;99457;57;0.387659;21.110723;0
32;17388;2569;99456;57;0.428991;43.026970;0
33;17850;2568;99457;57;0.352403;73.004723;0
34;18349;2569;99456;57;0.475745;43.369793;0
35;18915;2568;99455;57;0.509327;56.698841;0
36;19403;2568;99455;57;0.509327;63.261257;0
37;19916;2569;99457;57;0.336577;35.436523;0
38;20469;2570;99459;57;0.160407;32.412853;0
39;20970;2570;99456;57;0.440674;29.288298;0
40;21597;2570;99459;57;0.179582;27.138060;0
41;22036;2570;99458;57;0.243581;28.696354;0
42;22536;2570;99458;57;0.286007;27.524866;0
43;23051;2570;99460;57;0.124241;26.753098;0
44;23592;2570;99456;57;0.442095;25.325872;0
45;24134;2570;99456;57;0.442095;25.893656;0
46;24687;2570;99458;57;0.288008;28.696354;0
47;25278;2570;99456;57;0.418264;22.731018;0
48;25831;2571;99458;57;0.301763;27.331232;0
49;26373;2571;99458;57;0.310933;16.725021;0
50;26865;2570;99455;57;0.549361;15.089214;0
51;27390;2571;99458;57;0.257010;15.169861;0
52;27994;2571;99455;57;0.485944;13.190248;0
53;28486;2572;99458;57;0.294530;11.888340;0
54;29028;2572;99459;57;0.204700;13.658354;0
55;29581;2572;99456;57;0.423306;16.974541;0
56;30069;2572;99456;57;0.423306;21.378164;0
57;30685;2572;99454;57;0.618406;21.467546;0
58;31136;2572;99454;57;0.618406;30.284092;0
59;31726;2573;99456;57;0.435903;30.887106;0
60;32233;2573;99456;57;0.425570;27.816208;0
61;32721;2573;99460;57;0.119456;28.794724;0
62;33287;2573;99456;57;0.436745;21.378164;0
63;33788;2573;99454;57;0.600849;17.141468;0
64;34288;2574;99458;57;0.291828;17.392746;0
65;34903;2574;99458;57;0.259408;17.983206;0
66;35342;2574;99458;57;0.259408;22.277176;0
67;35970;2574;99458;57;0.282076;20.933008;0
68;36419;2574;99457;57;0.366684;21.110723;0
69;36920;2575;99460;57;0.125667;20.402651;0
70;37473;2574;99458;57;0.232417;19.528015;0
71;38015;2575;99457;57;0.317869;19.095089;0
72;38514;2575;99457;57;0.376120;19.354492;0
73;39027;2575;99459;57;0.204529;20.578972;0
74;39629;2576;99457;57;0.324145;19.789175;0
75;40183;2576;99457;57;0.329311;19.963861;0
76;40636;2576;99457;57;0.329311;20.139019;0
77;41178;2576;99458;57;0.251554;18.665091;0
78;41689;2576;99458;57;0.240642;18.493914;0
79;42280;2576;99460;57;0.102051;17.813913;0
80;42772;2576;99458;57;0.299739;18.665091;0
81;43314;2576;99457;57;0.334164;18.323208;0
82;43880;2576;99459;57;0.225410;18.152971;0
83;44470;2577;99458;57;0.255515;20.314667;0
84;45024;2577;99458;57;0.257519;18.152971;0
85;45478;2577;99458;57;0.308289;18.493914;0
86;45990;2577;99458;57;0.308289;17.476744;0
87;46543;2578;99459;57;0.202118;22.458364;0
88;47031;2578;99461;57;0.040011;22.277176;0
89;47687;2578;99458;57;0.284154;22.096447;0
90;48126;2578;99459;57;0.163641;22.458364;0
91;48627;2578;99460;57;0.118036;21.378164;0
92;49282;2579;99459;57;0.172508;21.826221;0
93;49721;2579;99459;57;0.193171;20.844324;0
94;50338;2579;99460;57;0.118844;21.378164;0
95;50777;2579;99459;57;0.155583;22.096447;0
96;51277;2579;99459;57;0.155583;17.645092;0
97;51803;2580;99458;57;0.271473;16.229244;0
98;52356;2580;99459;57;0.208632;16.642092;0
99;52857;2580;99458;57;0.234462;16.394026;0
100;53369;2580;99456;57;0.440180;20.667307;0
101;54327;2579;99461;57;0.021309;25.609251;0
102;54928;2580;99459;57;0.178793;19.528015;0
103;55379;2580;99459;57;0.178793;14.847999;0
num; time; bmp_temp; bmp_press; bmp_humidity; bmp_height; photorez; state
1;846;2601;99456;56;0.000000;179.209335;0
2;1359;2603;99458;56;-0.148331;198.556534;0
3;1949;2605;99460;56;-0.281994;189.212357;0
4;2544;2605;99459;56;-0.243774;143.274551;0
5;2995;2606;99457;56;-0.045706;150.553741;0
6;3511;2606;99457;56;-0.045706;108.243179;0
7;4113;2608;99457;55;-0.103521;59.285023;0
8;4566;2611;99458;55;-0.115403;47.094070;0
9;5151;2611;99459;55;-0.237083;141.178162;0
10;5693;2612;99455;55;0.097374;109.489418;0
11;6206;2611;99459;55;-0.203516;84.045059;0
12;6797;2613;99458;55;-0.196499;65.293709;0
13;7236;2613;99452;55;0.332036;65.566963;0
14;7778;2614;99460;55;-0.344480;55.298225;0
15;8292;2614;99456;55;0.021213;94.900047;0
16;8895;2614;99455;55;0.115711;86.222946;0
17;9347;2614;99455;55;0.115711;75.472183;0
18;9900;2615;99458;55;-0.139198;95.891861;0
19;10401;2618;99456;55;0.045733;91.472702;0
20;11061;2620;99456;54;-0.011523;90.827583;0
21;11500;2621;99460;54;-0.307422;93.422806;0
22;12055;2620;99457;54;-0.071241;95.230026;0
23;12567;2619;99456;54;0.039217;98.564377;0
24;13173;2619;99456;54;0.007673;100.425354;0
25;13713;2619;99457;54;-0.048339;105.425331;0
26;14165;2619;99455;54;0.120714;102.822060;0
27;14678;2619;99455;54;0.120714;98.901299;0
28;15281;2620;99460;54;-0.337386;90.827583;0
29;15773;2620;99460;54;-0.303489;87.796478;0
30;16274;2620;99461;54;-0.427190;57.598164;0
31;16910;2620;99458;54;-0.119735;116.956665;0
32;17411;2621;99459;54;-0.276666;106.828903;0
33;17985;2622;99457;54;-0.043400;68.189484;0
34;18588;2623;99459;54;-0.231648;71.287148;0
35;19040;2622;99458;54;-0.165982;85.286011;0
36;19643;2623;99460;54;-0.344464;93.096245;0
37;20184;2623;99461;54;-0.446168;106.477013;0
38;20690;2623;99459;54;-0.253763;93.749985;0
39;21202;2623;99459;54;-0.253763;85.286011;0
40;21759;2624;99458;54;-0.166985;92.770294;0
41;22246;2625;99461;54;-0.393959;92.282555;0
42;22801;2626;99461;54;-0.397537;88.588844;0
43;23403;2625;99462;54;-0.459063;54.792717;0
44;23945;2625;99459;54;-0.246896;54.414906;0
45;24408;2626;99460;54;-0.361610;65.977814;0
46;24897;2627;99459;54;-0.247197;92.444984;0
47;25451;2627;99461;54;-0.428390;117.514496;0
48;25994;2627;99463;54;-0.538068;104.205879;0
49;26495;2627;99463;54;-0.538068;98.396164;0
50;27139;2627;99459;54;-0.255287;101.448654;0
51;27602;2627;99459;54;-0.255287;98.228104;0
52;28193;2629;99460;54;-0.337208;26.657141;0
53;28669;2629;99459;54;-0.217968;33.652180;0
54;29156;2629;99459;54;-0.223131;43.713699;0
55;29748;2630;99463;54;-0.588878;48.402966;0
56;30253;2631;99461;54;-0.390027;38.886890;0
57;30743;2631;99464;54;-0.658793;43.943565;0
58;31359;2631;99466;54;-0.818989;57.727150;0
59;31900;2631;99463;54;-0.595579;69.167938;0
60;32339;2631;99463;54;-0.595579;64.206009;0
61;32906;2630;99461;54;-0.414519;74.160851;0
62;33405;2632;99460;54;-0.350250;35.648659;0
63;33906;2632;99464;54;-0.646510;25.043537;0
64;34419;2632;99464;54;-0.661442;28.401936;0
65;34970;2632;99465;54;-0.736657;29.784758;0
66;35573;2633;99463;54;-0.614829;28.010984;0
67;36025;2633;99464;54;-0.692978;32.824116;0
68;36627;2633;99462;54;-0.514354;21.378164;0
69;37091;2633;99462;54;-0.514354;32.003456;0
70;37592;2634;99461;54;-0.428862;50.698792;0
71;38182;2638;99463;54;-0.572747;29.784758;0
72;38646;2637;99465;54;-0.789154;27.524866;0
73;39148;2636;99465;54;-0.775134;24.388781;0
74;39804;2636;99463;54;-0.599439;26.179100;0
75;40243;2635;99458;54;-0.131161;29.486536;0
76;40743;2636;99462;54;-0.525133;31.799446;0
77;41359;2636;99462;54;-0.472789;22.277176;0
78;41798;2636;99462;54;-0.472789;22.640018;0
79;42311;2638;99462;54;-0.478541;19.963861;0
80;42853;2638;99463;54;-0.611468;26.657141;0
81;43353;2639;99463;54;-0.557092;119.761665;0
82;43896;2638;99461;54;-0.376228;122.225105;0
83;44463;2638;99461;54;-0.398712;134.602203;0
84;45053;2639;99456;54;-0.018928;119.385353;0
85;45620;2639;99463;54;-0.557840;87.007812;0
86;46161;2639;99461;54;-0.433018;95.064949;0
87;46613;2638;99462;54;-0.483148;104.901718;0
88;47167;2638;99462;54;-0.483148;114.924805;0
89;47656;2639;99462;54;-0.513594;105.775230;0
90;48211;2638;99464;54;-0.625485;105.600204;0
91;48712;2639;99462;54;-0.472293;105.076096;0
92;49355;2638;99460;54;-0.325155;101.106918;0
93;49808;2638;99463;54;-0.543991;96.889320;0
94;50308;2638;99461;54;-0.446287;90.505936;0
95;50911;2639;99461;54;-0.383055;87.007812;0
96;51416;2638;99460;54;-0.326819;85.286011;0
97;51917;2638;99460;54;-0.348749;87.322815;0
98;52813;2639;99461;54;-0.427492;27.138060;0
99;53338;2640;99462;54;-0.465849;27.621883;0
100;53839;2640;99462;54;-0.469903;98.060204;0
101;54393;2640;99459;54;-0.279088;70.719025;0
102;54882;2642;99460;54;-0.325370;75.179787;0
103;55435;2641;99461;54;-0.379758;61.656673;0
104;56079;2641;99460;54;-0.332375;47.687187;0
105;56518;2641;99460;54;-0.332375;32.618252;0
106;57032;2640;99460;54;-0.294941;32.105633;0
107;57546;2641;99464;54;-0.621836;42.118027;0
108;58059;2640;99461;53;-0.406114;51.555840;0
109;58560;2641;99462;53;-0.454794;52.171749;0
110;59101;2641;99465;53;-0.741305;50.333336;0
111;59602;2641;99462;53;-0.497568;55.045219;0
112;60156;2641;99462;53;-0.484108;53.039253;0
113;60770;2641;99462;53;-0.532598;52.790764;0
114;61210;2641;99462;53;-0.532598;55.932968;0
115;61725;2641;99462;53;-0.458117;54.163666;0
116;62266;2641;99462;53;-0.530205;57.469307;0
117;62779;2641;99463;53;-0.564493;39.989838;0
118;63279;2641;99461;53;-0.368513;41.216721;0
119;63792;2642;99464;53;-0.698167;52.295300;0
120;64333;2641;99462;53;-0.451847;51.187790;0
121;64936;2642;99461;53;-0.444290;43.141121;0
122;65478;2641;99460;53;-0.303427;21.736382;0
123;65929;2641;99460;53;-0.303427;23.096172;0
124;66485;2643;99461;53;-0.374599;22.640018;0
125;66986;2644;99459;53;-0.215292;27.913540;0
126;67630;2643;99459;53;-0.263972;49.484943;0
127;68070;2644;99460;53;-0.336246;58.503757;0
128;68636;2645;99456;53;0.039353;46.739655;0
129;69149;2645;99460;53;-0.366105;54.038231;0
130;69751;2646;99461;53;-0.442063;42.799015;0
131;70425;2645;99459;53;-0.215828;36.181068;0
132;71051;2645;99458;53;-0.183199;33.237217;0
133;71563;2646;99460;53;-0.288100;36.394836;0
134;72064;2646;99458;53;-0.184104;34.487682;0
135;72606;2646;99463;53;-0.540520;34.908226;0
136;73106;2646;99463;53;-0.540520;35.967762;0
137;73606;2647;99459;53;-0.278678;38.667721;0
138;74106;2648;99461;53;-0.393175;38.667721;0
139;74709;2649;99461;53;-0.377484;35.224857;0
140;75265;2647;99461;53;-0.372902;27.427992;0
141;75716;2648;99462;53;-0.471159;31.392788;0
142;76283;2649;99464;53;-0.629533;27.427992;0
143;76873;2651;99464;53;-0.699015;29.288298;0
144;77366;2650;99461;53;-0.420053;32.412853;0
145;77866;2650;99460;53;-0.294471;33.237217;0
146;78420;2650;99460;53;-0.294471;30.484636;0
147;79011;2651;99464;53;-0.698635;41.328968;0
148;79536;2651;99464;53;-0.699015;57.985500;0
149;80141;2651;99463;53;-0.578047;49.726727;0
150;80634;2652;99462;53;-0.525664;33.340786;0
151;81146;2652;99465;53;-0.741582;31.799446;0
152;81749;2652;99461;53;-0.416497;29.090523;0
153;82241;2652;99464;53;-0.621710;31.392788;0
154;82742;2653;99465;53;-0.706883;31.595900;0
155;83254;2654;99463;53;-0.574266;32.105633;0
156;83754;2653;99461;53;-0.401342;30.484636;0
157;84267;2653;99461;53;-0.401342;29.685232;0
158;84769;2654;99465;53;-0.747246;27.234589;0
159;85311;2655;99465;53;-0.739832;28.893206;0
160;85824;2655;99467;53;-0.888265;31.089031;0
161;86414;2656;99462;53;-0.484581;32.515499;0
162;86906;2655;99461;54;-0.390571;31.901394;0
163;87461;2656;99464;54;-0.635209;36.501896;0
164;87974;2657;99457;54;-0.069766;43.484306;0
165;88575;2658;99457;54;-0.057167;40.211845;0
166;89028;2658;99457;54;-0.057167;36.609077;0
167;89540;2658;99459;53;-0.200841;28.991808;0
168;90041;2658;99466;53;-0.791705;18.836739;0
169;90643;2658;99468;53;-0.965949;22.822136;0
170;91082;2659;99466;53;-0.805469;16.394026;0
171;91636;2659;99465;53;-0.719363;17.308870;0
172;92190;2660;99463;54;-0.580613;16.808067;0
173;92702;2660;99465;54;-0.729053;16.476595;0
174;93320;2660;99462;54;-0.463141;16.064943;0
175;93759;2660;99462;54;-0.463141;15.737773;0
176;94387;2660;99462;54;-0.496691;15.412530;0
177;94928;2660;99462;54;-0.496691;21.736382;0
178;95531;2661;99464;54;-0.701363;26.657141;0
179;95970;2661;99465;54;-0.762208;39.326637;0
180;96523;2663;99467;54;-0.949660;55.298225;0
181;97066;2663;99467;54;-0.875514;44.983967;0
182;97580;2662;99463;54;-0.563690;53.163681;0
183;98183;2663;99463;53;-0.619375;50.698792;0
184;98621;2664;99464;53;-0.663538;26.465578;0
185;99188;2665;99462;53;-0.489169;27.524866;0
186;99701;2665;99460;53;-0.354713;23.924547;0
187;100304;2666;99460;53;-0.331764;33.652180;0
188;100743;2666;99460;53;-0.331764;38.230797;0
189;101297;2665;99462;53;-0.483060;43.598942;0
190;101838;2666;99462;54;-0.458076;45.100166;0
191;102353;2667;99461;54;-0.432544;45.449490;0
192;102943;2667;99462;54;-0.461337;46.151398;0
193;103395;2666;99461;54;-0.400353;48.163883;0
194;103907;2666;99461;55;-0.390574;46.151398;0
195;104408;2666;99460;55;-0.342087;47.094070;0
196;104932;2666;99460;55;-0.342087;47.449570;0
197;105421;2666;99459;55;-0.269017;42.912933;0
198;105975;2667;99462;55;-0.491080;41.328968;0
199;106528;2666;99462;55;-0.473016;41.104595;0
200;107203;2666;99463;55;-0.560479;41.779144;0
201;107770;2667;99464;55;-0.641703;42.118027;0
202;108209;2666;99461;55;-0.380796;42.457985;0
203;108763;2666;99461;55;-0.385413;42.912933;0
204;109304;2667;99459;55;-0.259781;43.598942;0
205;109907;2667;99460;55;-0.360288;43.484306;0
206;110449;2667;99462;55;-0.472203;43.713699;0
207;110956;2668;99462;55;-0.505750;52.171749;0
208;111497;2667;99458;55;-0.171360;82.048569;0
209;112052;2667;99458;55;-0.171360;144.753952;0
210;112641;2668;99460;55;-0.297673;130.791306;0
211;113196;2668;99458;55;-0.159675;67.911140;0
212;113647;2668;99460;55;-0.329725;38.667721;0
213;114148;2669;99465;55;-0.705947;38.777248;0
214;114701;2669;99463;55;-0.578818;33.756210;0
215;115202;2669;99460;55;-0.282455;45.916939;0
216;115859;2669;99465;55;-0.736370;85.130371;0
217;116299;2669;99464;55;-0.631789;76.500008;0
218;116823;2669;99465;55;-0.728086;47.806179;0
219;117427;2670;99466;54;-0.869472;25.988688;0
220;117866;2670;99466;54;-0.869472;44.867889;0
221;118379;2670;99465;54;-0.731887;52.171749;0
222;118880;2670;99467;54;-0.876805;31.392788;0
223;119434;2671;99464;54;-0.668857;27.816208;0
224;119937;2673;99465;54;-0.723305;50.698792;0
225;120438;2673;99465;54;-0.766631;66.252403;0
226;120939;2673;99462;54;-0.486827;59.808426;0
227;121452;2673;99462;54;-0.486827;47.212452;0
228;122055;2673;99461;54;-0.422984;72.000389;0
