575;23218;-574;-197;779;562;4705;3913;575;158;-276
576;23399;-546;-180;774;457;4715;3793;509;137;-252
577;23606;-526;-162;759;410;4887;3750;512;163;-261
578;23715;-548;-155;771;195;5021;3788;542;187;-269
579;23925;-765;-365;641;698;4530;3999;811;461;-434
580;24034;-614;-322;679;449;4803;3457;853;463;-447
581;24169;-580;-405;621;436;4850;3576;862;522;-456
582;24278;-594;-363;606;461;4687;3785;862;524;-459
583;24466;-637;-347;639;422;4933;3815;884;525;-461
584;24575;-709;-423;588;204;5149;3617;905;536;-454
585;24710;-679;-400;526;227;4991;3575;934;562;-436
586;24844;-727;-468;487;367;4783;3858;961;594;-446
587;24980;-740;-422;494;600;4537;4176;965;581;-451
588;25090;-781;-340;577;913;3666;3695;940;566;-469
589;25225;-372;-118;738;1879;2842;3719;741;556;-514
590;25346;-243;-64;1065;1135;3974;5078;551;399;-474
591;25481;-281;-98;997;1036;4392;4873;440;300;-425
592;25590;-156;129;989;927;4540;4502;369;180;-406
593;25725;-170;58;871;704;4529;4113;369;178;-402
594;25834;-135;175;970;822;4779;3849;320;128;-379
595;25971;-173;201;970;384;4840;3633;348;127;-374
596;26093;-182;172;939;-14;5507;2666;415;179;-412
597;26293;-411;150;858;1161;4727;4277;593;225;-453
598;26402;-403;149;896;35;5218;2830;623;238;-456
599;26536;-485;-79;809;-116;5155;3190;746;388;-510
600;26645;-570;-218;790;97;5284;3635;799;456;-522
601;26782;-634;-290;752;862;4490;4077;844;457;-527
602;26891;-563;-85;846;1365;4036;4270;801;340;-503
603;27026;-303;181;866;1159;3775;2992;661;230;-463
604;27149;-255;111;919;1392;4341;3853;561;112;-403
605;27284;-232;370;894;1111;4852;4361;514;-54;-324
606;27406;-226;272;894;339;4892;3838;494;-66;-316
607;27540;-248;309;913;411;4801;3720;531;-53;-327
608;27662;-325;191;895;319;4887;3719;545;-10;-347
609;27796;-296;307;889;581;4855;3634;547;-23;-346
610;27906;-345;241;883;375;4815;3573;559;1;-344
611;28053;-366;251;891;190;4891;3617;597;47;-376
612;28164;-369;144;894;453;4858;3845;626;73;-397
613;28299;-390;252;962;120;4793;3610;634;108;-422
614;28408;-304;79;905;130;4864;3716;642;161;-439
615;28543;-528;147;966;-50;4919;3695;693;200;-459
616;28664;-396;-42;861;-405;5282;3299;739;305;-485
617;28799;-506;-325;714;-368;5669;3094;827;460;-517
618;28909;-606;-461;619;134;5286;3289;869;565;-518
619;29110;-646;-414;537;290;5565;3411;930;619;-497
620;29220;-840;-559;414;373;5012;4074;998;578;-462
621;29355;-724;-439;477;690;4945;3478;1020;560;-453
622;29464;-704;-396;511;728;4643;4020;1027;540;-453
623;29611;-790;-364;466;514;4863;3952;1054;454;-431
624;29720;-776;-358;503;751;4291;4419;1057;407;-429
625;29855;-759;-245;546;532;4529;4171;1042;378;-434
626;29989;-755;-203;601;624;4436;4195;1038;295;-425
627;30124;-709;-150;608;588;4418;4329;1026;268;-446
628;30233;-732;-22;633;543;4595;4075;1013;223;-440
629;30369;-718;-31;703;705;4363;4049;1003;217;-445
630;30478;-538;24;616;369;3979;4010;955;216;-466
631;30613;-664;-49;791;415;4704;4571;934;248;-489
632;30732;-603;29;827;284;4337;4646;891;207;-485
633;30933;-480;-332;988;552;3467;4217;794;397;-543
634;31042;-261;1;863;2226;3374;4826;587;247;-475
635;31177;-218;506;895;1194;5087;6082;286;-10;-305
636;31298;61;555;806;604;3807;3859;160;-9;-268
637;31435;131;282;1004;169;4879;4548;42;12;-234
638;31544;61;477;895;553;4787;4075;42;24;-240
639;31678;94;366;925;336;4712;4571;-7;79;-247
640;31812;89;274;989;630;5020;4677;-87;167;-242
641;31947;78;610;911;1160;4860;4712;-117;140;-220
642;32057;164;567;883;533;4563;4881;-179;199;-205
643;32192;268;325;873;573;4535;4253;-271;230;-176
644;32301;331;393;783;1204;4854;4901;-308;208;-146
645;32437;357;359;720;295;4819;3788;-336;214;-137
646;32546;314;379;800;282;4812;3468;-328;216;-140
647;32746;362;400;843;689;4584;3910;-343;202;-120
648;32856;342;475;843;596;4739;3897;-346;201;-128
649;32991;303;511;831;325;4783;3748;-359;206;-115
650;33100;295;419;833;319;4640;3644;-358;206;-121
651;33288;403;401;829;487;4677;3785;-367;189;-104
652;33397;393;416;842;557;4767;3917;-381;211;-108
653;33533;419;395;831;604;4789;3978;-396;213;-101
654;33643;382;447;823;595;4917;4014;-395;217;-106
655;33831;402;405;805;603;4684;3956;-415;256;-112
656;33940;417;413;795;666;4943;3994;-406;267;-117
657;34128;394;481;821;684;4772;4120;-385;274;-130
658;34238;446;441;801;533;4784;4089;-389;291;-134
659;34372;402;456;791;395;4845;3816;-387;322;-147
660;34481;396;449;815;487;4761;3954;-393;334;-146
661;34617;398;421;807;198;4735;3712;-399;321;-142
662;34751;482;306;804;471;4875;3700;-419;336;-138
663;34886;372;372;863;594;4951;3952;-369;342;-168
664;34996;373;295;871;589;4763;4035;-357;355;-176
665;35130;378;415;829;937;4901;4289;-347;358;-177
666;35240;405;469;777;718;4632;4147;-350;369;-179
667;35442;522;540;750;544;4785;3928;-397;367;-153
668;35551;499;420;805;69;4901;3621;-393;394;-163
669;35740;397;356;820;505;4800;3716;-365;417;-193
670;35850;393;391;849;362;4821;3613;-343;410;-200
671;35985;412;409;819;555;4675;3729;-348;403;-190
672;36094;433;441;815;431;4736;3707;-371;384;-176
673;36282;423;342;802;557;4852;3960;-352;399;-190
674;36391;412;383;839;442;4705;3834;-360;406;-191
675;36526;402;379;839;610;4730;3876;-345;411;-198
676;36647;385;439;823;555;4804;3865;-362;409;-189
677;36837;438;345;808;600;4944;4003;-330;424;-211
678;36947;403;341;829;613;4897;4058;-310;440;-229
679;37081;418;395;803;966;4784;4294;-275;444;-253
680;37191;513;480;773;922;4809;4053;-254;435;-248
681;37325;500;517;767;1205;4893;4463;-211;387;-254
682;37435;583;580;685;723;4827;4202;-185;364;-256
683;37582;533;529;675;466;5183;4150;-188;345;-260
684;37703;428;415;721;655;5132;4419;-177;354;-270
685;37839;429;429;808;791;5078;4308;-145;353;-285
686;37949;390;534;813;838;5187;4343;-160;328;-277
687;38084;367;524;804;737;4995;4202;-137;332;-296
688;38205;377;437;807;494;4990;3879;-109;339;-306
689;38340;344;467;815;688;4831;4106;-95;328;-310
690;38449;452;458;766;474;4771;3830;-105;327;-303
691;38637;406;453;808;526;4879;3908;-99;350;-316
692;38746;424;434;795;526;4844;3883;-101;356;-322
693;38895;416;428;771;625;4917;3881;-78;343;-324
694;39005;384;468;823;526;4728;3878;-84;345;-329
695;39194;411;412;788;652;5139;4041;-75;346;-332
696;39304;317;405;799;408;5047;4053;-22;361;-355
697;39439;318;388;835;679;4913;4347;4;371;-367
698;39574;421;457;845;882;4820;4419;-17;365;-369
699;39709;447;545;874;632;4717;4119;-22;357;-366
700;39819;481;467;817;603;4630;4046;-45;359;-353
701;39959;478;444;687;795;4966;3965;-47;337;-353
702;40069;482;475;701;591;4742;3603;-25;325;-362
703;40204;415;521;703;474;4767;3610;2;281;-354
704;40314;440;510;774;138;4531;3408;4;307;-366
705;40503;487;600;746;663;4706;3595;-44;316;-357
706;40625;346;546;713;141;4607;3525;-33;293;-342
707;40761;369;510;752;538;4688;3743;-69;293;-332
708;40871;390;511;756;351;4655;3694;-77;307;-337
709;41063;398;456;834;221;4907;3883;-85;353;-355
710;41173;374;395;853;320;4905;3944;-64;383;-374
711;41321;399;390;879;232;4855;3526;-19;435;-406
712;41443;388;410;828;737;4865;3809;-18;435;-408
713;41578;379;459;733;740;4491;3907;-22;387;-389
714;41688;438;419;731;527;4774;3840;-67;372;-374
715;41824;426;375;766;280;4978;3683;-51;399;-393
716;41947;405;366;1001;567;4554;4024;-37;433;-405
717;42083;452;597;844;572;4765;3713;-74;424;-391
718;42195;378;423;797;470;4526;3778;-97;427;-390
719;42396;390;396;704;472;4700;4027;-97;422;-388
720;42506;400;411;810;251;4791;4080;-105;451;-393
721;42641;393;463;916;368;4962;3768;-88;508;-422
722;42751;515;484;999;713;4704;3899;-59;519;-428
723;42887;464;366;733;615;4836;3747;-56;495;-426
724;42997;379;355;650;699;4803;3702;-34;471;-427
725;43133;428;440;680;566;4813;3727;-27;433;-419
726;43245;490;392;767;319;4834;3691;-14;455;-433
727;43446;439;517;885;751;4448;3811;23;454;-424
728;43556;403;547;839;466;4757;3815;-13;448;-413
729;43746;354;384;732;670;4786;3899;22;419;-402
730;43856;338;399;781;341;4716;3733;28;406;-396
731;43992;447;480;860;495;4841;4036;35;426;-403
732;44102;464;517;863;229;4818;3957;57;429;-409
733;44238;422;372;857;439;4968;3970;61;464;-419
734;44361;366;393;750;826;4638;4020;80;430;-409
735;44498;402;404;714;548;4624;3640;58;404;-392
736;44608;430;392;737;463;4743;3642;27;385;-378
737;44744;506;490;843;363;4682;3470;20;375;-365
738;44866;431;519;832;412;4809;3723;10;370;-362
739;45002;424;467;801;761;4483;3800;-17;372;-353
740;45124;403;502;670;774;4780;3898;-33;289;-316
741;45314;419;448;748;536;4824;4092;-38;300;-315
742;45425;492;480;844;463;4892;4053;-28;308;-321
743;45561;461;465;916;382;4825;3954;8;341;-344
744;45670;466;561;805;548;4926;3969;-4;336;-340
745;45806;488;470;647;754;4825;3943;12;322;-333
746;45917;456;488;628;402;4689;3591;20;313;-334
747;46053;363;454;629;548;4592;3679;13;329;-335
748;46187;624;445;797;200;4536;3296;-15;312;-316
749;46323;503;409;889;217;4605;3590;-31;334;-318
750;46432;458;555;802;704;4746;3889;-53;304;-304
751;46623;442;516;636;898;4790;4174;-91;272;-274
752;46733;478;449;660;479;4858;4045;-84;268;-283
753;46869;530;431;775;424;5188;4202;-81;313;-300
754;46979;476;494;804;704;5286;4281;-14;327;-326
755;47127;502;518;810;533;5010;4243;40;352;-355
756;47237;427;374;708;771;4985;4145;78;339;-365
757;47373;384;400;668;821;4789;4242;99;280;-347
758;47483;439;433;691;496;4793;3688;109;259;-339
759;47686;447;513;892;344;4402;3361;135;307;-362
760;47796;417;413;868;655;4724;3741;114;300;-352
761;47986;320;374;709;404;4920;3941;107;287;-354
762;48108;343;414;865;491;4844;4038;122;320;-365
763;48244;477;498;1026;552;4762;4262;137;323;-368
764;48353;524;439;812;780;4657;4540;102;313;-361
765;48489;485;434;664;768;4772;4013;71;281;-342
766;48609;488;464;603;659;4844;3867;78;253;-334
767;48746;549;367;711;-101;4969;2729;151;290;-369
768;48857;423;374;867;-558;5092;2602;229;404;-425
769;49017;275;473;891;-3;4863;2882;266;569;-484
770;49140;185;286;883;306;4437;2942;284;629;-493
771;49275;214;313;772;282;4891;3120;229;640;-485
772;49397;240;374;874;260;4790;3102;221;655;-482
773;49533;113;463;1068;-138;4616;2616;186;708;-487
774;49643;24;274;1027;-191;4949;3247;125;792;-483
775;49780;-35;370;976;504;5053;4468;209;817;-507
776;49890;-67;158;839;506;5127;4433;270;819;-519
777;50080;33;67;966;-51;4505;4307;370;840;-532
778;50190;56;18;974;405;5048;4502;383;864;-533
779;50325;-189;-143;1178;541;5688;3667;478;856;-532
780;50447;-82;101;825;22;4803;4455;573;856;-537
781;50583;-219;409;675;858;4395;5278;624;743;-554
782;50705;-264;185;890;1293;4729;5188;685;644;-562
783;50847;-61;15;1441;588;6073;2893;657;548;-533
784;50969;187;316;1282;261;4748;3625;677;515;-534
785;51105;65;214;1006;430;5068;4007;686;569;-549
786;51215;58;-21;782;709;4501;3959;726;545;-541
787;51350;177;233;843;553;4343;4228;667;496;-543
788;51460;212;144;998;348;4870;3723;616;499;-528
789;51596;91;281;1111;83;4515;3909;647;558;-557
790;51706;203;149;1116;713;4593;3824;593;601;-560
791;51909;-70;81;771;417;5139;4066;685;535;-547
792;52032;-95;186;834;455;4570;4122;714;504;-544
793;52168;-47;269;1149;699;5434;4285;725;463;-533
794;52277;-150;177;1064;425;5426;4347;834;419;-522
795;52413;-196;305;970;414;5250;4368;902;321;-484
796;52523;-216;134;771;591;4915;4239;935;298;-481
797;52658;-204;68;821;585;4257;3849;931;279;-490
798;52781;-179;138;1119;507;4114;3282;854;309;-504
799;52917;-142;228;1277;635;3880;2733;775;410;-531
800;53028;-46;250;940;439;4410;2283;680;469;-549
801;53220;-148;333;722;448;5084;2461;640;597;-572
802;53329;-98;191;868;13;4512;3689;615;682;-587
803;53531;-170;232;1219;689;4837;4417;648;672;-578
804;53641;-200;324;1014;392;4754;4226;674;627;-579
805;53802;-68;81;601;347;4795;4348;690;622;-578
806;53912;-29;62;791;651;4523;4356;691;574;-565
807;54049;-57;204;1044;560;4986;3515;692;534;-564
808;54159;-362;312;1310;699;5263;3588;728;527;-558
809;54294;-314;159;1037;433;5084;3329;777;546;-567
810;54404;-210;200;719;563;4541;3279;790;574;-572
811;54540;-199;156;852;697;4508;3832;737;587;-581
812;54662;-291;271;1071;713;4962;3529;716;546;-560
813;54864;-409;312;996;348;4697;3595;778;600;-575
814;54974;-220;243;650;409;4487;3584;764;632;-584
815;55112;-87;33;732;-262;4420;4367;685;695;-594
816;55222;-89;12;946;-41;5015;2645;648;791;-606
817;55357;-422;-231;1102;-118;4799;3638;606;907;-595
818;55467;-183;-161;1058;844;4374;3663;600;888;-600
819;55602;-355;-165;899;406;5230;3041;596;887;-594
820;55724;-442;-50;944;1608;3531;4949;594;836;-604
821;55860;164;116;1097;223;3951;4165;421;769;-588
822;55983;-117;71;1001;346;4943;3925;366;809;-584
823;56172;27;222;751;685;4462;3155;345;752;-579
824;56284;85;116;750;-24;5365;3038;351;757;-568
825;56419;-68;49;908;-524;5374;2715;439;864;-587
826;56529;-87;-299;1200;-534;4881;4565;456;971;-603
827;56718;-277;-356;1043;1384;4251;4367;481;932;-601
828;56829;-281;-43;938;1418;4770;3222;477;813;-606
829;56965;-93;20;670;472;4346;2999;447;792;-600
830;57075;-37;-70;986;1106;4892;3569;344;783;-577
831;57210;-283;316;1254;683;4940;4163;439;650;-576
832;57322;-364;232;1119;292;4560;3533;480;661;-589
833;57523;117;140;547;336;4609;3757;358;667;-570
834;57645;-53;86;828;362;5313;3669;378;689;-582
835;57783;-174;110;1313;741;4919;3790;466;662;-580
836;57893;-449;266;1173;1204;4713;3479;502;577;-570
837;58029;-139;110;1003;304;4508;3289;417;583;-562
838;58139;-260;88;683;352;4363;3322;394;615;-564
839;58275;-12;40;943;449;4179;3467;249;630;-536
840;58386;-288;15;1178;236;5442;2670;238;645;-540
841;58533;-244;167;1074;545;4237;2855;260;649;-545
842;58644;-200;139;741;448;4637;2471;196;646;-533
843;58833;68;160;801;916;4741;4114;157;568;-497
844;58956;-150;96;1143;357;4707;3403;170;550;-497
845;59104;-308;80;1156;550;4963;3273;155;531;-497
846;59214;-172;-35;1009;596;4906;3039;188;525;-501
847;59362;-123;106;780;414;4553;3107;212;477;-498
848;59473;-33;15;981;758;4530;4181;176;459;-478
849;59663;-167;251;1343;551;5105;4048;168;408;-469
850;59773;-364;315;1064;382;4596;3719;210;416;-478
851;59908;-179;172;752;405;4691;4028;131;458;-471
852;60018;-32;115;573;582;4575;4028;111;457;-468
853;60154;17;170;916;389;4924;3388;96;459;-466
854;60289;-565;422;1232;1004;5123;1600;226;358;-464
855;60424;-199;170;1036;-318;4300;1574;270;351;-475
856;60548;-256;-271;803;-622;4381;2467;241;474;-503
857;60683;41;-353;830;-703;4104;1860;155;600;-514
858;60794;277;-547;734;617;4190;4328;27;682;-495
859;60929;162;-156;1001;1291;4761;4269;28;557;-470
860;61039;250;-313;1102;407;4180;3877;-30;566;-445
861;61175;172;-51;1118;889;4901;3801;-68;545;-427
862;61285;-6;-261;1044;468;4535;3583;-40;505;-421
863;61474;206;-159;896;1007;4609;4230;-102;441;-382
864;61610;198;6;791;1060;4633;4025;-148;334;-335
865;61746;300;216;923;709;4913;3655;-157;277;-307
866;61856;261;9;943;-1136;4881;4042;-121;362;-359
867;61992;436;-283;1208;452;5104;4104;-197;462;-359
868;62102;117;-185;1001;1496;5523;4252;-52;410;-390
