"Number";"Time_ms";"Time";"Q1";"Q2";"Q3";"Q4";"crc"
290;11851;11.83899974822998;0.23156797885894775;0.07850835472345352;-0.07808506488800049;-0.966496467590332;43202;
291;11891;11.878999710083008;0.23148243129253387;0.078082375228405;-0.07810647785663605;-0.9665497541427612;49081;
292;11931;11.918999671936035;0.23257367312908173;0.07790307700634003;-0.07642507553100586;-0.9664366841316223;11339;
293;11971;11.958999633789062;0.23251943290233612;0.07760423421859741;-0.07681767642498016;-0.9664425849914551;28503;
294;12011;11.99899959564209;0.2233368158340454;0.07872676104307175;-0.07126454263925552;-0.9689396619796753;7760;
295;12051;12.038999557495117;0.2233818769454956;0.07848454266786575;-0.07177181541919708;-0.9689115285873413;61433;
296;12091;12.079000473022461;0.23181688785552979;0.07723773270845413;-0.07909518480300903;-0.9664570689201355;17003;
297;12131;12.119000434875488;0.23304498195648193;0.07822730392217636;-0.07806837558746338;-0.9661654829978943;35789;
298;12171;12.159000396728516;0.23323553800582886;0.0785779133439064;-0.0780300721526146;-0.9660941958427429;23243;
299;12211;12.199000358581543;0.2347506731748581;0.07808709889650345;-0.07565565407276154;-0.9659558534622192;52620;
300;12251;12.23900032043457;0.23448528349399567;0.07722073793411255;-0.07632787525653839;-0.9660371541976929;33159;
301;12291;12.279000282287598;0.22514139115810394;0.07783213257789612;-0.07079263031482697;-0.9686289429664612;52201;
302;12331;12.319000244140625;0.22547829151153564;0.07861699908971786;-0.07026319950819016;-0.9685257077217102;10350;
303;12371;12.359000205993652;0.22522053122520447;0.07789480686187744;-0.07124888151884079;-0.9685719609260559;4023;
304;12411;12.39900016784668;0.22427548468112946;0.07884904742240906;-0.07450976967811584;-0.9684687256813049;36196;
305;12451;12.439000129699707;0.2259628176689148;0.08104325085878372;-0.07375596463680267;-0.9679529070854187;44627;
306;12491;12.479000091552734;0.23507875204086304;0.07745165377855301;-0.07956214249134064;-0.9656133651733398;12502;
307;12531;12.519000053405762;0.23503939807415009;0.07696552574634552;-0.07901424169540405;-0.9657067656517029;48687;
308;12571;12.559000015258789;0.22644929587841034;0.07743534445762634;-0.07271333783864975;-0.9682134389877319;42623;
309;12611;12.598999977111816;0.22779133915901184;0.07906489819288254;-0.07163075357675552;-0.9678475856781006;49007;
310;12651;12.638999938964844;0.22715598344802856;0.07832381129264832;-0.07307326793670654;-0.9679493308067322;32701;
