"Number";"Time_ms";"Time";"Q1";"Q2";"Q3";"Q4";"crc"
2068;206971;206.95899963378906;0.21333007514476776;0.0781467854976654;-0.07198319584131241;-0.9711857438087463;60119;
2069;207071;207.0590057373047;0.2172383815050125;0.07776159048080444;-0.07619987428188324;-0.9700279235839844;52924;
2070;207171;207.15899658203125;0.20311307907104492;0.0766422376036644;-0.07810679823160172;-0.9730212688446045;16424;
2071;207271;207.25900268554688;0.19947576522827148;0.07600986957550049;-0.07400455325841904;-0.974143385887146;32870;
2072;207371;207.35899353027344;0.19502629339694977;0.07469543814659119;-0.07346735149621964;-0.9751861095428467;60412;
2073;207471;207.45899963378906;0.20002400875091553;0.07674337923526764;-0.07924331724643707;-0.9735611081123352;50202;
2074;207571;207.5590057373047;0.2006949782371521;0.08079086989164352;-0.07988456636667252;-0.9730430841445923;19035;
2075;207671;207.65899658203125;0.20100311934947968;0.07793477922677994;-0.07371454685926437;-0.973699152469635;36740;
2076;207771;207.75900268554688;0.20907358825206757;0.07749712467193604;-0.07476755231618881;-0.9719527959823608;46578;
2077;207871;207.85899353027344;0.21548548340797424;0.07638916373252869;-0.07524733245372772;-0.9706021547317505;45044;
2078;207971;207.95899963378906;0.217352956533432;0.07929296046495438;-0.07803534716367722;-0.9697322845458984;63317;
2079;208071;208.0590057373047;0.21129454672336578;0.07577554881572723;-0.07686784118413925;-0.9714442491531372;57260;
2080;208171;208.15899658203125;0.2045939862728119;0.0781475380063057;-0.07663711905479431;-0.9727081060409546;1494;
2081;208271;208.25900268554688;0.21257641911506653;0.07760101556777954;-0.07490058243274689;-0.9711741805076599;25524;
2082;208371;208.35899353027344;0.20769764482975006;0.07965269684791565;-0.07413036376237869;-0.972122311592102;37878;
2083;208471;208.45899963378906;0.21281079947948456;0.07764837890863419;-0.07585451006889343;-0.9710450172424316;41468;
2084;208571;208.5590057373047;0.19701974093914032;0.0783957690000534;-0.06997540593147278;-0.9747516512870789;39931;
2085;208671;208.65899658203125;0.20938986539840698;0.07717573642730713;-0.07439152896404266;-0.9719391465187073;39021;
2086;208771;208.75900268554688;0.2057988941669464;0.07535786926746368;-0.07079700380563736;-0.9731164574623108;44724;
2087;208871;208.85899353027344;0.20350301265716553;0.0780511200428009;-0.07246622443199158;-0.973264217376709;12519;
2088;208971;208.95899963378906;0.21110102534294128;0.07750596851110458;-0.07391418516635895;-0.9715791344642639;377;
2089;209071;209.0590057373047;0.20625434815883636;0.07668429613113403;-0.07151230424642563;-0.9728641510009766;52464;
2090;209171;209.15899658203125;0.2013368457555771;0.07802639901638031;-0.07062550634145737;-0.9738518595695496;57948;
2091;209271;209.25900268554688;0.21308505535125732;0.07585890591144562;-0.07706726342439651;-0.9710308313369751;10989;
2092;209371;209.35899353027344;0.1977306604385376;0.07604667544364929;-0.07620024681091309;-0.974327027797699;54203;
2093;209471;209.45899963378906;0.19697055220603943;0.07859078049659729;-0.07205859571695328;-0.9745941162109375;12246;
2094;209571;209.5590057373047;0.20049558579921722;0.0758751854300499;-0.07637812197208405;-0.9737612009048462;4316;
2095;209671;209.65899658203125;0.20741721987724304;0.07774995267391205;-0.07559429854154587;-0.9722235202789307;2515;
2096;209771;209.75900268554688;0.1908825784921646;0.07710622996091843;-0.07625383883714676;-0.9756042957305908;47528;
2097;209871;209.85899353027344;0.19668583571910858;0.07579278945922852;-0.0808413177728653;-0.9741842150688171;16395;
2098;209971;209.95899963378906;0.19453877210617065;0.07799310982227325;-0.07697615772485733;-0.9747545123100281;37350;
2099;210071;210.0590057373047;0.20142418146133423;0.0765962153673172;-0.07661249488592148;-0.9734945893287659;64676;
2100;210171;210.15899658203125;0.2063249796628952;0.0776718333363533;-0.07732384651899338;-0.9723262190818787;43024;
2101;210271;210.25900268554688;0.19828687608242035;0.0800599455833435;-0.07574857026338577;-0.9739276170730591;20137;
2103;210471;210.45899963378906;0.20597809553146362;0.07682416588068008;-0.07940962165594101;-0.9722989201545715;21589;
2104;210571;210.5590057373047;0.20436440408229828;0.0774310752749443;-0.07217015326023102;-0.9731552600860596;44539;
2105;210671;210.65899658203125;0.2102496474981308;0.07876213639974594;-0.07472821325063705;-0.971600353717804;4597;
2106;210771;210.75900268554688;0.2083228975534439;0.07850165665149689;-0.07209911942481995;-0.9722349643707275;36949;
2107;210871;210.85899353027344;0.21265718340873718;0.07687196135520935;-0.07245726138353348;-0.9713997840881348;38794;
2108;210971;210.95899963378906;0.22042562067508698;0.07805341482162476;-0.07352626323699951;-0.9694916605949402;60840;
2109;211071;211.0590057373047;0.21521537005901337;0.07630418241024017;-0.07258980721235275;-0.9708711504936218;58078;
2110;211171;211.15899658203125;0.2109372317790985;0.07852395623922348;-0.07369335740804672;-0.9715496897697449;55975;
