"Number";"Time_ms";"Accel x";"Accel y";"Accel z";"Gyro x";"Gyro y";"Gyro z";"Mag x";"Mag y";"Mag z";"crc"
58;2551;-114;173;962;486;4745;3799;-301;191;138;12567;
59;2591;-115;177;965;486;4744;3800;-365;183;174;25265;
60;2631;-115;175;966;487;4745;3799;-323;253;141;64331;
61;2671;-117;176;959;486;4745;3800;-306;205;111;18893;
62;2711;-121;180;968;486;4744;3800;-551;202;202;38688;
63;2751;-121;181;970;485;4744;3800;-331;182;176;40872;
64;2791;-116;180;969;484;4746;3800;-313;216;128;27675;
65;2831;-117;169;968;485;4744;3799;-321;186;156;64165;
66;2871;-115;178;965;485;4746;3799;-326;173;167;37647;
67;2911;-118;172;963;485;4747;3800;-323;204;162;57995;
68;2951;-121;173;959;482;4746;3798;-300;210;110;53277;
69;2991;-119;180;971;487;4746;3799;-567;210;198;21154;
70;3031;-119;167;963;480;4745;3799;-324;177;173;13196;
71;3071;-116;194;990;487;4746;3798;-293;217;73;4332;
72;3111;-123;159;953;478;4745;3799;-322;185;159;42100;
73;3151;-122;170;966;484;4746;3797;-322;188;161;13399;
74;3191;-120;182;967;487;4747;3799;-318;224;147;11856;
75;3231;-120;167;958;481;4746;3797;-305;216;108;9850;
76;3271;-115;186;971;487;4745;3800;-543;200;199;5295;
77;3311;-121;159;959;490;4743;3801;-328;180;167;20137;
78;3351;-121;182;969;485;4744;3799;-303;211;107;14327;
79;3391;-115;166;964;486;4746;3799;-629;205;212;4076;
80;3431;-115;179;970;487;4744;3800;-318;190;155;45958;
81;3471;-119;169;963;487;4745;3801;-326;232;151;47752;
82;3511;-121;181;965;484;4745;3801;-302;203;121;60062;
83;3551;-120;168;967;485;4746;3800;-420;197;171;41277;
84;3591;-113;176;969;490;4745;3799;-316;221;154;62651;
85;3631;-119;181;966;484;4743;3799;-304;192;115;63877;
86;3671;-112;175;967;485;4746;3798;-660;211;216;38219;
87;3711;-115;174;965;485;4746;3798;-317;187;160;23742;
88;3751;-123;173;962;487;4744;3800;-316;234;140;23220;
89;3791;-116;172;962;487;4745;3800;-315;198;136;48068;
90;3831;-116;169;967;485;4746;3799;-379;182;173;31274;
91;3871;-112;175;966;487;4744;3800;-328;236;156;49322;
92;3911;-123;176;968;485;4746;3800;-301;202;113;2442;
93;3951;-119;177;970;487;4744;3797;-515;199;198;16072;
94;3991;-113;176;965;485;4745;3800;-307;189;161;62481;
95;4031;-112;173;966;488;4745;3800;-296;255;83;10584;
96;4071;-119;175;968;487;4746;3798;-317;198;149;10129;
97;4111;-122;171;968;488;4745;3798;-306;180;156;31722;
98;4151;-122;173;960;488;4743;3800;-320;211;154;1384;
99;4191;-118;179;976;487;4743;3800;-282;205;104;33120;
100;4231;-111;184;967;489;4745;3800;-572;215;197;42318;
101;4271;-118;162;953;482;4742;3799;-313;183;160;23479;
102;4311;-128;177;970;488;4748;3799;-280;235;60;30696;
103;4351;-110;173;958;484;4748;3800;-314;184;165;32679;
104;4391;-116;178;969;489;4740;3799;-314;186;157;46458;
105;4431;-121;166;955;484;4745;3801;-322;243;145;9430;
106;4471;-117;177;964;486;4746;3799;-300;216;103;13620;
107;4511;-117;172;969;486;4747;3800;-485;204;185;1258;
108;4551;-118;169;967;485;4743;3798;-316;197;154;12818;
109;4591;-121;177;964;490;4746;3801;-302;212;111;11154;
110;4631;-117;169;965;484;4746;3799;-645;210;212;40700;
111;4671;-122;179;964;486;4744;3798;-312;188;161;11654;
112;4711;-121;167;962;485;4745;3800;-328;236;151;17803;
113;4751;-122;182;970;489;4745;3801;-317;209;128;57639;
114;4791;-119;176;969;485;4745;3799;-405;182;180;55393;
115;4831;-110;173;965;485;4744;3798;-322;235;154;42772;
116;4871;-118;172;968;487;4745;3799;-308;212;116;38592;
117;4911;-118;172;974;489;4742;3800;-500;199;190;50843;
118;4951;-127;165;964;486;4740;3800;-306;181;162;34691;
119;4991;-122;169;967;485;4743;3800;-313;225;132;34711;
120;5031;-121;177;962;483;4749;3801;-312;183;147;47006;
121;5071;-114;171;969;489;4744;3800;-315;191;157;1239;
122;5111;-116;176;966;485;4743;3800;-325;216;155;17117;
123;5151;-123;165;954;487;4747;3800;-289;210;105;61009;
124;5191;-121;174;968;485;4744;3798;-564;205;199;12435;
125;5231;-121;171;949;488;4746;3800;-319;175;170;14991;
126;5271;-109;193;996;492;4742;3800;-287;238;63;43576;
127;5311;-107;176;944;484;4742;3800;-320;182;166;49573;
128;5351;-131;166;975;492;4741;3800;-311;180;165;25533;
129;5391;-125;178;971;482;4747;3800;-325;226;155;64857;
130;5431;-121;157;950;488;4744;3799;-297;202;114;50822;
131;5471;-120;193;982;489;4742;3799;-556;192;211;50489;
132;5511;-122;158;947;483;4747;3799;-320;186;162;44325;
133;5551;-122;186;985;492;4744;3799;-306;207;113;24572;
134;5591;-123;176;968;482;4746;3800;-592;198;208;22504;
135;5631;-114;174;968;493;4744;3799;-321;191;155;2178;
136;5671;-117;168;968;488;4741;3800;-328;229;153;60261;
137;5711;-124;174;958;488;4746;3801;-305;205;114;26025;
138;5751;-118;173;959;483;4745;3797;-476;195;191;58308;
139;5791;-115;175;963;488;4746;3801;-330;206;159;40248;
140;5831;-117;179;968;489;4742;3801;-315;196;115;43260;
141;5871;-126;174;973;486;4744;3800;-669;200;227;36372;
142;5911;-119;177;961;488;4745;3801;-318;187;171;30261;
143;5951;-117;176;969;486;4744;3799;-325;227;160;1674;
144;5991;-121;184;962;487;4745;3800;-302;191;131;57447;
145;6031;-119;171;964;485;4745;3799;-378;183;171;7839;
146;6071;-116;180;969;486;4745;3800;-332;241;156;21613;
147;6111;-121;180;968;486;4746;3799;-299;197;118;25490;
148;6151;-117;177;975;486;4744;3800;-501;187;196;20064;
149;6191;-115;176;961;487;4745;3800;-325;179;169;27272;
150;6231;-116;173;969;486;4744;3800;-301;238;91;27080;
151;6271;-118;178;962;487;4745;3799;-320;189;147;18037;
152;6311;-116;168;966;485;4743;3798;-317;179;168;42448;
153;6351;-115;182;969;486;4745;3800;-325;201;166;2458;
154;6391;-123;176;966;486;4746;3800;-309;198;118;18164;
155;6431;-118;180;973;485;4746;3800;-575;208;201;18210;
156;6471;-116;175;967;486;4745;3798;-319;179;166;11922;
157;6511;-112;177;967;487;4744;3800;-296;236;66;61816;
158;6551;-120;175;965;486;4745;3798;-320;182;161;62474;
159;6591;-119;175;966;486;4745;3798;-323;184;161;8976;
160;6631;-115;175;960;488;4745;3800;-324;232;146;60784;
161;6671;-118;179;969;484;4745;3801;-303;213;96;7475;
162;6711;-117;180;966;485;4743;3800;-582;194;210;62306;
163;6751;-116;174;966;485;4745;3800;-327;174;169;31875;
164;6791;-113;174;967;487;4745;3799;-321;207;118;30213;
165;6831;-117;172;968;485;4745;3800;-587;198;204;60386;
166;6871;-120;175;959;487;4745;3800;-328;182;167;13717;
167;6911;-115;175;966;486;4746;3800;-333;228;157;54678;
168;6951;-117;181;966;487;4744;3800;-310;200;118;47053;
169;6991;-120;179;968;485;4745;3800;-498;193;194;45535;
170;7031;-112;177;968;486;4746;3800;-322;224;150;60950;
171;7071;-114;175;965;485;4744;3798;-306;211;111;207;
172;7111;-117;176;967;486;4744;3800;-400;201;174;43477;
173;7151;-122;174;961;487;4745;3800;-324;191;158;7144;
174;7191;-122;174;965;487;4744;3799;-324;240;148;45937;
175;7231;-119;174;961;485;4745;3799;-319;209;121;2311;
176;7271;-115;179;975;488;4745;3799;-443;196;179;49660;
177;7311;-117;180;966;485;4745;3799;-320;178;163;45560;
178;7351;-115;175;967;487;4744;3798;-307;187;123;53044;
179;7391;-115;177;967;485;4744;3799;-482;183;202;41524;
180;7431;-118;172;963;486;4744;3798;-335;193;161;48563;
181;7471;-119;176;966;487;4743;3800;-326;245;98;10045;
182;7511;-120;176;963;486;4746;3801;-314;199;136;59589;
183;7551;-119;181;967;486;4744;3801;-364;193;168;51851;
184;7591;-121;178;971;485;4745;3799;-328;190;167;43214;
185;7631;-117;177;968;486;4745;3799;-314;198;116;24029;
186;7671;-116;176;965;487;4744;3799;-534;199;200;10515;
187;7711;-118;171;965;485;4746;3801;-326;180;165;36132;
188;7751;-121;172;964;487;4745;3800;-332;229;128;22108;
189;7791;-122;178;965;487;4744;3800;-321;181;150;23612;
190;7831;-122;179;969;486;4745;3800;-326;182;160;18058;
191;7871;-118;176;968;485;4746;3800;-327;207;159;2426;
192;7911;-112;177;965;487;4745;3801;-299;209;95;65169;
193;7951;-118;175;965;488;4744;3800;-580;189;213;26284;
194;7991;-114;172;966;487;4746;3801;-332;184;171;56721;
195;8031;-115;172;966;487;4743;3798;-322;219;123;2918;
196;8071;-118;176;963;486;4744;3801;-342;181;171;47237;
197;8111;-120;173;964;486;4746;3800;-337;174;170;52581;
198;8151;-120;181;969;486;4745;3799;-339;211;164;11491;
199;8191;-112;175;966;486;4743;3799;-315;197;118;57632;
200;8231;-119;171;968;486;4744;3799;-570;198;204;35420;
201;8271;-116;173;965;487;4745;3798;-335;205;161;55820;
202;8311;-117;176;965;486;4746;3800;-325;207;120;2195;
203;8351;-119;172;962;485;4746;3799;-329;176;170;25641;
204;8391;-123;178;961;487;4744;3799;-338;179;172;4796;
205;8431;-118;177;966;486;4744;3800;-333;259;120;6450;
206;8471;-117;177;969;487;4745;3801;-313;205;112;57251;
207;8511;-111;174;965;486;4745;3800;-496;191;198;20550;
208;8551;-117;173;965;486;4746;3800;-328;169;167;18820;
209;8591;-115;173;967;485;4744;3800;-316;194;130;63700;
210;8631;-116;174;966;485;4744;3800;-407;177;186;45434;
211;8671;-120;178;969;487;4744;3800;-316;175;170;44469;
212;8711;-124;176;969;488;4745;3799;-325;252;104;12326;
213;8751;-119;180;967;487;4745;3800;-312;186;139;61365;
214;8791;-114;173;966;487;4745;3799;-435;193;183;43468;
215;8831;-120;170;965;485;4745;3800;-327;168;179;24909;
216;8871;-120;179;962;486;4744;3800;-300;225;71;5013;
217;8911;-119;171;963;487;4745;3799;-504;190;203;39320;
218;8951;-117;178;969;486;4745;3799;-328;178;172;7106;
219;8991;-122;176;969;485;4744;3801;-327;224;144;31398;
220;9031;-112;177;965;487;4744;3799;-325;188;150;1781;
221;9071;-111;175;967;486;4745;3799;-348;176;172;59364;
222;9111;-115;177;966;486;4745;3800;-348;192;177;52380;
223;9151;-117;170;966;486;4745;3799;-302;220;88;64183;
224;9191;-117;180;968;485;4744;3800;-584;202;213;59103;
225;9231;-121;177;966;484;4744;3800;-327;177;181;46568;
226;9271;-119;181;968;486;4746;3800;-314;211;124;46201;
227;9311;-119;178;968;485;4746;3800;-324;177;167;45527;
228;9351;-120;181;961;487;4744;3800;-337;178;167;10120;
229;9391;-115;180;966;486;4745;3800;-326;232;153;62094;
231;9471;-118;171;964;486;4744;3799;-535;202;200;43290;
232;9511;-120;181;968;488;4745;3800;-341;177;177;36471;
233;9551;-120;177;969;488;4745;3798;-315;211;113;16599;
234;9591;-115;173;968;486;4745;3800;-365;189;179;41340;
235;9631;-115;180;964;485;4745;3800;-335;179;170;57789;
236;9671;-117;175;963;486;4745;3799;-306;266;112;27539;
237;9711;-116;171;965;488;4745;3799;-307;207;117;2732;
238;9751;-121;174;961;488;4745;3799;-498;198;195;51287;
239;9791;-120;176;966;486;4744;3801;-335;181;174;13152;
240;9831;-121;177;967;486;4743;3798;-317;202;125;11523;
241;9871;-124;177;972;486;4745;3800;-417;186;183;65075;
242;9911;-115;176;967;487;4744;3799;-333;181;173;60595;
243;9951;-114;173;963;487;4745;3799;-334;232;154;10000;
244;9991;-115;178;969;485;4745;3800;-321;196;136;12296;
245;10031;-120;174;967;486;4744;3798;-416;190;184;56309;
246;10071;-118;178;965;486;4745;3800;-331;189;166;51071;
247;10111;-122;179;970;486;4745;3799;-291;224;67;56977;
248;10151;-117;178;967;486;4745;3799;-499;188;200;4646;
249;10191;-120;181;970;488;4744;3800;-324;176;167;36104;
250;10231;-117;178;967;486;4745;3800;-327;224;147;55487;
251;10271;-117;175;970;487;4745;3800;-317;181;151;49164;
252;10311;-116;174;962;485;4744;3799;-339;182;173;56948;
253;10351;-119;176;965;488;4743;3799;-326;189;163;62384;
254;10391;-119;181;969;487;4744;3799;-302;200;124;40491;
255;10431;-121;183;969;485;4745;3800;-665;209;224;32640;
256;10471;-112;176;964;486;4745;3799;-332;178;183;63649;
257;10511;-111;174;965;487;4746;3799;-325;209;146;29781;
258;10551;-115;176;966;486;4746;3800;-320;178;163;32923;
259;10591;-121;175;960;486;4745;3798;-335;174;181;54325;
260;10631;-119;170;965;486;4745;3799;-336;246;154;26364;
261;10671;-117;178;969;487;4746;3799;-309;196;119;8728;
262;10711;-122;173;964;486;4744;3799;-621;198;217;31915;
263;10751;-119;180;966;487;4745;3799;-322;170;178;10988;
264;10791;-115;174;966;486;4744;3799;-313;197;134;17071;
265;10831;-116;174;967;487;4746;3799;-330;175;180;37093;
266;10871;-118;170;965;487;4744;3799;-326;175;176;12273;
267;10911;-119;178;966;487;4745;3800;-316;266;126;56205;
268;10951;-121;172;962;485;4744;3799;-321;196;131;58145;
269;10991;-120;180;970;487;4744;3799;-561;188;212;50504;
270;11031;-112;177;964;486;4746;3800;-319;169;182;50352;
271;11071;-112;183;966;487;4746;3800;-278;215;78;32348;
272;11111;-116;177;965;486;4744;3800;-345;172;181;61778;
273;11151;-117;177;966;487;4745;3800;-312;182;172;56362;
274;11191;-118;172;963;484;4745;3800;-338;227;167;41481;
275;11231;-114;178;968;487;4747;3800;-312;202;124;5133;
276;11271;-122;175;969;486;4743;3800;-492;186;204;37885;
277;11311;-116;180;965;486;4743;3800;-322;178;179;42846;
278;11351;-118;175;968;485;4745;3800;-290;231;71;24776;
279;11391;-116;173;963;486;4743;3798;-429;178;198;40014;
280;11431;-118;172;965;486;4745;3800;-320;175;175;43713;
281;11471;-116;174;964;487;4743;3801;-331;232;163;18025;
282;11511;-120;172;964;485;4745;3799;-305;184;141;5289;
283;11551;-120;174;964;486;4745;3801;-424;180;197;48072;
284;11591;-122;175;972;485;4745;3799;-335;166;180;12105;
285;11631;-118;176;970;488;4744;3800;-314;192;131;45281;
286;11671;-115;172;964;486;4744;3799;-672;201;236;3787;
287;11711;-116;175;967;487;4744;3800;-325;165;183;4047;
288;11751;-118;173;968;485;4745;3799;-325;218;160;45895;
289;11791;-120;177;962;486;4744;3800;-320;186;146;57610;
290;11831;-119;176;969;486;4744;3799;-364;174;179;17644;
291;11871;-119;176;967;486;4746;3798;-330;243;160;20283;
292;11911;-116;179;966;487;4744;3800;-299;189;128;52628;
293;11951;-114;173;967;486;4746;3800;-533;190;207;44451;
294;11991;-118;175;963;486;4744;3801;-321;174;178;33219;
295;12031;-118;175;962;486;4744;3800;-308;211;142;3595;
296;12071;-116;180;969;486;4744;3799;-307;178;166;64066;
297;12111;-119;174;966;487;4744;3800;-314;175;178;12683;
298;12151;-120;182;966;486;4744;3801;-322;211;163;4613;
299;12191;-117;177;967;486;4746;3801;-313;200;126;55420;
300;12231;-113;175;965;486;4744;3800;-572;198;211;61320;
301;12271;-117;174;964;486;4745;3801;-331;174;184;734;
302;12311;-119;176;966;487;4746;3797;-294;233;86;13512;
303;12351;-116;170;964;486;4744;3800;-329;162;182;18822;
304;12391;-119;177;971;487;4743;3800;-320;173;174;54606;
305;12431;-122;179;969;486;4744;3799;-323;232;157;2907;
306;12471;-112;176;964;486;4745;3799;-309;208;115;37184;
307;12511;-115;175;966;486;4744;3800;-523;200;199;21268;
308;12551;-115;172;963;487;4745;3800;-320;182;174;24250;
309;12591;-119;173;966;487;4745;3800;-314;211;120;21511;
310;12631;-118;173;966;485;4743;3800;-607;197;211;59981;
311;12671;-117;178;971;486;4744;3800;-328;176;182;52155;
312;12711;-122;175;968;486;4745;3800;-328;238;161;11842;
313;12751;-119;179;966;487;4744;3799;-309;198;133;60895;
314;12791;-113;173;963;486;4745;3800;-462;190;192;4261;
315;12831;-117;176;969;486;4745;3800;-329;214;167;15526;
316;12871;-117;176;959;485;4745;3799;-305;203;117;12567;
317;12911;-120;176;965;486;4746;3799;-667;208;229;32701;
318;12951;-118;178;969;486;4744;3800;-317;179;174;61616;
319;12991;-121;180;970;487;4743;3799;-320;234;155;29078;
320;13031;-117;176;968;487;4746;3799;-309;197;141;52661;
321;13071;-121;183;971;486;4745;3799;-407;179;184;55083;
322;13111;-118;177;962;485;4745;3801;-329;238;157;44057;
323;13151;-120;174;966;488;4745;3799;-299;201;126;20858;
324;13191;-117;172;963;486;4744;3800;-480;186;199;38678;
325;13231;-118;172;961;485;4745;3799;-319;170;179;12370;
326;13271;-117;177;973;485;4746;3799;-312;241;108;24275;
327;13311;-122;175;971;488;4746;3800;-318;182;149;35157;
328;13351;-117;177;969;487;4744;3800;-363;188;173;17899;
329;13391;-113;175;964;486;4744;3800;-318;184;169;16661;
330;13431;-118;172;965;487;4744;3799;-315;197;128;55193;
332;13511;-118;176;961;486;4744;3800;-314;179;167;43487;
333;13551;-117;179;971;487;4745;3800;-299;223;92;52872;
334;13591;-120;180;966;487;4745;3799;-327;182;167;18713;
335;13631;-119;179;970;487;4747;3800;-318;174;165;48388;
336;13671;-115;176;964;486;4745;3798;-328;214;164;27337;
337;13711;-114;172;969;487;4743;3801;-285;216;89;20025;
338;13751;-119;172;965;488;4745;3799;-580;195;208;13204;
339;13791;-119;174;966;485;4746;3799;-319;165;183;34100;
340;13831;-120;180;967;487;4746;3800;-316;204;140;62585;
341;13871;-125;177;971;486;4744;3801;-541;186;219;17186;
342;13911;-119;179;968;488;4744;3801;-323;176;176;15323;
343;13951;-121;179;959;486;4745;3799;-325;215;167;14308;
344;13991;-118;174;968;487;4744;3800;-303;193;116;27997;
345;14031;-123;177;963;485;4744;3798;-555;196;215;648;
346;14071;-117;173;960;488;4744;3800;-330;202;172;40571;
347;14111;-117;180;972;487;4744;3800;-313;195;130;28267;
348;14151;-118;175;965;487;4745;3798;-329;176;170;34058;
349;14191;-118;182;968;486;4745;3799;-315;177;172;10091;
350;14231;-121;179;969;486;4744;3800;-319;230;160;60378;
351;14271;-111;177;966;485;4744;3800;-309;199;126;13703;
352;14311;-119;167;964;487;4745;3799;-497;200;205;28498;
353;14351;-122;174;963;486;4745;3799;-315;181;169;35361;
354;14391;-122;178;966;486;4745;3801;-313;207;123;8767;
355;14431;-122;181;971;486;4745;3798;-417;191;188;9930;
356;14471;-112;176;966;486;4746;3801;-335;188;174;1520;
357;14511;-114;176;963;487;4746;3801;-315;255;106;60629;
358;14551;-121;175;970;486;4745;3801;-317;196;135;18885;
359;14591;-119;177;963;486;4745;3800;-442;187;187;57324;
360;14631;-118;175;959;485;4745;3800;-319;171;170;3348;
361;14671;-120;174;969;487;4744;3800;-307;201;119;19785;
362;14711;-123;180;969;485;4745;3799;-447;192;188;18540;
363;14751;-120;178;969;486;4746;3800;-308;180;166;34337;
364;14791;-114;180;967;486;4745;3799;-324;225;153;58496;
365;14831;-113;176;964;485;4747;3801;-309;185;145;43845;
366;14871;-118;173;963;485;4744;3800;-380;183;183;18176;
367;14911;-118;175;964;485;4745;3799;-322;181;173;27323;
368;14951;-120;170;964;485;4744;3800;-292;222;70;136;
369;14991;-118;179;969;486;4744;3799;-516;184;208;41100;
370;15031;-121;179;970;487;4745;3799;-320;171;172;26457;
371;15071;-113;176;964;486;4745;3799;-308;212;144;38613;
372;15111;-112;174;965;486;4745;3798;-319;180;159;28780;
373;15151;-115;176;967;486;4745;3800;-325;170;177;46346;
374;15191;-120;169;965;485;4744;3798;-323;204;169;20825;
375;15231;-117;176;963;488;4745;3801;-306;205;116;65239;
376;15271;-121;178;971;485;4744;3799;-614;201;216;7007;
377;15311;-122;178;968;487;4745;3798;-317;186;173;26183;
378;15351;-115;174;968;485;4744;3801;-302;204;132;50065;
379;15391;-118;176;962;487;4744;3799;-321;178;167;33697;
380;15431;-118;177;962;484;4744;3800;-314;170;174;28140;
381;15471;-118;174;966;486;4745;3800;-317;259;137;21178;
382;15511;-117;177;965;486;4746;3801;-312;195;125;42133;
383;15551;-121;180;972;487;4745;3800;-582;193;223;23999;
384;15591;-121;178;973;487;4745;3799;-321;177;176;9176;
385;15631;-113;175;968;487;4745;3800;-319;201;130;20354;
386;15671;-117;178;969;486;4745;3799;-322;174;170;54248;
387;15711;-119;175;961;485;4745;3801;-323;181;167;8804;
388;15751;-119;176;963;486;4744;3799;-316;260;122;44302;
389;15791;-119;173;965;486;4745;3800;-302;198;116;54284;
390;15831;-120;180;969;487;4745;3800;-515;187;198;45951;
391;15871;-113;176;968;486;4746;3798;-325;183;173;1662;
392;15911;-123;178;971;487;4745;3799;-295;212;80;33563;
393;15951;-116;177;968;486;4744;3799;-363;190;173;26843;
394;15991;-112;175;965;485;4745;3800;-326;175;177;48164;
395;16031;-116;174;966;488;4745;3799;-327;226;160;25381;
396;16071;-121;169;966;487;4746;3800;-289;185;126;48394;
397;16111;-118;176;961;487;4745;3800;-460;183;196;3994;
398;16151;-122;178;970;486;4745;3799;-322;178;165;20044;
399;16191;-119;178;967;485;4745;3799;-290;215;68;48583;
400;16231;-118;175;969;486;4744;3799;-428;184;182;56443;
401;16271;-116;179;966;487;4745;3800;-326;174;172;63362;
402;16311;-114;175;967;486;4745;3800;-326;223;156;11409;
403;16351;-120;173;966;486;4745;3799;-312;188;135;52147;
405;16431;-116;175;969;487;4744;3800;-317;180;168;20867;
406;16471;-122;183;969;486;4744;3799;-297;183;123;31245;
407;16511;-113;175;967;486;4743;3799;-667;200;222;5698;
408;16551;-112;177;963;486;4745;3798;-308;168;172;17754;
409;16591;-113;175;963;486;4744;3801;-320;220;148;11168;
410;16631;-117;172;965;485;4743;3799;-303;180;136;57460;
411;16671;-120;178;961;487;4744;3800;-370;184;177;39570;
412;16711;-115;175;962;486;4745;3799;-341;240;156;58998;
413;16751;-119;181;971;487;4743;3800;-318;195;124;41998;
414;16791;-121;181;967;486;4745;3800;-509;194;200;39333;
415;16831;-114;175;965;486;4746;3799;-317;173;168;20473;
416;16871;-115;172;968;485;4744;3799;-316;212;150;38367;
417;16911;-123;172;960;487;4745;3799;-304;178;149;54192;
418;16951;-121;173;968;487;4745;3801;-327;183;169;50599;
419;16991;-116;175;961;487;4745;3801;-323;186;167;11942;
420;17031;-123;172;964;485;4744;3800;-304;195;124;4010;
421;17071;-122;180;968;486;4745;3799;-561;195;209;49659;
422;17111;-111;178;966;488;4743;3800;-330;166;184;41304;
423;17151;-118;180;961;486;4745;3800;-298;235;90;18106;
424;17191;-115;169;965;487;4744;3800;-317;182;161;37740;
425;17231;-119;171;967;486;4745;3800;-316;183;170;3336;
426;17271;-116;174;961;487;4745;3800;-319;211;163;38797;
427;17311;-116;171;967;485;4745;3800;-300;204;119;37147;
428;17351;-122;177;968;487;4745;3800;-575;200;209;1694;
429;17391;-122;183;971;487;4745;3799;-328;177;177;51405;
430;17431;-116;174;963;486;4746;3800;-311;207;122;20454;
431;17471;-115;175;965;487;4744;3800;-522;198;194;41704;
432;17511;-120;177;967;485;4744;3800;-330;176;170;38931;
433;17551;-117;174;961;486;4745;3800;-315;221;155;4738;
434;17591;-115;174;963;486;4745;3799;-296;205;106;33467;
435;17631;-117;182;969;486;4746;3798;-554;194;199;23695;
436;17671;-124;176;968;487;4745;3800;-331;198;161;710;
437;17711;-116;168;965;485;4743;3799;-307;197;122;21383;
438;17751;-114;178;967;488;4745;3799;-646;200;221;28250;
439;17791;-115;173;964;487;4745;3798;-337;180;172;53742;
440;17831;-120;173;967;487;4745;3799;-331;231;154;26432;
441;17871;-115;177;965;486;4745;3799;-311;193;124;4823;
442;17911;-122;177;971;486;4745;3801;-454;191;188;58557;
443;17951;-124;181;971;486;4746;3798;-332;223;158;37645;
444;17991;-111;174;966;487;4743;3800;-307;204;115;39691;
445;18031;-116;175;964;485;4745;3799;-444;185;188;18338;
446;18071;-113;175;968;486;4745;3799;-336;174;172;13799;
447;18111;-117;175;961;486;4745;3800;-321;258;105;12627;
448;18151;-120;177;967;486;4744;3800;-315;185;133;9119;
449;18191;-122;176;969;486;4743;3800;-386;177;184;48061;
450;18231;-118;179;966;487;4744;3799;-334;181;179;14022;
451;18271;-113;174;967;486;4745;3800;-317;196;122;44252;
