"Number";"Time_ms";"Fix";"Latitude";"Longitude";"Height";"Time, s";"Time, mks";"crc"
178;109146;0;55.910648345947266;37.805381774902344;200.0;0;0;12209;
179;109706;0;55.910648345947266;37.805381774902344;200.0;0;0;26140;
180;110238;0;55.910648345947266;37.805381774902344;200.0;0;0;58372;
181;110817;0;55.910648345947266;37.805381774902344;200.0;0;0;14689;
182;111552;0;55.910648345947266;37.805381774902344;200.0;0;0;63700;
183;112075;0;55.910648345947266;37.805381774902344;200.0;0;0;34550;
184;112705;0;55.910648345947266;37.805381774902344;200.0;0;0;29377;
185;113241;0;55.910648345947266;37.805381774902344;200.0;0;0;35274;
186;113870;0;55.910648345947266;37.805381774902344;200.0;0;0;28994;
187;114394;0;55.910648345947266;37.805381774902344;200.0;0;0;10274;
188;114942;0;55.910648345947266;37.805381774902344;200.0;0;0;19355;
190;116357;0;55.910648345947266;37.805381774902344;200.0;0;0;31906;
191;116822;0;55.910648345947266;37.805381774902344;200.0;0;0;56431;
192;117399;0;55.910648345947266;37.805381774902344;200.0;0;0;47326;
193;117998;0;55.910648345947266;37.805381774902344;200.0;0;0;43704;
194;118537;0;55.910648345947266;37.805381774902344;200.0;0;0;13778;
195;119171;0;55.910648345947266;37.805381774902344;200.0;0;0;64260;
196;119747;0;55.910648345947266;37.805381774902344;200.0;0;0;713;
197;120378;0;55.910648345947266;37.805381774902344;200.0;0;0;54464;
199;121464;0;55.910648345947266;37.805381774902344;200.0;0;0;21329;
200;121985;0;55.910648345947266;37.805381774902344;200.0;0;0;42109;
201;122607;0;55.910648345947266;37.805381774902344;200.0;0;0;41716;
202;123127;0;55.910648345947266;37.805381774902344;200.0;0;0;14216;
203;123703;0;55.910648345947266;37.805381774902344;200.0;0;0;23098;
204;124331;0;55.910648345947266;37.805381774902344;200.0;0;0;59341;
205;124960;0;55.910648345947266;37.805381774902344;200.0;0;0;20578;
206;125601;0;55.910648345947266;37.805381774902344;200.0;0;0;4196;
207;126098;0;55.910648345947266;37.805381774902344;200.0;0;0;62469;
208;126729;0;55.910648345947266;37.805381774902344;200.0;0;0;8816;
209;127267;0;55.910648345947266;37.805381774902344;200.0;0;0;10401;
210;127801;0;55.910648345947266;37.805381774902344;200.0;0;0;53857;
211;128322;0;55.910648345947266;37.805381774902344;200.0;0;0;35044;
212;128939;0;55.910648345947266;37.805381774902344;200.0;0;0;10978;
213;130217;0;55.910648345947266;37.805381774902344;200.0;0;0;34219;
214;130859;0;55.910648345947266;37.805381774902344;200.0;0;0;25755;
215;131338;0;55.910648345947266;37.805381774902344;200.0;0;0;26328;
216;131887;0;55.910648345947266;37.805381774902344;200.0;0;0;54734;
217;132681;0;55.910648345947266;37.805381774902344;200.0;0;0;10439;
218;133148;0;55.910648345947266;37.805381774902344;200.0;0;0;4788;
219;133766;0;55.910648345947266;37.805381774902344;200.0;0;0;44015;
220;134315;0;55.910648345947266;37.805381774902344;200.0;0;0;6436;
221;134850;0;55.910648345947266;37.805381774902344;200.0;0;0;27369;
222;135481;0;55.910648345947266;37.805381774902344;200.0;0;0;8293;
223;136032;0;55.910648345947266;37.805381774902344;200.0;0;0;64070;
224;136554;0;55.910648345947266;37.805381774902344;200.0;0;0;31994;
225;137241;0;55.910648345947266;37.805381774902344;200.0;0;0;55020;
226;137854;0;55.910648345947266;37.805381774902344;200.0;0;0;1665;
227;138385;0;55.910648345947266;37.805381774902344;200.0;0;0;41003;
228;139047;0;55.910648345947266;37.805381774902344;200.0;0;0;60259;
229;139520;0;55.910648345947266;37.805381774902344;200.0;0;0;55344;
230;140164;0;55.910648345947266;37.805381774902344;200.0;0;0;42385;
231;140743;0;55.910648345947266;37.805381774902344;200.0;0;0;25943;
232;141224;0;55.910648345947266;37.805381774902344;200.0;0;0;8262;
233;141801;0;55.910648345947266;37.805381774902344;200.0;0;0;42369;
234;142487;0;55.910648345947266;37.805381774902344;200.0;0;0;17751;
235;143021;0;55.910648345947266;37.805381774902344;200.0;0;0;14347;
236;143574;0;55.910648345947266;37.805381774902344;200.0;0;0;45008;
237;144262;0;55.910648345947266;37.805381774902344;200.0;0;0;44939;
238;144920;0;55.910648345947266;37.805381774902344;200.0;0;0;1555;
239;145387;0;55.910648345947266;37.805381774902344;200.0;0;0;44453;
240;145927;0;55.910648345947266;37.805381774902344;200.0;0;0;43592;
241;146524;0;55.910648345947266;37.805381774902344;200.0;0;0;15993;
242;147158;0;55.910648345947266;37.805381774902344;200.0;0;0;43344;
243;147695;0;55.910648345947266;37.805381774902344;200.0;0;0;30913;
244;148229;0;55.910648345947266;37.805381774902344;200.0;0;0;31729;
