"Number";"Time_ms";"Accel x";"Accel y";"Accel z";"Gyro x";"Gyro y";"Gyro z";"Mag x";"Mag y";"Mag z";"crc"
275;49952;-337;56;922;497;4753;3799;-19;0;-1;59768;
277;50257;-329;57;922;499;4753;3800;0;-19;-14;53888;
283;51311;-339;60;919;496;4752;3799;-19;0;-1;3026;
285;51650;-336;58;917;496;4753;3798;0;-19;-14;44610;
293;53007;-338;57;924;495;4753;3799;0;-19;-14;63838;
295;53326;-336;64;921;497;4752;3799;-19;0;-1;25026;
299;53962;-340;62;923;497;4753;3800;-19;0;-1;14484;
301;54390;-336;54;922;497;4753;3798;-19;-19;-14;49637;
307;55334;-337;62;919;498;4753;3800;-19;0;-1;19430;
311;55970;-335;57;920;496;4752;3799;-19;0;-1;28952;
315;56603;-329;56;929;491;4747;3797;0;-19;-14;25358;
317;56914;-337;56;921;498;4754;3800;-19;-19;-14;48504;
323;57898;-344;48;924;498;4752;3799;-19;-19;-14;24998;
325;58217;-341;56;924;496;4753;3797;-19;0;-1;38597;
327;58521;-339;59;925;497;4753;3800;0;-19;-14;5177;
331;59267;-340;52;922;495;4755;3798;0;-19;-14;43026;
333;59586;-339;57;919;496;4752;3799;-19;0;-1;35241;
339;61321;-337;65;924;498;4752;3800;-19;-19;-14;21147;
343;61959;-334;61;919;497;4753;3799;0;-19;-14;54469;
349;62911;-334;52;924;495;4751;3798;-19;0;-1;41278;
355;63974;-339;55;921;497;4752;3800;-19;-19;-14;27197;
357;64296;-334;61;920;497;4754;3799;-19;0;-1;62644;
363;65347;-337;60;919;496;4752;3797;0;-19;-14;10129;
365;65747;-333;63;920;499;4752;3799;-19;0;-1;24136;
371;66772;-340;58;921;495;4754;3799;-19;-19;-14;10653;
373;67110;-341;65;924;498;4751;3799;0;-19;-14;33793;
375;67428;-341;60;922;498;4753;3801;-19;0;-1;17101;
379;68145;-338;64;924;498;4753;3798;0;-19;-14;55443;
381;68449;-338;61;923;496;4752;3797;-19;0;-1;19821;
387;69452;-338;62;920;496;4755;3798;-19;-19;-14;9527;
389;69757;-337;60;918;499;4751;3800;0;-19;-14;17107;
391;70079;-340;54;923;495;4753;3798;-19;-19;-14;64742;
395;70729;-337;62;923;497;4755;3799;0;-19;-14;52983;
397;71061;-339;61;918;498;4753;3799;-19;0;-1;46931;
403;72068;-336;56;919;497;4754;3799;-19;0;-1;29089;
405;72428;-335;61;918;496;4753;3800;0;0;-1;7118;
407;72752;-335;65;922;497;4752;3798;0;0;-1;7771;
411;73372;-337;53;922;495;4754;3798;0;-19;-14;28662;
413;73690;-337;57;916;500;4756;3800;-19;0;-1;36788;
419;74678;-338;55;920;496;4753;3799;0;0;-1;34479;
421;74983;-336;59;924;497;4751;3798;0;-19;-14;47856;
423;75315;-339;55;922;500;4750;3801;-19;-19;-14;42039;
427;75954;-336;66;922;498;4752;3799;-19;-19;-14;61124;
429;76274;-340;59;925;497;4753;3799;-19;0;-1;57677;
435;77228;-337;61;919;497;4752;3799;0;-19;-14;49018;
437;77713;-338;67;925;497;4753;3800;0;0;-1;37416;
439;78047;-337;60;918;496;4753;3798;0;-19;-14;56575;
445;79769;-335;63;921;498;4752;3799;-19;0;-1;32580;
451;80831;-334;57;917;496;4752;3799;-19;-19;-14;57024;
453;81241;-335;58;918;493;4754;3797;-19;-19;-14;57286;
459;82197;-336;57;919;497;4753;3800;0;-19;-14;58318;
467;83552;-339;54;921;496;4752;3799;0;-19;-14;58862;
469;83887;-334;55;923;496;4752;3798;-19;-19;-14;55283;
471;84207;-337;55;920;496;4752;3799;-19;0;-1;26492;
475;84944;-338;56;923;496;4752;3799;0;-19;-14;31260;
477;85264;-335;57;921;495;4753;3798;-19;0;-1;16814;
483;86214;-338;60;920;495;4753;3798;-19;0;-1;26164;
487;86878;-341;60;923;497;4752;3800;-19;-19;-14;53895;
493;87834;-334;58;919;495;4753;3799;0;0;-1;11786;
499;88799;-336;56;923;498;4751;3798;-19;-19;-14;22924;
501;89117;-342;51;921;495;4754;3799;-19;0;-1;546;
507;90074;-337;58;920;497;4751;3799;0;-19;-14;27254;
517;91747;-338;63;923;495;4753;3799;-19;-19;-14;44029;
519;92082;-335;60;924;495;4753;3796;-19;-19;-14;3111;
523;92728;-336;54;919;496;4754;3799;-19;-19;-14;41139;
525;93959;-342;61;918;495;4755;3799;-19;-19;-14;537;
531;94929;-339;62;920;495;4753;3798;0;-19;-14;64494;
533;95249;-340;55;921;495;4753;3798;-19;-19;-14;22392;
535;95584;-338;59;919;496;4753;3799;-19;0;-1;26058;
539;96209;-340;61;924;497;4753;3798;-19;-19;-14;48209;
541;96624;-341;59;920;497;4750;3799;-19;0;-1;60631;
547;98440;-278;59;947;480;4729;3797;-19;0;-1;2207;
549;98746;-371;98;906;522;4756;3800;0;-19;-14;54814;
551;99066;-343;62;924;501;4761;3803;-19;0;-1;27429;
555;99825;-346;61;922;501;4761;3804;-19;-19;-14;57216;
557;100143;-353;63;916;495;4746;3795;-19;0;-1;21085;
563;101096;-343;60;916;499;4757;3798;-19;-19;-14;19343;
565;101415;-335;56;924;495;4753;3798;0;0;-1;31233;
567;101734;-347;60;921;497;4755;3797;0;-19;-14;18519;
573;102703;-338;57;918;497;4754;3799;-19;0;-1;30635;
579;103659;-338;60;920;497;4752;3798;0;-19;-14;3303;
581;104073;-337;60;921;499;4753;3798;-19;0;-1;6175;
583;104379;-336;58;924;495;4751;3799;0;-19;-14;19092;
587;105022;-334;64;923;497;4754;3798;0;-19;-14;30641;
589;105375;-335;63;921;496;4753;3798;0;-19;-14;31115;
597;106635;-337;57;921;496;4753;3798;0;-19;-14;27154;
599;107037;-340;61;922;497;4753;3798;0;-19;-1;48337;
603;107687;-337;58;917;496;4754;3798;-19;0;-1;20510;
605;108007;-338;56;918;496;4752;3799;0;-19;-14;56733;
611;109047;-336;69;924;502;4752;3801;-19;-19;-14;54963;
613;109380;-343;43;923;499;4751;3800;0;0;-1;35861;
615;109685;-339;70;922;497;4750;3799;-19;0;-1;1680;
619;110414;-337;55;924;496;4752;3798;0;0;-1;61336;
621;110739;-338;59;918;497;4752;3799;0;-19;-14;28448;
627;111713;-335;57;921;495;4752;3799;-19;0;-1;42351;
629;112021;-336;58;919;497;4752;3798;0;-19;-14;56852;
631;112435;-337;58;920;496;4750;3799;-19;0;-1;48509;
635;113085;-338;61;915;496;4753;3798;-19;-19;-14;15694;
637;113404;-337;61;915;498;4753;3798;-19;0;-1;43893;
643;114610;-340;60;919;495;4753;3798;-19;0;-1;28907;
645;115540;-333;61;913;497;4752;3798;0;-19;-14;2237;
647;115845;-340;57;921;496;4752;3797;-19;0;-1;6161;
651;116467;-334;57;922;496;4752;3799;-19;0;-1;43224;
653;116811;-340;59;922;495;4751;3797;-19;-19;-14;5235;
659;117857;-337;54;921;495;4752;3798;0;-19;-14;59186;
663;118510;-337;57;921;496;4752;3799;-19;0;-1;62481;
669;119465;-339;60;920;496;4753;3799;0;-19;-14;34635;
675;120512;-339;59;921;495;4752;3799;0;-19;-14;61106;
677;120834;-339;61;923;494;4752;3798;-19;-19;-14;5836;
683;121789;-336;55;921;497;4753;3799;0;-19;-14;30697;
693;123488;-340;59;919;495;4752;3798;-19;0;-1;58487;
695;123823;-339;59;923;496;4753;3799;0;0;-1;2764;
699;124556;-340;55;920;496;4753;3798;-19;0;-1;9395;
701;124876;-338;58;917;495;4753;3798;0;-19;-14;36286;
707;125831;-336;57;918;495;4753;3799;-19;-19;-14;28116;
711;126475;-336;61;919;498;4753;3798;0;-19;-14;16655;
717;127551;-333;56;919;494;4754;3798;-19;-19;-14;63017;
723;128497;-335;56;922;497;4751;3799;0;0;-1;37362;
725;128808;-339;61;920;496;4753;3798;-19;0;-1;8916;
727;129222;-335;59;918;497;4751;3799;-19;-19;-14;37635;
731;129873;-335;56;921;497;4752;3798;0;-19;-14;63223;
733;130179;-340;56;919;498;4751;3798;-19;0;-1;64369;
739;131243;-333;57;920;497;4752;3799;0;-19;-14;38573;
741;131563;-339;58;915;496;4753;3798;-19;-19;-14;7629;
743;131869;-339;59;920;498;4752;3798;-19;0;-1;44995;
747;133365;-336;52;926;497;4752;3798;0;-19;-14;52761;
749;133697;-339;56;920;494;4752;3798;-19;0;-1;11235;
755;134649;-335;60;918;499;4751;3800;-19;-19;-14;41483;
759;135301;-339;61;921;496;4753;3799;0;-19;-14;22583;
765;136353;-338;55;922;497;4751;3799;-19;0;-1;56818;
771;137305;-342;49;923;495;4752;3799;-19;-19;-14;46349;
773;137650;-340;57;923;496;4752;3798;-19;0;-1;18698;
779;138583;-333;57;917;495;4752;3799;-19;-19;-14;36611;
789;140262;-338;52;922;496;4751;3799;0;-19;-14;40427;
791;140621;-336;61;920;501;4753;3800;0;-19;-14;8574;
795;141273;-337;58;918;494;4752;3797;0;-19;-14;9604;
797;141580;-339;59;922;500;4752;3799;-19;0;-1;60420;
803;142642;-336;64;919;495;4757;3797;-19;-19;-14;47733;
807;143352;-335;54;920;496;4752;3797;0;-19;-14;3246;
813;144330;-338;61;920;497;4754;3800;0;0;-1;25999;
819;145376;-340;57;920;495;4752;3798;-19;0;-1;16370;
821;145681;-337;63;917;497;4753;3799;0;-19;-14;29365;
827;146771;-335;59;917;496;4753;3799;-19;-19;-14;7888;
829;147078;-337;58;919;496;4753;3798;0;0;-1;23351;
835;148114;-335;60;915;496;4751;3799;-19;0;-1;61785;
837;148446;-338;57;921;496;4753;3798;0;0;-1;2402;
839;148753;-339;62;924;496;4753;3798;-19;-19;-14;61177;
843;149377;-340;67;924;499;4753;3800;-19;-19;-14;40232;
845;149723;-341;58;920;499;4752;3800;-19;0;-1;12842;
851;151443;-340;65;924;497;4750;3798;-19;0;-1;49700;
853;151761;-336;59;919;497;4752;3798;0;-19;-14;11583;
855;152080;-333;57;920;495;4753;3800;-19;0;-14;6876;
859;152755;-338;63;917;497;4751;3799;0;-19;-14;50272;
861;153060;-338;55;921;496;4751;3799;-19;0;-1;17680;
867;154111;-334;59;917;496;4752;3797;-19;-19;-14;24554;
869;154417;-344;58;925;496;4753;3796;0;0;-1;6205;
875;155468;-335;60;915;497;4751;3799;-19;-19;-14;56781;
885;157090;-336;56;916;496;4753;3798;0;-19;-14;8613;
887;157395;-342;61;924;496;4752;3798;-19;-19;-14;36398;
893;159318;-334;55;921;496;4752;3798;-19;0;-1;10112;
899;160275;-339;61;918;496;4753;3798;-19;-19;-14;42464;
901;160594;-341;57;921;496;4751;3798;-19;0;-1;51444;
903;160929;-335;54;921;494;4752;3798;0;0;-1;20930;
907;161552;-337;61;919;497;4751;3799;0;-19;-14;62670;
909;161981;-339;60;920;496;4752;3797;-19;-19;-14;54810;
915;162925;-340;59;923;496;4752;3798;-19;0;-1;57443;
917;163338;-336;61;915;497;4751;3798;0;-19;-14;50504;
919;163656;-332;57;918;496;4753;3799;-19;0;-1;62624;
923;164289;-336;61;915;497;4753;3796;0;-19;-14;4769;
925;164614;-337;61;918;498;4752;3800;-19;-19;-14;62648;
931;165597;-336;61;918;495;4752;3798;-19;-19;-14;59772;
933;165904;-337;58;916;497;4751;3799;-19;0;-1;30970;
935;166235;-338;56;919;497;4752;3799;0;-19;-14;39616;
939;166886;-335;57;919;495;4752;3799;0;-19;-14;53467;
941;167204;-336;61;921;496;4754;3798;-19;0;-1;48218;
949;169328;-340;59;921;495;4752;3798;-19;0;-1;4963;
951;169647;-335;63;921;497;4753;3798;0;-19;-14;56973;
955;170378;-335;59;922;496;4751;3797;-19;0;-1;15598;
965;172077;-337;62;921;496;4751;3799;0;-19;-14;7586;
967;172399;-338;59;918;497;4753;3798;-19;-19;-14;40194;
971;173038;-338;60;920;495;4752;3798;-19;-19;-14;17831;
973;173385;-335;57;920;497;4752;3799;-19;-19;-14;20844;
979;174409;-330;58;916;496;4753;3798;0;-19;-14;6560;
981;174814;-334;61;922;500;4751;3800;0;-19;-14;38392;
983;175135;-343;46;922;495;4753;3798;-19;0;-1;27817;
987;175782;-339;59;920;496;4751;3798;-19;0;-1;31004;
989;176101;-335;56;920;498;4751;3799;-19;-19;-14;9154;
995;177092;-339;61;920;498;4751;3798;0;0;-1;57316;
997;177396;-339;60;918;496;4752;3798;-19;0;-1;41140;
1003;178365;-337;58;919;496;4752;3799;0;-19;-14;25510;
1013;180056;-334;60;919;496;4751;3798;0;-19;-14;47604;
1015;180368;-338;54;918;494;4753;3797;-19;-19;-14;48343;
1019;181112;-336;57;917;496;4751;3798;-19;-19;-14;18436;
1021;181431;-339;61;925;495;4753;3798;0;0;-1;43298;
1027;182375;-334;60;919;497;4752;3798;-19;-19;-14;33995;
1031;183033;-335;58;918;495;4753;3799;-19;0;-1;30240;
1037;184156;-337;55;918;495;4751;3797;0;-19;-14;39863;
1043;185110;-332;60;916;495;4752;3798;-19;0;-1;10915;
1045;185444;-338;61;918;496;4753;3798;0;-19;-14;13676;
1047;185765;-338;60;919;498;4751;3799;-19;-19;-14;11329;
1051;187180;-336;63;923;497;4752;3798;-19;0;-1;47957;
1061;188858;-336;58;918;498;4751;3798;-19;-19;-14;27598;
1063;189195;-337;54;922;495;4753;3799;0;-19;-14;40259;
1067;189930;-338;58;916;497;4752;3798;0;-19;-14;54144;
1069;190250;-336;60;918;495;4753;3798;-19;0;-1;21377;
1075;191216;-343;56;924;496;4752;3798;0;-19;-14;40427;
1079;191844;-337;60;922;498;4752;3800;-19;0;-1;24792;
1085;192833;-335;56;918;496;4751;3798;-19;0;-1;61287;
1091;193878;-339;57;922;495;4753;3798;-19;0;-1;11028;
1093;194200;-335;58;919;496;4752;3798;0;-19;-14;7196;
1099;195247;-335;61;923;496;4751;3798;0;0;-1;53253;
1109;196949;-337;59;915;498;4752;3798;0;-19;-14;25978;
1111;197255;-332;56;916;494;4753;3798;0;-19;-14;47550;
1115;197892;-332;55;918;494;4751;3798;0;-19;-14;59980;
1117;198230;-336;56;921;495;4752;3798;0;0;-1;20992;
1123;199276;-338;54;920;495;4752;3798;-19;0;-1;17420;
1125;199676;-335;56;922;495;4753;3799;-19;0;-1;55308;
1127;199999;-340;61;919;497;4753;3800;0;0;-1;37972;
1131;200658;-338;62;921;497;4753;3798;0;-19;-14;43188;
1133;200978;-338;53;922;496;4754;3799;-19;0;-1;62009;
1139;201932;-338;62;918;495;4752;3798;0;-19;-14;9124;
1141;202251;-336;59;921;496;4751;3798;-19;-19;-14;40234;
1147;203205;-337;62;924;496;4751;3798;0;-19;-14;52945;
1155;205350;-335;59;915;496;4752;3799;-19;0;-1;43527;
1157;205669;-339;56;919;495;4753;3797;0;-19;-14;6081;
1159;205974;-336;61;917;496;4752;3798;-19;0;-1;47933;
1163;206731;-337;53;922;497;4751;3799;-19;0;-1;30563;
1165;207050;-335;62;922;496;4752;3798;0;-19;-14;23719;
1171;208008;-337;60;922;497;4752;3798;-19;0;-1;46201;
1173;208315;-336;56;918;495;4753;3798;0;-19;-14;1115;
1175;208635;-336;59;920;496;4751;3798;-19;0;-1;52011;
1179;209257;-339;57;918;497;4753;3797;-19;0;-1;60999;
1181;209673;-341;61;924;494;4751;3797;0;-19;-14;55230;
1187;210726;-341;62;924;496;4753;3799;-19;0;-1;14636;
1189;211058;-333;59;918;496;4753;3798;0;-19;-14;26646;
1195;212014;-333;54;922;496;4751;3798;-19;-19;-14;39275;
1205;213698;-340;60;921;497;4752;3800;-19;-19;-14;50370;
1207;214045;-337;63;920;497;4752;3799;-19;0;-1;42366;
1211;214763;-338;60;918;495;4751;3798;-19;0;-1;62481;
1213;215068;-336;56;920;497;4751;3797;0;-19;-14;60296;
1219;216054;-341;57;921;494;4753;3799;-19;-19;-14;34669;
1223;216678;-339;57;918;495;4752;3798;-19;0;-1;23238;
1229;217677;-338;61;922;496;4753;3799;0;0;-1;15616;
1235;218704;-341;63;919;497;4751;3798;0;-19;-14;59744;
1237;219107;-334;56;923;496;4751;3798;-19;0;-1;16520;
1239;219440;-334;58;917;496;4752;3797;0;0;-1;27788;
1243;220091;-338;59;922;496;4751;3798;0;0;-1;15110;
1251;221627;-337;60;918;496;4753;3799;0;-19;-14;50309;
1253;222541;-338;58;919;497;4750;3797;-19;0;-1;19321;
1255;222845;-335;60;918;495;4751;3797;-19;0;-1;40115;
1259;223479;-336;56;919;496;4752;3799;0;0;-1;14692;
1261;223824;-341;52;922;494;4753;3798;-19;-19;-14;39551;
1267;224775;-336;61;919;495;4752;3798;0;-19;-14;64153;
1269;225096;-337;59;918;497;4750;3799;-19;-19;-14;7561;
1271;225512;-339;59;916;495;4751;3798;0;0;-1;31194;
1277;226553;-332;58;917;497;4749;3798;0;-19;-14;54587;
1283;227522;-335;58;919;497;4751;3798;-19;0;-1;32245;
1285;227857;-337;55;920;496;4753;3798;-19;0;-1;8110;
1287;228164;-335;57;920;496;4751;3798;0;-19;-14;57972;
1291;228812;-341;59;920;495;4751;3798;0;-19;-14;14600;
1299;230190;-338;57;919;496;4751;3797;-19;0;-1;7823;
1301;230496;-334;55;919;496;4751;3797;0;-19;-14;60291;
1303;230830;-338;54;922;495;4752;3799;0;-19;-14;16992;
1307;231578;-333;57;918;496;4753;3798;0;-19;-14;23347;
1309;231886;-338;60;919;496;4752;3797;-19;0;-1;40884;
1315;232865;-334;57;919;496;4750;3796;-19;-19;-14;59287;
1319;233496;-337;56;919;495;4751;3798;0;0;-1;25245;
1325;234637;-335;58;916;496;4754;3797;0;0;-1;12422;
1331;235581;-334;61;916;495;4751;3799;-19;-19;-14;60295;
1333;235907;-338;61;924;496;4752;3798;0;-19;-14;58776;
1339;236893;-336;63;920;497;4752;3799;0;-19;-14;37589;
1349;238567;-339;58;919;495;4751;3799;0;-19;-1;581;
1351;238901;-339;56;918;495;4752;3798;-19;-19;-14;61048;
1355;240300;-340;55;920;495;4752;3797;0;0;-1;21190;
1357;240631;-339;60;924;495;4752;3796;0;-19;-14;561;
1363;241661;-337;57;920;494;4753;3797;-19;0;-1;12173;
1365;241990;-335;55;920;496;4751;3798;0;-19;-14;36579;
1367;242312;-337;58;918;495;4752;3799;-19;0;-1;9096;
1371;242963;-341;59;922;497;4752;3798;-19;-19;-14;39726;
1373;243283;-336;60;919;496;4751;3798;-19;0;-1;20886;
1379;244429;-339;54;915;496;4752;3798;0;0;-1;62624;
1381;244737;-333;59;915;495;4752;3799;-19;0;-1;51778;
1383;245058;-336;57;919;494;4751;3797;0;-19;-14;31309;
1387;245716;-337;59;920;495;4753;3798;0;-19;-14;32948;
1389;246048;-342;52;920;494;4752;3798;-19;0;-1;10464;
1395;246987;-336;55;918;496;4753;3799;-19;0;-1;55718;
1397;247404;-337;59;916;497;4751;3798;0;-19;-14;63459;
1399;247732;-339;60;916;496;4751;3799;0;0;-1;6160;
1403;248369;-337;55;921;495;4753;3797;-19;0;-1;40085;
1405;248690;-334;56;919;495;4751;3797;0;0;-1;12541;
1411;249754;-343;54;920;494;4752;3798;-19;-19;-14;16103;
1415;250529;-326;62;920;499;4752;3801;-19;-19;-14;13998;
1421;251504;-334;61;917;497;4751;3799;0;-19;-14;39422;
1427;252442;-338;59;917;495;4750;3798;-19;0;-1;63212;
1429;252775;-338;58;918;497;4752;3797;0;-19;-14;64330;
1435;253757;-338;58;919;497;4751;3798;-19;0;-1;33145;
1445;255368;-333;57;920;495;4750;3797;-19;0;-1;64325;
1447;255688;-335;59;916;495;4752;3798;0;0;-1;29189;
1451;256556;-340;58;914;495;4751;3798;0;0;-1;28348;
1453;256890;-335;56;921;495;4752;3799;0;-19;-14;47533;
1459;258594;-342;50;921;497;4753;3799;0;-19;-14;23474;
1461;258912;-337;61;918;494;4752;3797;-19;0;-1;36754;
1463;259245;-337;57;921;496;4752;3797;0;-19;-14;46111;
1469;260483;-346;53;917;493;4751;3796;0;-19;-14;26254;
1475;261466;-339;53;923;493;4751;3797;-19;-19;-14;57978;
1477;261786;-340;61;916;496;4753;3798;-19;0;-1;26688;
1479;262107;-334;61;920;494;4751;3797;0;-19;-14;42974;
1483;262731;-333;56;921;495;4751;3799;0;-19;-14;41091;
1491;264104;-332;49;916;497;4751;3799;-19;0;-1;53556;
1493;264424;-338;55;922;491;4751;3796;0;-19;-14;55830;
1495;264904;-334;49;909;494;4752;3796;-19;-19;-14;45919;
1499;265544;-338;52;920;496;4751;3798;-19;-19;-14;34250;
1501;265869;-333;57;918;495;4750;3798;-19;-19;-14;27938;
1507;266848;-338;58;921;495;4752;3798;-19;0;-1;55723;
1509;267154;-342;58;922;494;4753;3797;0;-19;-14;40709;
1511;267473;-336;59;916;496;4752;3799;-19;0;-1;31976;
1515;268110;-337;56;918;496;4752;3799;0;0;-1;23713;
1517;268456;-333;58;920;496;4751;3797;0;-19;-14;19278;
1523;269402;-342;56;920;495;4753;3798;0;-19;-14;59245;
1525;269802;-335;57;920;494;4753;3797;0;-19;-14;36137;
1527;270120;-341;60;921;496;4750;3798;-19;0;-1;64202;
1531;270782;-337;62;920;494;4752;3797;-19;-19;-14;59526;
1533;271108;-338;63;918;498;4752;3798;0;-19;-14;51128;
1539;272055;-341;58;920;498;4749;3798;-19;0;-1;42953;
1541;272539;-341;53;919;497;4752;3798;-19;-19;-14;27290;
1543;272858;-330;56;918;493;4752;3798;-19;0;-1;3459;
1547;273481;-340;55;922;496;4751;3799;0;-19;-14;55917;
1555;275383;-338;57;919;496;4752;3797;0;-19;-14;57625;
1559;276266;-336;59;919;496;4750;3799;-19;-19;-14;14154;
1565;277314;-338;57;923;496;4749;3798;0;-19;-14;34039;
1571;278293;-337;55;920;495;4751;3798;-19;0;-1;36269;
1573;278613;-335;60;915;495;4752;3798;0;-19;-14;29151;
1579;279569;-338;62;918;496;4751;3797;-19;0;-1;65218;
1581;279983;-339;60;917;494;4751;3797;0;-19;-14;42987;
1589;281261;-333;55;918;494;4752;3798;0;-19;-14;12170;
1591;281580;-332;57;918;495;4752;3798;-19;-19;-14;37298;
1595;282240;-335;53;920;496;4751;3797;-19;-19;-14;20211;
1597;282640;-338;57;918;495;4752;3797;0;-19;-14;40377;
1603;283620;-338;65;923;493;4751;3796;-19;0;-1;43721;
1605;283939;-342;56;922;499;4750;3799;0;-19;-14;31347;
1607;284261;-337;55;925;494;4752;3797;0;-19;-14;56050;
1613;285314;-342;59;922;495;4750;3797;-19;0;-1;29724;
1619;286268;-337;59;918;494;4753;3797;-19;-19;-14;54706;
1621;286588;-339;52;916;496;4751;3798;0;0;-1;49625;
1627;287546;-338;61;916;495;4753;3797;0;-19;-14;42462;
1629;287962;-338;61;918;495;4752;3798;-19;0;-1;53571;
1635;289098;-341;51;921;496;4752;3799;-19;-19;-14;23707;
1637;289421;-338;59;919;494;4752;3798;0;-19;-14;61586;
1639;289741;-336;55;920;494;4752;3798;-19;0;-1;3313;
1643;290382;-333;59;918;497;4751;3799;0;-19;-14;36253;
1645;290716;-338;58;918;495;4752;3798;-19;0;-1;29135;
1651;291669;-338;56;921;494;4751;3798;-19;-19;-14;20254;
1653;291975;-336;59;919;496;4750;3798;-19;0;-1;47688;
1655;292309;-339;53;920;495;4751;3797;0;-19;-14;58181;
1661;294031;-339;60;921;495;4750;3797;-19;0;-1;58615;
1667;295094;-338;60;918;496;4752;3797;-19;0;-1;65017;
1669;295507;-335;58;919;494;4750;3797;-19;0;-1;63998;
1675;296463;-341;61;923;497;4751;3798;-19;0;-1;7049;
1685;298148;-337;61;921;497;4752;3798;-19;0;-1;51683;
1687;298482;-337;59;917;495;4752;3799;0;0;-1;20298;
1691;299111;-337;58;918;497;4751;3798;-19;-19;-14;6641;
1693;299444;-339;61;921;496;4751;3798;-19;0;-1;7803;
1699;300409;-339;60;920;494;4751;3798;-19;-19;-14;43043;
1703;301061;-339;54;922;495;4751;3797;-19;-19;-14;40553;
1709;302114;-336;60;920;496;4751;3799;0;0;-1;53459;
1715;303066;-336;55;920;495;4751;3798;-19;0;-1;1907;
1717;303371;-332;59;920;496;4751;3798;0;-19;-14;17562;
1719;303797;-335;59;918;495;4751;3797;-19;0;-1;40016;
1723;304532;-340;60;922;495;4751;3797;-19;0;-1;39879;
1725;304842;-335;55;919;494;4751;3798;0;0;-1;52749;
1731;305819;-338;54;918;495;4752;3799;-19;0;-1;37370;
1733;306137;-338;55;920;495;4752;3798;0;-19;-14;27792;
1735;306446;-337;53;924;494;4752;3798;-19;-19;-14;52252;
1739;307093;-337;53;919;496;4751;3798;-19;0;-1;27526;
1741;307537;-336;53;919;496;4749;3798;0;-19;-14;14983;
1747;308482;-332;57;920;496;4752;3798;0;-19;-14;16152;
1749;308789;-336;61;922;496;4751;3797;-19;0;-1;12937;
1751;309122;-337;59;918;496;4751;3797;0;0;-1;20426;
1755;309953;-338;53;914;495;4751;3799;0;0;-1;21065;
1757;310259;-336;60;920;495;4752;3798;0;-19;-14;7989;
1763;311985;-337;59;918;496;4752;3797;0;0;-1;56026;
1765;312317;-340;57;921;494;4753;3798;0;-19;-14;52813;
1771;313257;-337;55;921;496;4751;3799;-19;-19;-14;65399;
1781;314947;-336;61;919;497;4751;3800;-19;0;-1;41895;
1783;315279;-332;58;917;496;4751;3798;0;-19;-14;58979;
1787;315943;-337;61;915;496;4752;3798;0;0;-1;18773;
1789;316250;-337;56;921;495;4751;3797;-19;-19;-14;14363;
1795;317221;-333;60;916;496;4752;3797;-19;0;-1;25196;
1799;317856;-338;61;922;496;4751;3799;-19;0;-1;56259;
1803;318496;-339;57;920;495;4751;3798;0;0;-1;11768;
1805;318904;-341;59;920;496;4752;3797;-19;-19;-14;59039;
1811;319969;-348;57;924;492;4754;3794;0;-19;-14;55103;
1813;320275;-341;31;921;492;4749;3798;-19;0;-1;60016;
1815;320677;-336;58;917;489;4753;3795;0;-19;-14;18887;
1819;321354;-336;59;918;496;4749;3798;-19;0;-1;46074;
1821;321660;-339;56;919;495;4753;3798;-19;-19;-14;44862;
1827;322728;-336;54;920;495;4753;3799;-19;0;-1;27998;
1829;323046;-336;53;918;494;4750;3798;0;-19;-14;59629;
1831;323351;-336;62;919;496;4751;3798;-19;0;-1;47479;
1835;323971;-336;58;918;496;4750;3799;0;-19;-14;47295;
1837;324323;-341;59;925;495;4751;3798;-19;0;-1;33237;
1843;325364;-332;58;919;496;4751;3799;0;-19;-14;44622;
1845;325686;-332;55;916;494;4751;3797;-19;-19;-14;14431;
1847;326005;-333;58;919;494;4752;3798;-19;0;-1;43673;
1851;326751;-337;54;918;495;4751;3798;0;0;-1;50392;
1853;327057;-337;60;917;495;4750;3798;0;-19;-14;23008;
1859;328804;-340;55;922;495;4750;3797;0;-19;-14;52107;
1861;329109;-337;58;919;495;4751;3797;-19;0;-1;55783;
1867;330062;-340;50;924;494;4750;3797;0;-19;-14;53715;
1869;330394;-336;70;923;498;4749;3799;-19;0;-1;5693;
1875;331372;-338;65;926;494;4752;3799;0;-19;-14;42010;
1877;331693;-334;59;917;497;4752;3799;-19;0;-1;21472;
1879;332001;-336;58;920;497;4751;3799;0;-19;-14;13581;
1883;332653;-331;61;918;496;4750;3797;-19;0;-1;40032;
1885;332971;-338;59;918;494;4752;3797;0;-19;-14;59054;
1891;334115;-336;55;916;495;4753;3796;0;-19;-14;60007;
1895;334745;-339;61;920;496;4751;3798;-19;0;-1;48159;
1899;335542;-338;54;917;495;4752;3799;0;-19;-14;61845;
1901;335874;-335;58;921;496;4751;3799;-19;0;-1;4121;
1907;336841;-336;58;918;496;4751;3799;0;-19;-14;21405;
1909;337174;-339;61;922;497;4752;3798;-19;0;-1;49331;
1915;338137;-336;57;920;493;4752;3798;-19;0;-1;54212;
1923;339601;-337;59;909;495;4752;3798;-19;0;-1;10949;
1925;339908;-338;63;919;496;4750;3798;0;-19;-14;22103;
1927;340245;-339;60;922;495;4751;3798;-19;-19;-14;19327;
1931;340866;-338;54;920;495;4751;3798;0;-19;-14;43765;
