"Number";"Time_ms";"Fix";"Latitude";"Longitude";"Height";"Time, s";"Time, mks";"crc"
941;207131;0;55.910648345947266;37.805381774902344;200.0;60123;0;58945;
942;207351;0;55.910648345947266;37.805381774902344;200.0;60123;0;24792;
943;207571;0;55.910648345947266;37.805381774902344;200.0;60124;0;4858;
944;207791;0;55.910648345947266;37.805381774902344;200.0;60124;0;29677;
945;208011;0;55.910648345947266;37.805381774902344;200.0;60124;0;49190;
946;208231;0;55.910648345947266;37.805381774902344;200.0;60124;0;779;
947;208451;0;55.910648345947266;37.805381774902344;200.0;60124;0;46641;
948;208671;0;55.910648345947266;37.805381774902344;200.0;60125;0;962;
949;208891;0;55.910648345947266;37.805381774902344;200.0;60125;0;65502;
950;209111;0;55.910648345947266;37.805381774902344;200.0;60125;0;8374;
951;209331;0;55.910648345947266;37.805381774902344;200.0;60125;0;37805;
952;209551;0;55.910648345947266;37.805381774902344;200.0;60125;0;40345;
953;209771;0;55.910648345947266;37.805381774902344;200.0;60126;0;60484;
954;209991;0;55.910648345947266;37.805381774902344;200.0;60126;0;9482;
955;210211;0;55.910648345947266;37.805381774902344;200.0;60126;0;38417;
956;210431;0;55.910648345947266;37.805381774902344;200.0;60126;0;11062;
957;210651;0;55.910648345947266;37.805381774902344;200.0;60127;0;55775;
958;210871;0;55.910648345947266;37.805381774902344;200.0;60127;0;4161;
959;211091;0;55.910648345947266;37.805381774902344;200.0;60127;0;44648;
960;211311;0;55.910648345947266;37.805381774902344;200.0;60127;0;41953;
961;211531;0;55.910648345947266;37.805381774902344;200.0;60128;0;35269;
962;211751;0;55.910648345947266;37.805381774902344;200.0;60128;0;16475;
963;211971;0;55.910648345947266;37.805381774902344;200.0;60128;0;62352;
964;212191;0;55.910648345947266;37.805381774902344;200.0;60128;0;20151;
965;212411;0;55.910648345947266;37.805381774902344;200.0;60128;0;64940;
966;212631;0;55.910648345947266;37.805381774902344;200.0;60129;0;30144;
967;212851;0;55.910648345947266;37.805381774902344;200.0;60129;0;52328;
968;213071;0;55.910648345947266;37.805381774902344;200.0;60129;0;35347;
969;213291;0;55.910648345947266;37.805381774902344;200.0;60129;0;14600;
970;213511;0;55.910648345947266;37.805381774902344;200.0;60130;0;16066;
971;213731;0;55.910648345947266;37.805381774902344;200.0;60130;0;49886;
972;213951;0;55.910648345947266;37.805381774902344;200.0;60130;0;12542;
973;214171;0;55.910648345947266;37.805381774902344;200.0;60130;0;33589;
974;214391;0;55.910648345947266;37.805381774902344;200.0;60130;0;16408;
975;214611;0;55.910648345947266;37.805381774902344;200.0;60131;0;45809;
976;214831;0;55.910648345947266;37.805381774902344;200.0;60131;0;54246;
977;215051;0;55.910648345947266;37.805381774902344;200.0;60131;0;28111;
978;215271;0;55.910648345947266;37.805381774902344;200.0;60131;0;60246;
979;215491;0;55.910648345947266;37.805381774902344;200.0;60131;0;54532;
980;215711;0;55.910648345947266;37.805381774902344;200.0;60132;0;27476;
981;215931;0;55.910648345947266;37.805381774902344;200.0;60132;0;54012;
982;216151;0;55.910648345947266;37.805381774902344;200.0;60132;0;7090;
983;216371;0;55.910648345947266;37.805381774902344;200.0;60132;0;43177;
984;216591;0;55.910648345947266;37.805381774902344;200.0;60133;0;57678;
985;216811;0;55.910648345947266;37.805381774902344;200.0;60133;0;7506;
986;217031;0;55.910648345947266;37.805381774902344;200.0;60133;0;22917;
987;217251;0;55.910648345947266;37.805381774902344;200.0;60133;0;28961;
989;217691;0;55.910648345947266;37.805381774902344;200.0;60134;0;62717;
990;217911;0;55.910648345947266;37.805381774902344;200.0;60134;0;15715;
991;218131;0;55.910648345947266;37.805381774902344;200.0;60134;0;36520;
992;218351;0;55.910648345947266;37.805381774902344;200.0;60134;0;29372;
