1.098000	0.969740	-0.236856	-0.024288	-0.053982
1.289000	0.976120	-0.211233	0.017177	-0.047696
1.433000	0.976610	-0.199210	0.004075	-0.080816
1.550000	0.970737	-0.213460	-0.012119	-0.109350
1.694000	0.961195	-0.234875	-0.024368	-0.142631
1.813000	0.952460	-0.250371	-0.030360	-0.170916
1.956000	0.949972	-0.248042	-0.026746	-0.187917
2.112000	0.957233	-0.223271	0.002025	-0.183989
2.230000	0.961031	-0.207460	0.026668	-0.180744
2.386000	0.961957	-0.188799	0.062042	-0.187467
2.504000	0.957024	-0.196040	0.033134	-0.211130
2.661000	0.944748	-0.211978	0.014997	-0.249584
2.778000	0.934385	-0.222709	0.004365	-0.278041
2.921000	0.920418	-0.235450	0.001558	-0.312076
3.051000	0.919374	-0.224130	0.008567	-0.323179
3.195000	0.924921	-0.202250	0.037089	-0.319750
3.313000	0.927512	-0.185187	0.061947	-0.318732
3.456000	0.924635	-0.175749	0.063496	-0.331859
3.601000	0.912742	-0.178112	0.067570	-0.361403
3.719000	0.900092	-0.185258	0.052320	-0.390867
3.874000	0.882190	-0.195865	0.047428	-0.425592
4.004000	0.866727	-0.199929	0.048748	-0.454353
4.160000	0.875782	-0.165520	0.064143	-0.448881
4.278000	0.875952	-0.153239	0.086016	-0.449253
4.423000	0.865383	-0.145829	0.091743	-0.470563
4.540000	0.852911	-0.142364	0.105152	-0.491140
4.684000	0.837879	-0.137875	0.100162	-0.518572
4.804000	0.821027	-0.143248	0.091507	-0.544997
4.959000	0.797537	-0.148308	0.077729	-0.579567
5.103000	0.779342	-0.143661	0.089754	-0.603268
5.221000	0.764773	-0.135734	0.100141	-0.621828
5.378000	0.754434	-0.120487	0.111928	-0.635440
5.496000	0.749116	-0.104789	0.121973	-0.642625
5.651000	0.725873	-0.095530	0.132676	-0.668116
5.769000	0.717747	-0.088489	0.128971	-0.678509
5.912000	0.714885	-0.065873	0.151225	-0.679508
6.030000	0.696868	-0.062233	0.157616	-0.696892
6.174000	0.682583	-0.066102	0.185740	-0.703713
6.293000	0.670174	-0.062580	0.182223	-0.716760
6.436000	0.663966	-0.070067	0.197492	-0.717800
6.592000	0.662355	-0.052053	0.160597	-0.729921
6.710000	0.656371	-0.061882	0.155189	-0.735706
6.865000	0.662587	-0.038097	0.143303	-0.734161
6.995000	0.678084	-0.052556	0.158684	-0.715723
7.152000	0.699605	-0.061299	0.180925	-0.688521
7.270000	0.709775	-0.051947	0.161919	-0.683596
7.413000	0.713422	-0.066570	0.203503	-0.667221
7.531000	0.711289	-0.039818	0.230833	-0.662720
7.686000	0.714741	-0.023516	0.217964	-0.664141
7.804000	0.710305	-0.046644	0.173021	-0.680702
7.960000	0.706238	-0.038024	0.166279	-0.687120
8.104000	0.704148	-0.019216	0.132479	-0.697321
8.235000	0.689103	-0.027835	0.133459	-0.711724
8.378000	0.688794	-0.017996	0.168957	-0.704765
8.496000	0.684264	-0.020829	0.140287	-0.715310
8.665000	0.682517	-0.025036	0.190227	-0.705236
8.783000	0.675994	-0.020114	0.183097	-0.713514
8.939000	0.664599	-0.011578	0.163211	-0.729066
9.057000	0.664619	-0.011035	0.157582	-0.730293
9.201000	0.660502	-0.025739	0.171261	-0.730578
9.319000	0.647628	-0.024553	0.174867	-0.741212
9.462000	0.625642	-0.013972	0.164652	-0.762408
