"Number";"Time_ms";"VectorX";"VectorY";"VectorZ";"DeltaStep";"KsiServo";"crc"
940;206991;18.176761627197266;-11.366846084594727;-97.67496490478516;135.5733642578125;-13.754374504089355;23477;
941;207211;18.066240310668945;-12.019953727722168;-97.61726379394531;137.37005615234375;-13.924674987792969;7987;
942;207431;18.015653610229492;-11.270575523376465;-97.71597290039062;135.58474731445312;-13.632101058959961;24084;
943;207651;18.295555114746094;-11.813751220703125;-97.59971618652344;136.49688720703125;-13.976035118103027;20153;
944;207871;18.071638107299805;-11.31489372253418;-97.70050811767578;135.60826110839844;-13.678340911865234;16955;
945;208091;18.087289810180664;-12.206565856933594;-97.59022521972656;137.789306640625;-14.003832817077637;10619;
946;208311;18.601573944091797;-11.169217109680176;-97.6177749633789;134.42080688476562;-13.923195838928223;47597;
947;208531;18.379629135131836;-11.44839859008789;-97.6274642944336;135.46041870117188;-13.894716262817383;33272;
948;208751;17.997896194458008;-11.23495864868164;-97.72334289550781;135.52239990234375;-13.60999584197998;47029;
949;208971;18.18130874633789;-11.090377807617188;-97.70591735839844;134.86546325683594;-13.66221809387207;36291;
950;209191;17.92190170288086;-11.849560737609863;-97.6646957397461;137.18661499023438;-13.784846305847168;43844;
951;209411;17.84697151184082;-11.541545867919922;-97.71529388427734;136.54080200195312;-13.634125709533691;35120;
952;209631;18.34058380126953;-11.77627182006836;-97.59579467773438;136.33358764648438;-13.987494468688965;19377;
953;209851;17.847246170043945;-12.420365333557129;-97.60743713378906;138.70132446289062;-13.953516960144043;28488;
954;210071;17.999521255493164;-11.830703735351562;-97.65269470214844;137.0135955810547;-13.820326805114746;60549;
955;210291;17.840167999267578;-12.137872695922852;-97.64424896240234;138.02915954589844;-13.845291137695312;34187;
956;210511;18.05586051940918;-11.777710914611816;-97.64871215820312;136.79144287109375;-13.832127571105957;24349;
957;210731;18.668296813964844;-11.15980052947998;-97.60612487792969;134.29664611816406;-13.957366943359375;28405;
