"Number";"Time_ms";"Q1";"Q2";"Q3";"Q4";"Time";"crc"
39;8025;8.013999938964844;0.14032891392707825;0.14232350885868073;-0.9797233939170837;-0.013924282044172287;48131;
41;8285;8.27299976348877;0.11953537166118622;0.13430771231651306;-0.9835893511772156;0.014989359304308891;16986;
43;8557;8.545999526977539;0.1055334061384201;0.16618822515010834;-0.9793931245803833;0.04509250819683075;31478;
44;8673;8.661999702453613;0.10717146098613739;0.18390688300132751;-0.9754250049591064;0.056909091770648956;36329;
45;8886;8.875;0.10786877572536469;0.21674293279647827;-0.9673129916191101;0.07544708251953125;9242;
47;9147;9.135000228881836;0.08122044056653976;0.22345711290836334;-0.9682188034057617;0.07760405540466309;7339;
49;9420;9.409000396728516;0.08907674252986908;0.2491064816713333;-0.9589510560035706;0.10209921002388;40352;
51;9680;9.668999671936035;0.07986807078123093;0.23573017120361328;-0.9637430906295776;0.09618543088436127;46029;
52;9799;9.788000106811523;0.07297322899103165;0.21010902523994446;-0.9707184433937073;0.09074591845273972;51404;
55;10261;10.25;0.0688413456082344;0.2228197455406189;-0.966875433921814;0.1037500873208046;769;
57;10534;10.52299976348877;0.07452995330095291;0.2612576484680176;-0.9548859596252441;0.11992746591567993;2319;
59;10794;10.781999588012695;0.06849419325590134;0.20478682219982147;-0.9707477688789368;0.10497456789016724;33922;
61;11162;11.151000022888184;0.04282688722014427;0.2562865912914276;-0.959234356880188;0.11114148795604706;43284;
63;11422;11.40999984741211;0.04833117499947548;0.24099601805210114;-0.9635562300682068;0.10556722432374954;18517;
65;11682;11.670999526977539;0.04772597551345825;0.18303710222244263;-0.9781609177589417;0.08614445477724075;59323;
67;12002;11.991000175476074;0.047176118940114975;0.23018471896648407;-0.9676206707954407;0.09219297766685486;38798;
69;12266;12.255000114440918;0.06237439438700676;0.25401753187179565;-0.9585552215576172;0.11294473707675934;63365;
70;12389;12.378000259399414;0.06519205868244171;0.2734343111515045;-0.9520612359046936;0.1206776425242424;40610;
71;12591;12.579999923706055;0.04121273010969162;0.29214364290237427;-0.9518634676933289;0.08312390744686127;17463;
73;12852;12.840999603271484;0.02835269086062908;0.3235987722873688;-0.9441764950752258;0.0548691600561142;50852;
74;12968;12.956999778747559;0.03343582525849342;0.34313714504241943;-0.9364028573036194;0.06548715382814407;38515;
75;13171;13.15999984741211;0.03796764463186264;0.32447364926338196;-0.9424561262130737;0.0710759162902832;65462;
77;13447;13.435999870300293;0.03408635035157204;0.3604119122028351;-0.930090069770813;0.0622398778796196;16666;
79;13723;13.711999893188477;0.03322654217481613;0.2971265912055969;-0.9519100189208984;0.06692607700824738;63664;
81;13984;13.972999572753906;0.0389881357550621;0.32388871908187866;-0.9431776404380798;0.06318141520023346;1469;
82;14114;14.102999687194824;0.0460825152695179;0.3355882167816162;-0.9379065632820129;0.0747544914484024;11804;
83;14315;14.303999900817871;0.04543307423591614;0.3334110677242279;-0.9385780692100525;0.07644637674093246;45733;
85;14576;14.564000129699707;0.04499216005206108;0.27368903160095215;-0.9578468799591064;0.07482932507991791;31794;
87;14835;14.824000358581543;0.04781854525208473;0.30412644147872925;-0.9484433531761169;0.07533679157495499;18554;
88;14951;14.9399995803833;0.05232742428779602;0.3222394287586212;-0.9413881897926331;0.08492304384708405;36068;
89;15247;15.236000061035156;0.0505111925303936;0.2765938937664032;-0.9558078050613403;0.08588290214538574;2171;
91;15521;15.508999824523926;0.04937903583049774;0.3053716719150543;-0.9471836090087891;0.08457563817501068;65494;
93;15781;15.769000053405762;0.03329117223620415;0.3290848433971405;-0.9420523643493652;0.05596571043133736;52182;
95;16135;16.124000549316406;0.030307091772556305;0.2457413673400879;-0.9670957326889038;0.058467742055654526;60606;
97;16409;16.398000717163086;0.042570389807224274;0.28059855103492737;-0.9565231204032898;0.06720045208930969;60813;
99;16672;16.65999984741211;0.03213905170559883;0.31475329399108887;-0.9471938014030457;0.0521664135158062;64051;
103;17208;17.195999145507812;0.049445684999227524;0.3249725103378296;-0.94064861536026;0.08442904055118561;57873;
105;17481;17.469999313354492;0.0476086363196373;0.2613368332386017;-0.9607114791870117;0.08043623715639114;40679;
107;17754;17.742000579833984;0.05040859058499336;0.292862206697464;-0.9510600566864014;0.08470768481492996;48822;
109;18014;18.003000259399414;0.035845864564180374;0.3228223919868469;-0.9440736174583435;0.056796107441186905;38326;
110;18144;18.132999420166016;0.0415448434650898;0.34284135699272156;-0.935954749584198;0.06872032582759857;53794;
111;18344;18.33300018310547;0.044204987585544586;0.3247217535972595;-0.9417659044265747;0.07535718381404877;36345;
113;18604;18.593000411987305;0.041609711945056915;0.34081679582595825;-0.9371145963668823;0.06267908215522766;19676;
115;18867;18.856000900268555;0.03620308265089989;0.34860697388648987;-0.9356300234794617;0.04194122925400734;1105;
116;18986;18.975000381469727;0.038373276591300964;0.36249056458473206;-0.9300180673599243;0.046845693141222;24307;
