"Number";"Time_ms";"Fix";"Latitude";"Longitude";"Height";"Time, s";"Time, mks";"crc"
1;331;0;55.910648345947266;37.805381774902344;200.0;0;0;22486;
2;551;0;55.910648345947266;37.805381774902344;200.0;60761;0;30116;
3;771;0;55.910648345947266;37.805381774902344;200.0;60761;0;19446;
4;991;0;55.910648345947266;37.805381774902344;200.0;60761;0;63185;
5;1211;0;55.910648345947266;37.805381774902344;200.0;60761;0;51283;
6;1431;0;55.910648345947266;37.805381774902344;200.0;60761;0;35972;
7;1651;0;55.910648345947266;37.805381774902344;200.0;60762;0;30257;
8;1871;0;55.910648345947266;37.805381774902344;200.0;60762;0;62317;
9;2091;0;55.910648345947266;37.805381774902344;200.0;60762;0;49165;
10;2311;0;55.910648345947266;37.805381774902344;200.0;60762;0;34010;
11;2531;0;55.910648345947266;37.805381774902344;200.0;60763;0;16149;
12;2751;0;55.910648345947266;37.805381774902344;200.0;60763;0;18013;
13;2971;0;55.910648345947266;37.805381774902344;200.0;60763;0;30735;
14;3191;0;55.910648345947266;37.805381774902344;200.0;60763;0;14011;
15;3411;0;55.910648345947266;37.805381774902344;200.0;60764;0;53233;
16;3631;0;55.910648345947266;37.805381774902344;200.0;60764;0;9614;
17;3851;0;55.910648345947266;37.805381774902344;200.0;60764;0;7132;
18;4071;0;55.910648345947266;37.805381774902344;200.0;60764;0;40261;
20;4511;0;55.910648345947266;37.805381774902344;200.0;60765;0;36187;
21;4731;0;55.910648345947266;37.805381774902344;200.0;60765;0;49051;
22;4951;0;55.910648345947266;37.805381774902344;200.0;60765;0;64332;
23;5171;0;55.910648345947266;37.805381774902344;200.0;60765;0;50638;
24;5391;0;55.910648345947266;37.805381774902344;200.0;60765;0;16530;
25;5611;0;55.910648345947266;37.805381774902344;200.0;60766;0;29947;
26;5831;0;55.910648345947266;37.805381774902344;200.0;60766;0;47940;
27;6051;0;55.910648345947266;37.805381774902344;200.0;60766;0;2143;
28;6271;0;55.910648345947266;37.805381774902344;200.0;60766;0;28855;
29;6491;0;55.910648345947266;37.805381774902344;200.0;60767;0;2358;
30;6711;0;55.910648345947266;37.805381774902344;200.0;60767;0;19392;
31;6931;0;55.910648345947266;37.805381774902344;200.0;60767;0;30098;
32;7151;0;55.910648345947266;37.805381774902344;200.0;60767;0;35206;
33;7371;0;55.910648345947266;37.805381774902344;200.0;60767;0;14925;
