"Number";"Time_ms";"Accel x";"Accel y";"Accel z";"Gyro x";"Gyro y";"Gyro z";"Mag x";"Mag y";"Mag z";"crc"
651;99593;14;-35;-996;497;4756;3803;0;0;0;35333;
653;99853;16;-36;-996;497;4756;3803;-19;0;0;50673;
655;100126;16;-29;-997;496;4757;3802;0;-19;-13;34679;
657;100400;16;-33;-996;496;4756;3802;0;-19;-13;47124;
658;100516;17;-34;-995;495;4756;3802;-19;0;0;62461;
659;100717;20;-36;-989;496;4757;3803;-19;0;0;47698;
661;100979;17;-31;-994;496;4755;3802;-19;-19;-13;36122;
663;101258;13;-31;-991;496;4756;3802;-19;0;0;47168;
664;101374;16;-33;-994;497;4755;3802;0;-19;-13;60869;
665;101588;18;-31;-993;495;4757;3803;0;-19;-13;4176;
667;101847;17;-31;-995;496;4756;3803;-19;0;0;5431;
669;102106;19;-35;-991;497;4756;3802;0;-19;-13;58847;
671;102379;17;-31;-995;496;4756;3803;0;-19;-13;59718;
673;102651;18;-35;-990;497;4757;3801;-19;0;0;42172;
674;102767;18;-32;-999;497;4757;3802;0;-19;-13;38028;
675;102967;18;-32;-993;496;4758;3802;0;0;0;26811;
677;103243;17;-34;-995;497;4755;3803;0;-19;-13;6719;
679;103519;17;-31;-996;495;4757;3803;0;0;0;32463;
680;103642;20;-33;-995;496;4756;3802;0;-19;-13;51820;
681;103843;13;-32;-996;496;4755;3802;0;0;0;47872;
682;103959;16;-34;-991;497;4755;3801;-19;0;0;37732;
683;104103;15;-38;-996;495;4755;3802;-19;0;0;25514;
683;104103;15;-38;-996;495;4755;3802;-19;0;0;25514;
685;104363;14;-32;-993;496;4756;3802;0;-19;-13;14628;
685;104363;14;-32;-993;496;4756;3802;0;-19;-13;14628;
686;104494;19;-32;-994;496;4756;3802;0;-19;-13;44732;
687;104696;17;-33;-989;495;4755;3802;-19;0;0;24807;
689;104957;16;-33;-994;496;4757;3803;-19;0;0;62353;
691;105217;18;-33;-992;495;4756;3802;0;-19;-13;38263;
693;105491;13;-37;-994;495;4758;3801;0;-19;-13;38487;
695;105765;16;-35;-996;497;4756;3803;-19;0;0;28817;
696;105880;20;-36;-994;496;4754;3803;-19;-19;-13;20483;
697;106163;17;-33;-996;495;4756;3803;0;-19;-13;23964;
699;106422;14;-38;-995;496;4755;3802;-19;0;0;17924;
701;106777;19;-33;-996;496;4755;3802;0;-19;-13;7906;
702;106893;16;-33;-994;496;4756;3801;0;0;0;61223;
703;107094;19;-39;-997;496;4756;3803;-19;0;0;55842;
705;107356;16;-33;-995;495;4756;3802;-19;-19;-13;50127;
706;107473;15;-31;-993;496;4757;3803;0;-19;-13;38451;
707;107675;15;-36;-996;495;4758;3801;0;-19;-13;13293;
708;107792;14;-38;-994;495;4757;3803;-19;0;0;31956;
709;108753;18;-31;-993;496;4757;3803;-19;0;0;1224;
711;109027;16;-30;-993;495;4756;3803;-19;0;0;57499;
713;109301;18;-31;-993;494;4756;3803;-19;-19;-13;25650;
715;109574;16;-32;-995;496;4757;3801;0;-19;-13;11866;
717;109847;20;-36;-989;496;4757;3802;0;0;0;50426;
719;110120;16;-30;-992;497;4755;3802;-19;0;0;31388;
722;110495;16;-34;-995;495;4757;3802;0;0;0;55595;
723;110695;16;-31;-996;496;4756;3803;-19;0;0;46080;
725;110961;15;-34;-994;496;4756;3802;-19;0;0;19483;
727;111323;17;-32;-991;495;4756;3802;-19;0;0;19135;
728;111439;19;-36;-993;494;4757;3802;-19;-19;0;46058;
729;111640;14;-33;-994;495;4756;3803;0;-19;-13;34851;
730;111755;18;-32;-995;496;4756;3801;-19;0;0;7329;
731;111955;18;-32;-995;496;4757;3802;-19;-19;-13;65315;
733;112216;16;-30;-992;494;4756;3803;0;-19;-13;56800;
735;112478;17;-33;-993;496;4756;3803;0;-19;-13;20782;
736;112593;17;-35;-992;497;4757;3803;-19;0;0;4161;
737;112793;11;-37;-994;497;4755;3803;-19;-19;-13;48067;
738;112922;15;-29;-993;496;4755;3801;0;-19;-13;55191;
739;113122;13;-37;-994;495;4756;3803;-19;0;0;64508;
741;113382;14;-33;-996;496;4756;3802;-19;-19;-13;49123;
743;113642;19;-34;-989;496;4757;3803;0;-19;-13;8644;
744;113758;16;-30;-992;495;4756;3802;-19;0;0;3919;
745;113958;14;-37;-996;497;4754;3803;-19;-19;-13;6738;
746;114074;15;-32;-993;495;4757;3803;0;-19;-13;37479;
747;114274;18;-33;-995;494;4756;3802;-19;0;0;23106;
749;114536;17;-30;-995;497;4754;3802;-19;-19;-13;39379;
751;114809;11;-40;-994;497;4756;3802;0;-19;-13;57172;
753;115097;18;-33;-993;495;4757;3802;0;-19;-13;64892;
755;115455;17;-31;-995;495;4758;3802;0;-19;-13;52504;
757;115717;12;-36;-994;495;4756;3802;0;0;0;47228;
758;115833;17;-34;-993;495;4756;3802;-19;0;0;48624;
759;116033;17;-32;-996;497;4756;3803;0;-19;-13;14946;
760;116244;16;-33;-996;496;4756;3803;-19;0;0;33045;
761;116445;16;-37;-995;496;4756;3803;-19;-19;-13;15228;
763;116704;19;-31;-995;495;4756;3802;0;-19;-13;2921;
765;116964;15;-33;-992;495;4756;3802;-19;0;0;7405;
766;117080;16;-30;-993;496;4756;3802;-19;-19;-13;25889;
767;117280;16;-31;-993;495;4756;3803;0;-19;-13;29938;
769;117540;18;-35;-993;496;4756;3803;-19;0;0;7999;
770;117673;16;-34;-996;496;4755;3803;-19;0;0;57794;
771;117877;15;-32;-993;497;4756;3802;-19;0;0;26288;
773;118145;16;-34;-992;495;4756;3803;0;-19;-13;19637;
775;118418;13;-34;-996;495;4757;3803;0;0;0;19582;
777;118678;16;-35;-996;496;4756;3802;-19;0;0;23616;
779;118940;15;-30;-994;496;4755;3803;0;-19;-13;2173;
780;119057;15;-39;-998;496;4757;3803;0;-19;-13;25825;
781;119273;19;-31;-996;496;4755;3803;0;-19;-13;18961;
783;119628;20;-37;-990;496;4755;3803;-19;0;0;20433;
785;119888;19;-32;-994;497;4755;3802;0;-19;-13;34943;
787;120149;16;-36;-996;496;4757;3802;0;-19;-13;35621;
788;120265;13;-38;-995;495;4757;3802;-19;0;0;55755;
789;120479;16;-35;-993;496;4755;3802;-19;-19;-13;29732;
791;120740;17;-31;-995;496;4757;3802;0;-19;-13;60965;
793;121071;16;-30;-994;496;4756;3802;-19;0;0;16466;
795;121331;20;-33;-990;497;4754;3801;-19;-19;-13;52456;
797;121606;13;-35;-994;496;4755;3803;-19;-19;-13;43578;
799;121866;16;-34;-992;495;4755;3803;0;-19;-13;57158;
801;122127;14;-35;-996;496;4756;3800;-19;0;0;63909;
802;122245;17;-33;-993;496;4756;3802;-19;0;0;11791;
803;122489;20;-37;-989;495;4758;3803;-19;0;0;18089;
805;122748;18;-35;-990;497;4756;3803;-19;-19;-13;33747;
807;123008;13;-38;-985;496;4759;3802;0;-19;-13;40496;
809;123268;18;-33;-992;496;4757;3803;-19;0;0;29153;
810;123384;13;-36;-994;495;4757;3801;-19;-19;-13;62195;
811;123585;14;-34;-994;496;4757;3802;0;-19;-13;31826;
813;123844;17;-33;-994;496;4755;3802;-19;0;0;19536;
815;124213;18;-36;-996;496;4756;3802;-19;-19;-13;950;
817;124476;16;-31;-995;496;4755;3803;-19;-19;-13;35056;
819;124836;19;-34;-991;495;4756;3802;-19;-19;-13;17514;
821;125101;13;-36;-992;496;4756;3803;-19;-19;-13;22769;
823;125360;15;-34;-996;496;4756;3802;0;-19;-13;61350;
824;125476;17;-33;-992;496;4756;3802;-19;0;0;24352;
825;125718;14;-34;-995;495;4757;3802;0;0;0;2138;
827;125979;14;-33;-997;496;4757;3803;-19;0;0;42001;
829;126241;16;-32;-995;496;4757;3802;-19;-19;-13;59580;
831;126500;19;-31;-995;497;4755;3802;0;0;0;20285;
832;126616;16;-34;-996;496;4755;3802;-19;0;0;56511;
833;126818;14;-34;-994;496;4757;3802;-19;-19;-13;44825;
834;126934;17;-32;-994;495;4757;3801;0;-19;-13;2132;
835;127135;17;-34;-993;496;4756;3802;-19;0;0;26678;
837;127409;12;-37;-995;496;4756;3801;-19;0;0;21106;
839;127669;16;-32;-995;495;4755;3801;0;-19;-13;5919;
841;127943;13;-36;-996;495;4757;3803;0;-19;-13;29164;
843;128203;14;-31;-995;497;4755;3803;-19;0;0;10550;
845;128464;16;-31;-996;496;4756;3802;-19;-19;-13;4451;
846;128593;18;-33;-991;495;4756;3801;0;-19;-13;61686;
847;128820;15;-41;-998;495;4757;3802;0;-19;-13;61230;
849;129839;17;-31;-992;495;4755;3801;0;-19;-13;4996;
851;130099;17;-34;-992;495;4758;3802;-19;0;0;37662;
853;130358;18;-33;-995;496;4756;3803;0;-19;-13;43241;
855;130631;15;-33;-994;496;4755;3803;-19;0;0;57435;
856;130746;16;-31;-993;495;4756;3803;-19;-19;-13;53077;
857;130947;20;-34;-992;497;4755;3802;0;-19;-13;1789;
859;131220;17;-30;-995;497;4756;3802;0;0;0;1668;
861;131492;16;-32;-993;496;4756;3802;-19;0;0;27816;
863;131765;18;-31;-992;496;4756;3803;0;-19;-13;54867;
865;132032;18;-33;-994;497;4756;3803;-19;0;0;43155;
866;132148;15;-35;-993;496;4756;3802;0;-19;-13;11874;
867;132439;16;-33;-994;495;4755;3802;-19;-19;-13;43736;
868;132555;18;-36;-988;495;4756;3803;0;-19;-13;19330;
869;132769;16;-33;-995;497;4755;3802;0;0;0;44512;
871;133029;19;-30;-998;496;4755;3803;-19;0;0;17978;
873;133291;14;-34;-993;496;4756;3802;0;-19;-13;10166;
875;133552;14;-32;-996;496;4756;3801;0;-19;-13;14397;
877;133909;15;-29;-990;496;4756;3801;-19;0;0;15786;
879;134182;11;-36;-991;496;4756;3802;-19;0;0;37594;
881;134458;19;-32;-994;495;4757;3803;-19;-19;-13;18476;
883;134731;18;-34;-996;495;4755;3802;0;-19;-13;15891;
885;134991;16;-29;-992;495;4756;3803;0;0;0;28210;
887;135251;12;-35;-993;496;4757;3801;-19;0;0;53357;
888;135367;14;-35;-995;497;4755;3803;0;-19;-13;4507;
889;135569;18;-33;-995;496;4755;3802;0;-19;-13;4219;
890;135685;17;-32;-993;497;4756;3801;-19;0;0;3872;
891;135913;15;-34;-994;495;4757;3803;-19;0;0;53171;
893;136173;15;-31;-996;495;4757;3802;-19;-19;-13;34934;
895;136432;18;-34;-993;495;4756;3801;0;0;0;18084;
897;136793;15;-32;-993;495;4756;3803;0;-19;-13;58806;
898;136922;16;-30;-993;496;4756;3802;-19;0;0;54715;
899;137123;12;-38;-995;497;4756;3802;-19;-19;-13;24306;
901;137382;19;-34;-993;497;4755;3802;0;-19;-13;59116;
903;137735;13;-34;-993;495;4754;3803;-19;-19;-13;7479;
905;138008;13;-36;-996;496;4757;3802;0;-19;-13;3514;
907;138267;16;-31;-994;497;4755;3802;-19;0;0;45198;
909;138526;18;-32;-995;495;4757;3802;-19;-19;-13;46651;
911;138799;15;-31;-993;496;4756;3802;0;-19;-13;34295;
912;138918;16;-36;-999;495;4757;3802;0;-19;-13;36547;
913;139137;17;-39;-998;495;4755;3802;0;-19;-13;12649;
915;139402;20;-31;-988;499;4755;3802;0;-19;-13;7217;
917;139661;20;-33;-993;494;4759;3802;0;0;0;17973;
919;139921;9;-36;-996;495;4757;3803;-19;-19;0;5043;
920;140052;17;-37;-988;496;4756;3804;-19;-19;-13;38057;
921;140252;13;-35;-994;495;4757;3801;0;-19;-13;31559;
923;140514;9;-37;-995;495;4755;3803;0;0;0;33459;
924;140630;16;-30;-991;495;4756;3802;-19;0;0;48742;
925;140831;13;-36;-996;496;4756;3803;-19;-19;-13;51651;
927;141106;15;-35;-993;497;4756;3801;0;-19;-13;19047;
929;141366;15;-30;-994;495;4757;3802;-19;0;0;41788;
930;141481;16;-34;-991;494;4757;3801;-19;-19;-13;37972;
931;141682;11;-36;-993;496;4756;3802;0;-19;-13;43902;
933;141956;17;-38;-996;498;4757;3802;0;-19;-13;25854;
934;142072;17;-34;-989;497;4757;3801;-19;0;0;65148;
935;142354;11;-32;-998;496;4755;3803;0;-19;-13;21356;
936;142485;16;-33;-995;497;4754;3802;0;-19;-13;37347;
937;142628;17;-36;-991;495;4756;3802;0;-19;-13;29251;
939;142902;11;-31;-997;495;4755;3803;-19;0;0;4919;
941;143163;13;-35;-993;497;4756;3801;-19;0;0;23907;
943;143456;14;-29;-997;495;4755;3803;0;0;0;39216;
946;143832;16;-33;-994;496;4754;3800;0;-19;-13;42089;
947;144033;18;-32;-993;496;4756;3802;0;-19;-13;42916;
948;144149;20;-33;-994;495;4756;3802;-19;0;0;52207;
949;144350;16;-33;-1000;495;4758;3801;-19;-19;-13;48314;
951;2147890401;279;-33;-995;495;4755;3802;0;-19;-13;20538;
951;144609;19;-33;-995;495;4755;3802;0;-19;-13;20538;
952;144725;16;-30;-996;496;4755;3801;-19;0;0;7362;
953;145008;12;-31;-991;496;4756;3803;0;-19;-13;61126;
955;145268;13;-27;-991;494;4755;3804;0;0;0;21725;
957;145528;12;-31;-998;496;4757;3802;-19;0;0;57270;
959;145808;6;-25;-1001;499;4752;3802;0;0;0;52100;
961;146076;31;-62;-994;501;4760;3916;0;-19;-13;2360;
962;146192;70;5;-989;465;4807;5021;-19;0;0;37970;
963;146392;-27;-5;-999;492;4769;4023;-19;0;0;41172;
967;146927;12;-19;-989;495;4755;3802;1;-19;-13;37334;
968;147043;12;-30;-1003;497;4760;3804;-18;0;0;55967;
969;147260;19;-26;-1015;490;4755;3803;-18;0;0;43433;
970;147375;20;-28;-987;496;4757;3796;-18;-19;-13;53416;
971;147576;16;-24;-993;496;4756;3802;0;-19;-13;65020;
973;147837;12;-27;-998;496;4757;3802;-18;0;0;2053;
975;148111;17;-25;-996;494;4757;3803;-18;0;0;17329;
